,cluster,set_median_graph_index,set_median_graph_pattern_id
10,10,2765,(w1-gp(w6-gp(w10-gp(w11-gp(w12-gp(w5-gp(w6-gp(w11-gp(w13-gp(w5-gp(w1-gp27-tp16-num1)-tp16-num1)-tp19-num1)-tp13-num1)-tp13-num1)-tp13-num1)-tp13-num1)-tp10-num1)-tp7-num1)-tp4-num1)-tp4-num2)
11,11,1382,(w8-gp(w1-gp(w10-gp(w8-gp(w15-gp(w15-gp(w13-gp(w5-gp(w1-gp27-tp16-num1)-tp16-num1)-tp375-num1)-tp13-num1)-tp13-num1)-tp4-num1)-tp13-num1)-tp10-num1)-tp4-num2)
12,12,1307,(w7-gp(w11-gp(w11-gp(w15-gp(w4-gp(w11-gp(w10-gp(w12-gp(w1-gp27-tp13-num1)-tp10-num1)-tp79-num1)-tp13-num1)-tp13-num1)-tp4-num1)-tp10-num1)-tp13-num1)-tp4-num1)
13,13,714,(w15-gp(w4-gp(w3-gp(w8-gp(w9-gp(w14-gp(w6-gp(w12-gp(w1-gp27-tp13-num1)-tp4-num1)-tp77-num1)-tp13-num1)-tp13-num1)-tp13-num1)-tp13-num1)-tp4-num1)-tp4-num1)
14,14,3070,(w14-gp(w14-gp(w10-gp(w2-gp(w11-gp(w5-gp(w11-gp(w7-gp(w10-gp(w12-gp(w1-gp27-tp13-num1)-tp10-num1)-tp134-num1)-tp13-num1)-tp13-num1)-tp13-num1)-tp21-num1)-tp4-num1)-tp4-num1)-tp4-num1)-tp4-num1)
15,15,3364,(w4-gp(w15-gp(w1-gp(w2-gp(w14-gp(w4-gp(w6-gp(w9-gp(w10-gp(w12-gp(w1-gp27-tp13-num1)-tp10-num1)-tp1-num1)-tp13-num1)-tp13-num1)-tp4-num2)-tp21-num1)-tp10-num1)-tp10-num1)-tp10-num1)-tp4-num1)
16,16,3279,(w3-gp(w11-gp(w7-gp(w9-gp(w8-gp(w14-gp(w10-gp(w10-gp(w10-gp(w12-gp(w1-gp27-tp13-num1)-tp10-num1)-tp7-num1)-tp13-num1)-tp21-num1)-tp13-num1)-tp10-num1)-tp4-num1)-tp4-num1)-tp4-num1)-tp4-num1)
17,17,726,(w15-gp(w8-gp(w4-gp(w13-gp(w12-gp(w6-gp(w10-gp(w12-gp(w1-gp27-tp13-num1)-tp10-num1)-tp99-num1)-tp13-num1)-tp13-num1)-tp4-num1)-tp13-num1)-tp13-num1)-tp10-num1)
18,18,2520,(w7-gp(w6-gp(w4-gp(w1-gp(w15-gp(w4-gp(w11-gp(w10-gp(w12-gp(w1-gp27-tp13-num1)-tp10-num1)-tp79-num1)-tp13-num1)-tp13-num1)-tp13-num1)-tp13-num1)-tp13-num1)-tp4-num1)-tp4-num1)
19,19,3188,(w15-gp(w8-gp(w8-gp(w10-gp(w3-gp(w10-gp(w2-gp(w1-gp(w11-gp(w5-gp(w1-gp27-tp16-num1)-tp239-num1)-tp16-num1)-tp13-num1)-tp13-num1)-tp13-num1)-tp13-num1)-tp10-num1)-tp7-num1)-tp4-num2)-tp4-num1)
20,20,2372,(w5-gp(w15-gp(w8-gp(w4-gp(w13-gp(w12-gp(w6-gp(w10-gp(w12-gp(w1-gp27-tp13-num1)-tp10-num1)-tp99-num1)-tp13-num1)-tp13-num1)-tp4-num1)-tp13-num1)-tp13-num1)-tp4-num1)-tp10-num1)
21,21,3546,(w7-gp(w15-gp(w1-gp(w2-gp(w14-gp(w4-gp(w6-gp(w9-gp(w10-gp(w12-gp(w1-gp27-tp13-num1)-tp10-num1)-tp1-num1)-tp13-num1)-tp13-num1)-tp4-num2)-tp21-num1)-tp10-num1)-tp10-num1)-tp4-num1)-tp4-num1)
22,22,2609,(w8-gp(w8-gp(w13-gp(w13-gp(w10-gp(w11-gp(w14-gp(w2-gp(w12-gp(w1-gp27-tp13-num1)-tp284-num1)-tp16-num1)-tp13-num1)-tp13-num1)-tp4-num1)-tp13-num1)-tp10-num1)-tp7-num1)-tp4-num1)
23,23,2080,(w15-gp(w10-gp(w12-gp(w11-gp(w15-gp(w4-gp(w11-gp(w10-gp(w12-gp(w1-gp27-tp13-num1)-tp10-num1)-tp79-num1)-tp13-num1)-tp13-num1)-tp4-num1)-tp13-num1)-tp40-num1)-tp10-num1)-tp4-num1)
24,24,1929,(w12-gp(w8-gp(w11-gp(w13-gp(w12-gp(w12-gp(w12-gp(w11-gp(w5-gp(w1-gp27-tp16-num1)-tp239-num1)-tp13-num1)-tp13-num1)-tp4-num1)-tp13-num1)-tp13-num1)-tp21-num1)-tp4-num1)-tp10-num1)
25,25,3231,(w2-gp(w14-gp(w9-gp(w5-gp(w14-gp(w13-gp(w12-gp(w6-gp(w10-gp(w12-gp(w1-gp27-tp13-num1)-tp10-num1)-tp99-num1)-tp13-num1)-tp13-num1)-tp284-num1)-tp4-num1)-tp13-num1)-tp10-num1)-tp4-num1)-tp4-num1)
26,26,1175,(w6-gp(w10-gp(w1-gp(w15-gp(w4-gp(w11-gp(w10-gp(w12-gp(w1-gp27-tp13-num1)-tp10-num1)-tp79-num1)-tp13-num1)-tp13-num1)-tp13-num1)-tp21-num1)-tp13-num1)-tp10-num1)
27,27,166,(w10-gp(w10-gp(w10-gp(w6-gp(w7-gp(w7-gp(w10-gp(w12-gp(w1-gp27-tp13-num1)-tp10-num1)-tp6-num1)-tp13-num1)-tp13-num1)-tp13-num1)-tp21-num1)-tp4-num1)-tp10-num1)
28,28,2814,(w10-gp(w11-gp(w9-gp(w15-gp(w10-gp(w2-gp(w1-gp(w8-gp(w10-gp(w12-gp(w1-gp27-tp13-num1)-tp10-num1)-tp36-num1)-tp13-num1)-tp10-num1)-tp13-num1)-tp21-num1)-tp4-num1)-tp4-num1)-tp4-num1)-tp4-num1)
29,29,2827,(w10-gp(w13-gp(w13-gp(w5-gp(w5-gp(w1-gp(w1-gp(w8-gp(w10-gp(w12-gp(w1-gp27-tp13-num1)-tp10-num1)-tp36-num1)-tp13-num1)-tp13-num1)-tp13-num1)-tp284-num1)-tp10-num1)-tp4-num1)-tp4-num1)-tp4-num1)
30,30,1806,(w11-gp(w11-gp(w2-gp(w7-gp(w5-gp(w15-gp(w9-gp(w3-gp(w12-gp(w1-gp27-tp13-num1)-tp16-num1)-tp221-num1)-tp13-num1)-tp13-num1)-tp13-num1)-tp21-num1)-tp4-num1)-tp10-num1)-tp4-num1)
31,31,426,(w12-gp(w2-gp(w14-gp(w9-gp(w10-gp(w10-gp(w10-gp(w12-gp(w1-gp27-tp13-num1)-tp10-num1)-tp7-num1)-tp13-num1)-tp13-num1)-tp4-num2)-tp21-num1)-tp16-num1)-tp10-num1)
32,32,577,(w14-gp(w11-gp(w3-gp(w4-gp(w12-gp(w6-gp(w10-gp(w12-gp(w1-gp27-tp13-num1)-tp10-num1)-tp99-num1)-tp13-num1)-tp10-num1)-tp4-num1)-tp10-num1)-tp13-num1)-tp10-num1)
33,33,2101,(w15-gp(w3-gp(w4-gp(w12-gp(w11-gp(w11-gp(w2-gp(w1-gp(w5-gp(w1-gp27-tp16-num1)-tp525-num1)-tp16-num1)-tp13-num1)-tp13-num1)-tp13-num1)-tp4-num2)-tp21-num1)-tp10-num1)-tp4-num1)
34,34,992,(w4-gp(w11-gp(w10-gp(w10-gp(w10-gp(w10-gp(w10-gp(w12-gp(w1-gp27-tp13-num1)-tp10-num1)-tp7-num1)-tp13-num1)-tp10-num1)-tp13-num1)-tp21-num1)-tp4-num1)-tp525-num1)
35,35,1886,(w12-gp(w12-gp(w14-gp(w11-gp(w14-gp(w14-gp(w11-gp(w12-gp(w5-gp(w1-gp27-tp16-num1)-tp1085-num1)-tp13-num1)-tp13-num1)-tp13-num1)-tp13-num1)-tp21-num1)-tp10-num1)-tp79-num1)-tp4-num2)
36,36,1922,(w12-gp(w6-gp(w6-gp(w5-gp(w3-gp(w13-gp(w11-gp(w3-gp(w12-gp(w1-gp27-tp13-num1)-tp16-num1)-tp55-num1)-tp13-num1)-tp13-num1)-tp13-num1)-tp21-num1)-tp10-num1)-tp7-num1)-tp4-num2)
37,37,2531,(w7-gp(w8-gp(w13-gp(w13-gp(w10-gp(w11-gp(w14-gp(w2-gp(w12-gp(w1-gp27-tp13-num1)-tp284-num1)-tp16-num1)-tp13-num1)-tp13-num1)-tp4-num1)-tp13-num1)-tp10-num1)-tp1-num1)-tp4-num1)
38,38,1435,(w8-gp(w15-gp(w2-gp(w6-gp(w6-gp(w9-gp(w10-gp(w12-gp(w1-gp27-tp13-num1)-tp10-num1)-tp1-num1)-tp13-num1)-tp10-num1)-tp10-num1)-tp10-num1)-tp13-num1)-tp10-num1)
39,39,589,(w14-gp(w13-gp(w10-gp(w10-gp(w10-gp(w10-gp(w10-gp(w12-gp(w1-gp27-tp13-num1)-tp10-num1)-tp7-num1)-tp13-num1)-tp10-num1)-tp4-num1)-tp10-num1)-tp10-num1)-tp1-num1)
40,40,2728,(w1-gp(w13-gp(w13-gp(w1-gp(w10-gp(w15-gp(w4-gp(w11-gp(w10-gp(w12-gp(w1-gp27-tp13-num1)-tp10-num1)-tp79-num1)-tp13-num1)-tp10-num1)-tp13-num1)-tp40-num1)-tp13-num1)-tp4-num1)-tp79-num1)-tp4-num1)
41,41,1084,(w4-gp(w8-gp(w2-gp(w9-gp(w11-gp(w14-gp(w6-gp(w12-gp(w1-gp27-tp13-num1)-tp4-num1)-tp4405-num1)-tp13-num1)-tp13-num1)-tp4-num1)-tp13-num1)-tp10-num1)-tp4-num2)
42,42,230,(w10-gp(w3-gp(w10-gp(w15-gp(w4-gp(w11-gp(w10-gp(w12-gp(w1-gp27-tp13-num1)-tp10-num1)-tp79-num1)-tp13-num1)-tp10-num1)-tp13-num1)-tp21-num1)-tp4-num1)-tp525-num1)
43,43,63,(w1-gp(w15-gp(w2-gp(w6-gp(w6-gp(w9-gp(w10-gp(w12-gp(w1-gp27-tp13-num1)-tp10-num1)-tp1-num1)-tp13-num1)-tp10-num1)-tp10-num1)-tp1-num1)-tp10-num1)-tp10-num1)
44,44,2343,(w4-gp(w8-gp(w13-gp(w13-gp(w10-gp(w11-gp(w14-gp(w2-gp(w12-gp(w1-gp27-tp13-num1)-tp284-num1)-tp16-num1)-tp13-num1)-tp13-num1)-tp4-num1)-tp13-num1)-tp10-num1)-tp79-num1)-tp4-num1)
45,45,2596,(w8-gp(w5-gp(w2-gp(w10-gp(w4-gp(w6-gp(w9-gp(w10-gp(w12-gp(w1-gp27-tp13-num1)-tp10-num1)-tp1-num1)-tp13-num1)-tp13-num1)-tp4-num1)-tp13-num1)-tp10-num1)-tp134-num1)-tp4-num1)
46,46,2189,(w2-gp(w3-gp(w2-gp(w7-gp(w5-gp(w15-gp(w9-gp(w3-gp(w12-gp(w1-gp27-tp13-num1)-tp16-num1)-tp221-num1)-tp13-num1)-tp13-num1)-tp13-num1)-tp21-num1)-tp10-num1)-tp7-num1)-tp4-num2)
47,47,2342,(w4-gp(w8-gp(w13-gp(w13-gp(w10-gp(w11-gp(w14-gp(w2-gp(w12-gp(w1-gp27-tp13-num1)-tp284-num1)-tp16-num1)-tp13-num1)-tp13-num1)-tp4-num1)-tp13-num1)-tp10-num1)-tp64-num1)-tp4-num1)
48,48,24,(w1-gp(w11-gp(w4-gp(w7-gp(w10-gp(w6-gp(w6-gp(w12-gp(w1-gp27-tp13-num1)-tp4-num1)-tp1144-num1)-tp13-num1)-tp13-num1)-tp4-num1)-tp21-num1)-tp13-num1)-tp10-num1)
49,49,232,(w10-gp(w3-gp(w10-gp(w15-gp(w4-gp(w11-gp(w10-gp(w12-gp(w1-gp27-tp13-num1)-tp10-num1)-tp79-num1)-tp13-num1)-tp10-num1)-tp13-num1)-tp21-num1)-tp4-num1)-tp77-num1)
50,50,2229,(w3-gp(w10-gp(w2-gp(w4-gp(w15-gp(w3-gp(w10-gp(w10-gp(w12-gp(w1-gp27-tp13-num1)-tp10-num1)-tp64-num1)-tp13-num1)-tp13-num1)-tp21-num1)-tp10-num1)-tp13-num1)-tp10-num1)-tp4-num1)
51,51,3316,(w3-gp(w5-gp(w4-gp(w10-gp(w7-gp(w4-gp(w6-gp(w9-gp(w10-gp(w12-gp(w1-gp27-tp13-num1)-tp10-num1)-tp1-num1)-tp13-num1)-tp13-num1)-tp13-num1)-tp10-num1)-tp4-num1)-tp77-num1)-tp4-num1)-tp4-num1)
52,52,1407,(w8-gp(w11-gp(w13-gp(w12-gp(w12-gp(w12-gp(w11-gp(w5-gp(w1-gp27-tp16-num1)-tp239-num1)-tp13-num1)-tp13-num1)-tp4-num1)-tp13-num1)-tp13-num1)-tp21-num1)-tp4-num1)
53,53,991,(w4-gp(w11-gp(w10-gp(w10-gp(w10-gp(w10-gp(w10-gp(w12-gp(w1-gp27-tp13-num1)-tp10-num1)-tp7-num1)-tp13-num1)-tp10-num1)-tp13-num1)-tp21-num1)-tp4-num1)-tp491-num1)
54,54,1672,(w1-gp(w7-gp(w12-gp(w1-gp(w11-gp(w12-gp(w1-gp(w15-gp(w5-gp(w1-gp27-tp16-num1)-tp149-num1)-tp13-num1)-tp13-num1)-tp13-num1)-tp4-num1)-tp13-num1)-tp10-num1)-tp134-num1)-tp4-num1)
55,55,1812,(w11-gp(w12-gp(w7-gp(w14-gp(w1-gp(w1-gp(w8-gp(w10-gp(w12-gp(w1-gp27-tp13-num1)-tp10-num1)-tp36-num1)-tp13-num1)-tp13-num1)-tp4-num1)-tp10-num1)-tp13-num1)-tp4-num1)-tp4-num1)
56,56,2031,(w14-gp(w12-gp(w4-gp(w5-gp(w10-gp(w6-gp(w12-gp(w13-gp(w5-gp(w1-gp27-tp16-num1)-tp16-num1)-tp40-num1)-tp13-num1)-tp13-num1)-tp4-num1)-tp10-num1)-tp10-num1)-tp10-num1)-tp16-num1)
57,57,2789,(w1-gp(w9-gp(w14-gp(w10-gp(w1-gp(w15-gp(w4-gp(w11-gp(w10-gp(w12-gp(w1-gp27-tp13-num1)-tp10-num1)-tp79-num1)-tp13-num1)-tp13-num1)-tp13-num1)-tp21-num1)-tp4-num1)-tp4-num3)-tp4-num1)-tp10-num1)
58,58,2079,(w15-gp(w10-gp(w11-gp(w12-gp(w5-gp(w6-gp(w11-gp(w13-gp(w5-gp(w1-gp27-tp16-num1)-tp16-num1)-tp19-num1)-tp13-num1)-tp13-num1)-tp13-num1)-tp13-num1)-tp10-num1)-tp4-num1)-tp4-num1)
59,59,286,(w11-gp(w10-gp(w11-gp(w13-gp(w2-gp(w7-gp(w10-gp(w12-gp(w1-gp27-tp13-num1)-tp10-num1)-tp6-num1)-tp40-num1)-tp13-num1)-tp13-num1)-tp4-num1)-tp10-num1)-tp16-num1)
60,60,959,(w4-gp(w1-gp(w12-gp(w4-gp(w12-gp(w6-gp(w10-gp(w12-gp(w1-gp27-tp13-num1)-tp10-num1)-tp99-num1)-tp13-num1)-tp10-num1)-tp13-num1)-tp99-num1)-tp21-num1)-tp4-num1)
61,61,386,(w12-gp(w11-gp(w3-gp(w4-gp(w12-gp(w6-gp(w10-gp(w12-gp(w1-gp27-tp13-num1)-tp10-num1)-tp99-num1)-tp13-num1)-tp10-num1)-tp4-num1)-tp10-num1)-tp10-num1)-tp1-num1)
62,62,2683,(w9-gp(w6-gp(w4-gp(w1-gp(w15-gp(w4-gp(w11-gp(w10-gp(w12-gp(w1-gp27-tp13-num1)-tp10-num1)-tp79-num1)-tp13-num1)-tp13-num1)-tp13-num1)-tp13-num1)-tp13-num1)-tp10-num1)-tp4-num1)
63,63,99,(w1-gp(w5-gp(w5-gp(w9-gp(w3-gp(w10-gp(w10-gp(w12-gp(w1-gp27-tp13-num1)-tp10-num1)-tp64-num1)-tp13-num1)-tp19-num1)-tp10-num1)-tp13-num1)-tp13-num1)-tp64-num1)
64,64,2268,(w3-gp(w6-gp(w6-gp(w5-gp(w3-gp(w13-gp(w11-gp(w3-gp(w12-gp(w1-gp27-tp13-num1)-tp16-num1)-tp55-num1)-tp13-num1)-tp13-num1)-tp13-num1)-tp21-num1)-tp10-num1)-tp4-num1)-tp4-num1)
65,65,236,(w10-gp(w3-gp(w7-gp(w6-gp(w6-gp(w9-gp(w10-gp(w12-gp(w1-gp27-tp13-num1)-tp10-num1)-tp1-num1)-tp13-num1)-tp10-num1)-tp21-num1)-tp13-num1)-tp13-num1)-tp1-num1)
66,66,2773,(w1-gp(w7-gp(w15-gp(w15-gp(w9-gp(w11-gp(w12-gp(w1-gp(w15-gp(w5-gp(w1-gp27-tp16-num1)-tp149-num1)-tp13-num1)-tp13-num1)-tp13-num1)-tp13-num1)-tp21-num1)-tp10-num1)-tp79-num1)-tp4-num2)-tp4-num1)
67,67,710,(w15-gp(w4-gp(w1-gp(w15-gp(w4-gp(w11-gp(w10-gp(w12-gp(w1-gp27-tp13-num1)-tp10-num1)-tp79-num1)-tp13-num1)-tp13-num1)-tp13-num1)-tp13-num1)-tp4-num1)-tp4-num2)
68,68,2887,(w11-gp(w1-gp(w4-gp(w4-gp(w11-gp(w13-gp(w12-gp(w6-gp(w10-gp(w12-gp(w1-gp27-tp13-num1)-tp10-num1)-tp99-num1)-tp13-num1)-tp13-num1)-tp40-num1)-tp4-num1)-tp13-num1)-tp10-num1)-tp4-num1)-tp4-num1)
69,69,2656,(w9-gp(w2-gp(w10-gp(w1-gp(w2-gp(w9-gp(w9-gp(w15-gp(w12-gp(w1-gp27-tp13-num1)-tp40-num1)-tp16-num1)-tp13-num1)-tp13-num1)-tp4-num1)-tp10-num1)-tp10-num1)-tp10-num1)-tp10-num1)
70,70,120,(w1-gp(w7-gp(w10-gp(w15-gp(w4-gp(w11-gp(w10-gp(w12-gp(w1-gp27-tp13-num1)-tp10-num1)-tp79-num1)-tp13-num1)-tp10-num1)-tp21-num1)-tp13-num1)-tp13-num1)-tp79-num1)
71,71,576,(w14-gp(w11-gp(w14-gp(w9-gp(w11-gp(w7-gp(w10-gp(w12-gp(w1-gp27-tp13-num1)-tp10-num1)-tp134-num1)-tp13-num1)-tp10-num1)-tp13-num1)-tp40-num1)-tp13-num1)-tp4-num1)
72,72,745,(w2-gp(w11-gp(w10-gp(w10-gp(w10-gp(w10-gp(w10-gp(w12-gp(w1-gp27-tp13-num1)-tp10-num1)-tp7-num1)-tp13-num1)-tp10-num1)-tp13-num1)-tp21-num1)-tp10-num1)-tp1-num1)
73,73,3355,(w4-gp(w12-gp(w11-gp(w12-gp(w11-gp(w15-gp(w4-gp(w11-gp(w10-gp(w12-gp(w1-gp27-tp13-num1)-tp10-num1)-tp79-num1)-tp13-num1)-tp13-num1)-tp4-num1)-tp13-num1)-tp13-num1)-tp10-num1)-tp4-num2)-tp4-num1)
74,74,2191,(w2-gp(w4-gp(w10-gp(w7-gp(w4-gp(w6-gp(w9-gp(w10-gp(w12-gp(w1-gp27-tp13-num1)-tp10-num1)-tp1-num1)-tp13-num1)-tp13-num1)-tp13-num1)-tp10-num1)-tp4-num1)-tp4-num1)-tp4-num1)
75,75,14,(w1-gp(w10-gp(w5-gp(w11-gp(w10-gp(w10-gp(w10-gp(w12-gp(w1-gp27-tp13-num1)-tp10-num1)-tp7-num1)-tp13-num1)-tp40-num1)-tp13-num1)-tp4-num1)-tp10-num1)-tp16-num1)
76,76,768,(w2-gp(w14-gp(w13-gp(w11-gp(w6-gp(w12-gp(w13-gp(w5-gp(w1-gp27-tp16-num1)-tp16-num1)-tp3810-num1)-tp13-num1)-tp13-num1)-tp13-num1)-tp13-num1)-tp10-num1)-tp79-num1)
77,77,181,(w10-gp(w11-gp(w12-gp(w5-gp(w6-gp(w11-gp(w13-gp(w5-gp(w1-gp27-tp16-num1)-tp16-num1)-tp19-num1)-tp13-num1)-tp13-num1)-tp13-num1)-tp13-num1)-tp10-num1)-tp4-num1)
78,78,21,(w1-gp(w11-gp(w12-gp(w6-gp(w6-gp(w9-gp(w10-gp(w12-gp(w1-gp27-tp13-num1)-tp10-num1)-tp1-num1)-tp13-num1)-tp10-num1)-tp40-num1)-tp4-num1)-tp10-num1)-tp16-num1)
79,79,293,(w11-gp(w10-gp(w13-gp(w4-gp(w6-gp(w9-gp(w10-gp(w12-gp(w1-gp27-tp13-num1)-tp10-num1)-tp1-num1)-tp13-num1)-tp13-num1)-tp21-num1)-tp13-num1)-tp10-num1)-tp6-num1)
80,80,224,(w10-gp(w3-gp(w10-gp(w15-gp(w4-gp(w11-gp(w10-gp(w12-gp(w1-gp27-tp13-num1)-tp10-num1)-tp79-num1)-tp13-num1)-tp10-num1)-tp13-num1)-tp21-num1)-tp4-num1)-tp149-num1)
81,81,1706,(w10-gp(w10-gp(w3-gp(w7-gp(w6-gp(w6-gp(w9-gp(w10-gp(w12-gp(w1-gp27-tp13-num1)-tp10-num1)-tp1-num1)-tp13-num1)-tp10-num1)-tp21-num1)-tp13-num1)-tp13-num1)-tp10-num2)-tp10-num1)
82,82,436,(w12-gp(w5-gp(w9-gp(w13-gp(w12-gp(w6-gp(w10-gp(w12-gp(w1-gp27-tp13-num1)-tp10-num1)-tp99-num1)-tp13-num1)-tp13-num1)-tp21-num1)-tp10-num1)-tp13-num1)-tp10-num1)
83,83,2299,(w4-gp(w11-gp(w12-gp(w11-gp(w15-gp(w4-gp(w11-gp(w10-gp(w12-gp(w1-gp27-tp13-num1)-tp10-num1)-tp79-num1)-tp13-num1)-tp13-num1)-tp4-num1)-tp13-num1)-tp13-num1)-tp4-num1)-tp10-num1)
84,84,1727,(w10-gp(w13-gp(w9-gp(w10-gp(w6-gp(w6-gp(w9-gp(w10-gp(w12-gp(w1-gp27-tp13-num1)-tp10-num1)-tp1-num1)-tp13-num1)-tp10-num1)-tp1-num1)-tp10-num1)-tp40-num1)-tp1-num1)-tp10-num1)
85,85,116,(w1-gp(w6-gp(w9-gp(w6-gp(w6-gp(w9-gp(w10-gp(w12-gp(w1-gp27-tp13-num1)-tp10-num1)-tp1-num1)-tp13-num1)-tp10-num1)-tp13-num1)-tp21-num1)-tp4-num1)-tp525-num1)
86,86,1333,(w7-gp(w14-gp(w10-gp(w4-gp(w6-gp(w9-gp(w10-gp(w12-gp(w1-gp27-tp13-num1)-tp10-num1)-tp1-num1)-tp13-num1)-tp13-num1)-tp4-num1)-tp21-num1)-tp10-num1)-tp6-num1)
87,87,1330,(w7-gp(w14-gp(w10-gp(w4-gp(w6-gp(w9-gp(w10-gp(w12-gp(w1-gp27-tp13-num1)-tp10-num1)-tp1-num1)-tp13-num1)-tp13-num1)-tp4-num1)-tp21-num1)-tp10-num1)-tp134-num1)
88,88,1045,(w4-gp(w2-gp(w15-gp(w13-gp(w12-gp(w6-gp(w10-gp(w12-gp(w1-gp27-tp13-num1)-tp10-num1)-tp99-num1)-tp13-num1)-tp13-num1)-tp13-num1)-tp21-num1)-tp13-num1)-tp4-num1)
89,89,2525,(w7-gp(w7-gp(w11-gp(w11-gp(w15-gp(w4-gp(w11-gp(w10-gp(w12-gp(w1-gp27-tp13-num1)-tp10-num1)-tp79-num1)-tp13-num1)-tp13-num1)-tp4-num1)-tp10-num1)-tp13-num1)-tp4-num1)-tp4-num1)
90,90,1624,(w1-gp(w12-gp(w11-gp(w3-gp(w15-gp(w12-gp(w12-gp(w11-gp(w5-gp(w1-gp27-tp16-num1)-tp239-num1)-tp13-num1)-tp13-num1)-tp13-num1)-tp13-num1)-tp21-num1)-tp10-num1)-tp79-num1)-tp4-num2)
91,91,2325,(w4-gp(w5-gp(w2-gp(w10-gp(w4-gp(w6-gp(w9-gp(w10-gp(w12-gp(w1-gp27-tp13-num1)-tp10-num1)-tp1-num1)-tp13-num1)-tp13-num1)-tp4-num1)-tp13-num1)-tp10-num1)-tp4-num1)-tp4-num1)
92,92,683,(w15-gp(w12-gp(w5-gp(w15-gp(w3-gp(w10-gp(w10-gp(w12-gp(w1-gp27-tp13-num1)-tp10-num1)-tp64-num1)-tp13-num1)-tp13-num1)-tp4-num2)-tp13-num1)-tp16-num1)-tp10-num1)
93,93,2484,(w7-gp(w11-gp(w10-gp(w14-gp(w1-gp(w10-gp(w4-gp(w10-gp(w12-gp(w1-gp27-tp13-num1)-tp10-num1)-tp284-num1)-tp13-num1)-tp10-num1)-tp4-num1)-tp13-num1)-tp13-num1)-tp10-num2)-tp4-num1)
94,94,2409,(w5-gp(w9-gp(w2-gp(w13-gp(w6-gp(w6-gp(w9-gp(w10-gp(w12-gp(w1-gp27-tp13-num1)-tp10-num1)-tp1-num1)-tp13-num1)-tp10-num1)-tp4-num1)-tp10-num1)-tp13-num1)-tp10-num1)-tp4-num1)
95,95,177,(w10-gp(w11-gp(w11-gp(w15-gp(w4-gp(w11-gp(w10-gp(w12-gp(w1-gp27-tp13-num1)-tp10-num1)-tp79-num1)-tp13-num1)-tp13-num1)-tp4-num1)-tp10-num1)-tp19-num1)-tp16-num1)
