,v1,v2
668,257,954
669,258,1031
670,258,1107
671,259,1140
672,260,612
673,260,755
674,261,856
675,262,594
676,264,375
677,266,298
678,266,386
679,267,350
680,267,1742
681,268,1015
682,269,511
683,269,1774
684,270,1818
685,271,185
686,272,156
687,272,464
688,272,545
689,272,706
690,272,776
691,272,1118
692,272,1859
693,273,759
694,273,840
695,273,1085
696,273,1168
697,274,107
698,274,196
699,274,276
700,274,288
701,274,310
702,274,396
703,274,560
704,275,339
705,275,369
706,275,439
707,276,287
708,276,288
709,276,396
710,276,471
711,276,510
712,276,553
713,276,1110
714,278,292
715,278,900
716,279,291
717,279,731
718,279,1204
719,280,11
720,280,18
721,280,250
722,280,261
723,280,303
724,280,554
725,280,707
726,280,926
727,280,1476
728,280,1516
729,280,1877
730,281,747
731,282,168
732,282,376
733,282,855
734,283,367
735,283,590
736,283,978
737,284,197
738,284,430
739,287,123
740,287,471
741,287,625
742,287,931
743,288,471
744,290,365
745,290,579
746,290,731
747,290,1451
748,291,306
749,291,398
750,291,895
751,293,97
752,293,181
753,293,603
754,293,758
755,293,805
756,294,582
757,295,1804
758,295,1812
759,296,409
760,296,916
761,298,603
762,299,738
763,299,1076
764,299,1845
765,300,517
766,301,817
767,301,1015
768,301,1196
769,301,1682
770,301,1790
771,304,239
772,305,1083
773,307,470
774,308,193
775,308,210
776,308,931
777,309,285
778,309,1731
779,310,471
780,311,307
781,311,834
782,312,69
783,312,126
784,312,204
785,312,796
786,312,798
787,312,1712
788,314,387
789,315,131
790,315,425
791,315,906
792,315,1669
793,316,367
794,316,747
795,316,1150
796,317,310
797,317,814
798,317,819
799,318,187
800,318,239
801,318,525
802,319,8
803,319,321
804,319,1859
805,319,1869
806,320,227
807,320,625
808,320,886
809,321,613
810,324,226
811,324,481
812,324,664
813,324,1362
814,325,254
815,325,810
816,325,1759
817,325,1791
818,326,598
819,327,82
820,327,91
821,327,102
822,327,147
823,327,229
824,327,230
825,327,323
826,327,393
827,327,545
828,327,632
829,327,1111
830,327,1154
831,327,1858
832,328,199
833,328,1170
834,328,1795
835,330,578
836,330,595
837,330,608
838,330,798
839,330,1200
840,331,761
841,332,115
842,332,568
843,332,1497
844,332,1789
845,335,527
846,335,709
847,336,419
848,336,487
849,337,243
850,337,1815
851,337,1833
852,338,194
853,339,60
854,339,1162
855,341,367
856,341,747
857,341,1462
858,342,213
859,342,1496
860,343,413
861,343,466
862,343,1653
863,344,438
864,346,706
865,346,754
866,347,857
867,348,517
868,348,851
869,348,1734
870,348,1760
871,348,1764
872,348,1810
873,349,161
874,349,1650
875,350,1731
876,351,807
877,352,396
878,352,699
879,352,866
880,353,230
881,353,462
882,353,1873
883,354,1089
884,355,454
885,355,1857
886,356,1612
887,357,787
888,358,1177
889,359,32
890,359,293
891,359,298
892,359,510
893,359,684
894,359,759
895,359,805
896,359,941
897,359,957
898,360,517
899,361,130
900,361,191
901,362,289
902,362,379
903,362,533
904,362,1115
905,363,582
906,364,489
907,365,896
908,366,900
909,367,912
910,368,916
911,369,540
912,369,1162
913,370,591
914,370,806
915,370,1602
916,370,1755
917,371,231
918,371,318
919,371,374
920,371,792
921,372,94
922,372,1216
923,373,1065
924,374,239
925,374,565
926,374,1785
927,375,259
928,377,284
929,377,701
930,377,1516
931,377,1780
932,380,541
933,381,273
934,381,688
935,381,890
936,381,1027
937,382,493
938,384,113
939,384,247
940,384,806
941,385,1127
942,389,156
943,389,986
944,390,142
945,390,588
946,390,937
947,391,194
948,391,1264
949,392,60
950,392,531
951,395,4
952,395,12
953,395,13
954,395,45
955,395,75
956,395,282
957,395,284
958,395,318
959,395,384
960,395,492
961,395,663
962,395,704
963,395,708
964,395,753
965,395,860
966,395,1328
967,395,1469
968,395,1674
969,396,329
970,397,59
971,399,80
972,399,83
973,399,137
974,399,154
975,399,216
976,399,280
977,399,282
978,399,284
979,399,304
980,399,415
981,399,457
982,399,492
983,399,520
984,399,549
985,399,557
986,399,575
987,399,584
988,399,694
989,399,701
990,399,704
991,399,756
992,399,799
993,399,837
994,399,838
995,399,944
996,399,965
997,399,1396
998,399,1476
999,399,1516
1000,399,1773
1001,399,1775
1002,399,1780
1003,399,1877
1004,400,257
1005,400,1682
1006,400,1692
1007,400,1790
1008,401,42
1009,401,237
1010,401,1396
1011,402,397
1012,402,663
1013,403,699
1014,405,182
1015,406,230
1016,406,1078
1017,407,277
1018,407,741
1019,410,202
1020,410,307
1021,410,786
1022,410,1119
1023,411,108
1024,411,135
1025,411,931
1026,411,942
1027,412,69
1028,412,801
1029,412,842
1030,412,884
1031,412,1200
1032,414,354
1033,414,407
1034,414,1002
1035,415,464
1036,415,521
1037,415,1872
1038,416,199
1039,416,624
1040,416,760
1041,416,765
1042,416,1631
1043,417,1124
1044,418,126
1045,418,608
1046,418,811
1047,418,1788
1048,419,468
1049,421,1101
1050,421,1138
1051,422,969
1052,424,367
1053,427,719
1054,427,1159
1055,427,1790
1056,429,113
1057,429,305
1058,429,1053
1059,429,1060
1060,429,1139
1061,431,798
1062,431,868
1063,431,884
1064,431,1712
1065,431,1768
1066,431,1788
1067,432,650
1068,432,920
1069,432,1805
1070,433,322
1071,433,617
1072,434,194
1073,434,657
1074,434,670
1075,434,1441
1076,434,1905
1077,435,1115
1078,437,41
1079,437,86
1080,437,138
1081,437,197
1082,437,285
1083,437,292
1084,437,393
1085,437,409
1086,439,60
1087,439,540
1088,439,919
1089,442,413
1090,443,854
1091,444,1552
1092,444,1758
1093,445,110
1094,445,320
1095,445,448
1096,445,770
1097,448,71
1098,448,215
1099,448,886
1100,449,368
1101,449,894
1102,450,594
1103,450,622
1104,450,657
1105,450,688
1106,450,840
1107,450,1946
1108,451,163
1109,454,99
1110,454,199
1111,454,323
1112,454,379
1113,454,398
1114,454,805
1115,454,1250
1116,454,1566
1117,455,579
1118,455,1182
1119,455,1463
1120,455,1620
1121,457,252
1122,457,1916
1123,461,367
1124,464,460
1125,464,881
1126,467,271
1127,469,813
1128,469,993
1129,469,1390
1130,469,1838
1131,472,966
1132,472,1761
1133,472,1782
1134,473,84
1135,474,79
1136,474,876
1137,476,105
1138,476,133
1139,476,142
1140,476,162
1141,476,269
1142,476,278
1143,476,366
1144,476,527
1145,476,542
1146,476,582
1147,476,585
1148,476,838
1149,476,874
1150,476,1165
1151,476,1597
1152,476,1598
1153,476,1610
1154,476,1876
1155,478,435
1156,478,479
1157,478,531
1158,478,562
1159,478,685
1160,478,831
1161,478,984
1162,478,1664
1163,478,1690
1164,478,1789
1165,478,1800
1166,480,836
1167,481,822
1168,483,973
1169,484,627
1170,484,661
1171,486,269
1172,486,582
1173,486,1598
1174,487,468
1175,488,650
1176,490,79
1177,490,227
1178,491,101
1179,491,414
1180,491,498
1181,491,569
1182,491,748
1183,491,1469
1184,492,175
1185,492,426
1186,492,462
1187,492,1250
1188,494,472
1189,494,583
1190,494,865
1191,494,1025
1192,495,501
1193,495,1008
1194,498,100
1195,498,223
1196,498,407
1197,498,517
1198,498,851
1199,498,1577
1200,500,134
1201,500,497
1202,500,1612
1203,500,1758
1204,503,83
1205,503,130
1206,503,249
1207,503,270
1208,503,291
1209,503,365
1210,503,451
1211,503,579
1212,503,731
1213,503,777
1214,503,1166
1215,503,1182
1216,503,1204
1217,503,1296
1218,503,1377
1219,503,1463
1220,503,1608
1221,503,1620
1222,504,157
1223,504,955
1224,505,1697
1225,508,147
1226,508,249
1227,508,269
1228,508,273
1229,508,282
1230,508,568
1231,508,1358
1232,510,758
1233,512,480
1234,516,94
1235,516,1062
1236,517,50
1237,517,277
1238,517,340
1239,517,1047
1240,518,457
1241,518,1056
1242,519,599
1243,519,955
1244,519,1206
1245,519,1379
1246,520,458
1247,522,1098
1248,522,1210
1249,524,162
1250,524,937
1251,527,364
1252,528,1362
1253,528,1519
1254,528,1820
1255,535,105
1256,537,202
1257,537,803
1258,537,834
1259,539,1320
1260,539,1739
1261,542,446
1262,544,694
1263,545,532
1264,547,115
1265,548,1076
1266,549,717
1267,549,1647
1268,550,653
1269,550,1097
1270,551,838
1271,552,1090
1272,553,329
1273,553,931
1274,555,650
1275,555,1805
1276,556,137
1277,557,118
1278,558,1814
1279,560,287
1280,560,310
1281,560,320
1282,560,471
1283,560,490
1284,561,788
1285,562,322
1286,562,617
1287,563,110
1288,563,157
1289,563,193
1290,563,287
1291,563,308
1292,563,1253
1293,564,484
1294,565,574
1295,567,282
1296,567,694
1297,567,1476
1298,567,1775
1299,568,124
1300,568,533
1301,568,859
1302,569,223
1303,569,807
1304,569,1039
1305,570,824
1306,571,157
1307,571,396
1308,571,563
1309,571,599
1310,571,955
1311,571,1206
1312,572,902
1313,572,916
1314,572,1410
1315,572,1795
1316,573,30
1317,573,48
1318,575,113
1319,575,861
1320,576,243
1321,576,271
1322,576,1762
1323,579,456
1324,581,621
1325,581,630
1326,582,1774
1327,583,691
1328,583,1753
1329,583,1814
1330,584,632
1331,584,1891
1332,585,313
1333,585,875
1334,585,885
1335,585,1566
1336,588,515
1337,589,173
1338,589,199
1339,589,328
1340,589,409
1341,589,760
1342,589,765
1343,589,807
1344,589,1170
1345,589,1317
1346,590,99
1347,590,600
1348,590,912
1349,591,333
1350,591,587
1351,592,778
1352,592,868
1353,596,428
1354,597,86
1355,597,1850
1356,599,193
1357,599,308
1358,599,329
1359,599,553
1360,599,955
1361,599,1206
1362,601,288
1363,601,310
1364,602,155
1365,604,368
1366,604,1177
1367,605,543
1368,607,121
1369,609,122
1370,609,131
1371,609,141
1372,609,254
1373,609,591
1374,609,833
1375,610,1785
1376,611,1377
1377,612,1594
1378,612,1932
1379,614,1156
1380,614,1191
1381,615,945
1382,615,1196
1383,618,1846
1384,619,370
1385,619,1273
1386,621,192
1387,622,14
1388,622,840
1389,623,1402
1390,623,1808
1391,623,1842
1392,624,1776
1393,626,1808
1394,628,7
1395,628,193
1396,628,308
1397,628,411
1398,628,942
1399,628,1519
1400,628,1574
1401,629,1053
1402,629,1486
1403,630,99
1404,630,159
1405,630,192
1406,630,1657
1407,633,1015
1408,634,802
1409,635,121
1410,635,852
1411,636,1465
1412,637,88
1413,637,147
1414,638,126
1415,639,609
1416,641,87
1417,641,134
1418,641,293
1419,641,497
1420,641,779
1421,641,816
1422,641,1110
1423,641,1758
1424,642,257
1425,643,1881
1426,645,366
1427,647,1118
1428,648,86
1429,648,255
1430,648,600
1431,648,616
1432,648,795
1433,648,910
1434,648,1143
1435,649,9
1436,649,157
1437,649,814
1438,649,1519
1439,649,1634
1440,650,423
1441,651,775
1442,656,719
1443,659,218
1444,663,59
1445,664,134
1446,665,634
1447,665,1367
1448,666,92
1449,666,115
1450,666,347
1451,666,350
1452,666,481
1453,666,1804
1454,666,1812
1455,667,179
1456,667,194
1457,667,226
1458,667,699
1459,667,755
1460,667,890
1461,667,1379
1462,667,1819
1463,668,216
1464,670,116
1465,670,724
1466,670,805
1467,670,1873
1468,671,688
1469,671,1476
1470,671,1497
1471,671,1598
1472,671,1608
1473,673,357
1474,673,451
1475,675,928
1476,676,541
1477,677,226
1478,677,890
1479,678,897
1480,678,1449
1481,679,365
1482,679,579
1483,679,731
1484,679,1318
1485,680,155
1486,680,182
1487,680,368
1488,680,572
1489,681,701
1490,681,867
1491,682,311
1492,682,410
1493,682,537
1494,683,699
1495,683,755
1496,683,1379
1497,684,181
1498,687,1111
1499,688,840
1500,689,152
1501,689,864
1502,693,137
1503,694,855
1504,695,1128
1505,696,1051
1506,696,1179
1507,697,115
1508,697,481
1509,698,86
1510,698,600
1511,698,648
1512,698,729
1513,699,329
1514,701,430
1515,702,243
1516,702,259
1517,702,1041
1518,704,5
1519,704,59
1520,704,85
1521,704,113
1522,704,118
1523,704,128
1524,704,168
1525,704,175
1526,704,197
1527,704,239
1528,704,250
1529,704,252
1530,704,282
1531,704,284
1532,704,376
1533,704,417
1534,704,426
1535,704,430
1536,704,452
1537,704,458
1538,704,462
1539,704,464
1540,704,492
1541,704,552
1542,704,632
1543,704,717
1544,704,855
1545,704,898
1546,704,924
1547,704,992
1548,704,1250
1549,704,1372
1550,704,1698
1551,704,1849
1552,705,384
1553,706,1376
1554,708,417
1555,708,1031
1556,709,1569
1557,710,143
1558,710,749
1559,712,1399
1560,714,116
1561,716,1350
1562,717,1084
1563,719,879
1564,720,1139
1565,722,375
1566,722,702
1567,722,982
1568,726,307
1569,726,644
1570,731,895
1571,732,53
1572,732,257
1573,732,323
1574,732,420
1575,732,1078
1576,732,1853
1577,732,1858
1578,733,786
1579,734,155
1580,735,1301
1581,737,579
1582,739,1694
1583,740,105
1584,740,366
1585,740,582
1586,740,1725
1587,743,218
1588,743,1690
1589,745,672
1590,747,1850
1591,748,354
1592,748,717
1593,748,807
1594,748,1057
1595,748,1064
1596,751,546
1597,753,1219
1598,755,1169
1599,756,59
1600,762,433
1601,762,483
1602,762,606
1603,762,749
1604,762,854
1605,762,984
1606,762,1650
1607,762,1732
1608,762,1789
1609,762,1800
1610,762,1804
1611,762,1812
1612,762,1902
1613,764,426
1614,764,430
1615,764,767
1616,764,855
1617,765,199
1618,765,760
1619,765,911
1620,765,1776
1621,766,950
1622,766,1363
1623,769,913
1624,769,1807
1625,770,71
1626,770,227
1627,772,479
1628,772,1761
1629,776,532
1630,776,534
1631,776,881
1632,776,1245
1633,776,1376
1634,777,37
1635,777,812
1636,777,1205
1637,777,1608
1638,777,1620
1639,778,447
1640,778,646
1641,780,1808
1642,781,177
1643,782,70
1644,783,477
1645,783,829
1646,785,1845
1647,786,388
1648,788,1049
1649,789,249
1650,789,365
1651,789,1377
1652,789,1608
1653,792,525
1654,792,565
1655,794,29
1656,794,84
1657,794,88
1658,794,91
1659,794,147
1660,794,327
1661,794,406
1662,794,584
1663,794,719
1664,794,732
1665,794,1122
1666,794,1159
1667,794,1296
1668,794,1341
1669,794,1682
1670,794,1790
1671,796,646
1672,796,1080
1673,797,39
1674,797,642
1675,797,732
1676,798,164
1677,798,263
1678,798,646
1679,798,654
1680,799,552
1681,800,179
1682,800,226
1683,800,276
1684,800,288
1685,800,359
1686,800,396
1687,800,500
1688,800,641
1689,800,699
1690,800,814
1691,800,1247
1692,801,263
1693,801,909
1694,802,1521
1695,804,86
1696,804,99
1697,804,159
1698,804,458
1699,804,590
1700,804,597
1701,804,600
1702,804,648
1703,804,912
1704,804,923
1705,804,1139
1706,804,1150
1707,804,1525
1708,804,1850
1709,807,566
1710,809,651
1711,809,1174
1712,809,1177
1713,809,1740
1714,809,1870
1715,811,164
1716,811,1826
1717,812,146
1718,813,152
1719,813,744
1720,813,972
1721,814,248
1722,814,471
1723,814,942
1724,814,1758
1725,816,108
1726,816,123
1727,816,394
1728,816,718
1729,816,1758
1730,818,315
1731,818,1300
1732,819,248
1733,823,28
1734,823,107
1735,823,266
1736,823,359
1737,826,545
1738,826,1692
1739,827,410
1740,827,733
1741,828,923
1742,832,1025
1743,833,577
1744,833,587
1745,833,1235
1746,837,452
1747,838,1849
1748,838,1882
1749,841,265
1750,841,761
1751,843,1152
1752,843,1555
1753,843,1577
1754,843,1734
1755,844,691
1756,844,1210
1757,847,691
1758,849,624
1759,849,1174
1760,849,1870
1761,850,44
1762,850,552
1763,850,1065
1764,850,1067
1765,850,1111
1766,851,586
1767,851,593
1768,851,741
1769,851,1852
1770,852,1596
1771,860,464
1772,860,934
1773,860,1869
1774,865,1753
1775,865,1782
1776,866,1694
1777,867,631
1778,867,950
1779,868,646
1780,868,1080
1781,869,876
1782,870,1596
1783,870,1833
1784,878,322
1785,878,422
1786,878,562
1787,878,617
1788,878,746
1789,878,1281
1790,878,1497
1791,880,477
1792,880,1570
1793,882,122
1794,882,906
1795,882,1697
1796,882,1726
1797,882,1755
1798,882,1759
1799,883,459
1800,883,893
1801,883,1809
1802,884,263
1803,884,1365
1804,888,1216
1805,890,1085
1806,891,719
1807,891,880
1808,894,640
1809,894,730
1810,897,1525
1811,899,138
1812,899,497
1813,899,724
1814,899,742
1815,899,779
1816,899,787
1817,899,830
1818,899,904
1819,899,925
1820,899,1128
1821,899,1168
1822,899,1454
1823,899,1569
1824,899,1580
1825,899,1821
1826,906,150
1827,906,658
1828,913,661
1829,914,1171
1830,917,477
1831,917,730
1832,917,950
1833,917,979
1834,917,1171
1835,917,1203
1836,917,1487
1837,917,1594
1838,918,829
1839,918,939
1840,918,961
1841,918,963
1842,918,1363
1843,918,1908
1844,920,423
1845,920,1335
1846,921,507
1847,921,1881
1848,921,1918
1849,924,376
1850,924,383
1851,924,856
1852,924,908
1853,924,1250
1854,925,14
1855,925,97
1856,925,138
1857,925,387
1858,925,489
1859,925,529
1860,925,724
1861,925,757
1862,925,763
1863,925,795
1864,925,877
1865,925,946
1866,925,951
1867,925,1049
1868,925,1168
1869,925,1368
1870,925,1376
1871,925,1406
1872,925,1521
1873,925,1677
1874,925,1772
1875,928,122
1876,928,425
1877,928,784
1878,928,806
1879,928,810
1880,928,1697
1881,929,182
1882,930,466
1883,933,738
1884,935,1862
1885,936,259
1886,936,1116
1887,937,930
1888,938,106
1889,938,292
1890,938,313
1891,938,413
1892,938,485
1893,938,489
1894,938,509
1895,938,790
1896,940,84
1897,940,91
1898,940,406
1899,940,1682
1900,943,56
1901,944,462
1902,944,496
1903,944,554
1904,945,378
1905,945,1075
1906,947,272
1907,947,389
1908,947,860
1909,947,1848
1910,949,796
1911,949,1065
1912,952,1832
1913,953,155
1914,953,182
1915,953,296
1916,953,328
1917,953,351
1918,953,368
1919,953,416
1920,953,561
1921,953,589
1922,953,837
1923,953,952
1924,953,1032
1925,953,1174
1926,953,1870
1927,953,1878
1928,955,193
1929,956,441
1930,956,775
1931,956,1317
1932,958,444
1933,958,814
1934,958,1034
1935,958,1178
1936,958,1362
1937,959,231
1938,960,1050
1939,960,1551
1940,962,579
1941,962,1786
1942,964,291
1943,964,1301
1944,965,5
1945,965,11
1946,965,18
1947,967,52
1948,968,1264
1949,968,1749
1950,970,483
1951,970,878
1952,970,1837
1953,971,1632
1954,974,1602
1955,974,1755
1956,976,598
1957,976,907
1958,977,725
1959,977,1578
1960,980,978
1961,980,996
1962,980,1321
1963,981,545
1964,982,243
1965,983,952
1966,985,1099
1967,985,1350
1968,987,422
1969,987,905
1970,988,231
1971,988,841
1972,988,1399
1973,988,1478
1974,989,590
1975,989,1308
1976,990,751
1977,991,520
1978,994,380
1979,999,585
1980,999,1298
1981,1000,1502
1982,1001,714
1983,1001,1464
1984,1001,1749
1985,1003,828
1986,1004,269
1987,1004,278
1988,1004,585
1989,1004,1440
1990,1004,1524
1991,1004,1876
1992,1005,1870
1993,1006,1164
1994,1006,1354
1995,1006,1806
1996,1007,296
1997,1007,328
1998,1007,569
1999,1007,589
2000,1007,1304
2001,1007,1442
2002,1010,1846
2003,1010,1914
2004,1011,1184
2005,1011,1187
2006,1012,1057
2007,1012,1577
2008,1013,1894
2009,1014,94
2010,1014,550
2011,1016,851
2012,1017,1133
2013,1018,906
2014,1018,1669
2015,1019,522
2016,1020,1053
2017,1021,1296
2018,1022,1034
2019,1022,1362
2020,1024,1712
2021,1025,691
2022,1025,966
2023,1026,798
2024,1028,397
2025,1028,756
2026,1029,1577
2027,1030,480
2028,1032,760
2029,1032,902
2030,1033,746
2031,1033,878
2032,1033,987
2033,1033,1497
2034,1034,662
2035,1035,1050
2036,1036,303
2037,1036,707
2038,1036,926
2039,1037,913
2040,1043,22
2041,1043,33
2042,1043,52
2043,1043,56
2044,1044,874
2045,1044,1165
2046,1044,1272
