,count
ligand1111-0,1
ligand28210-0,1
ligand37487-0,1
ligand31348-0,1
ligand35840-0,1
ligand37665-0,1
ligand1533-0,1
ligand19185-0,1
ligand16942-0,1
ligand24153-0,1
ligand14891-0,1
ligand34318-0,1
ligand37576-0,1
ligand32878-0,1
ligand35311-0,1
ligand18539-0,1
ligand27150-0,1
ligand1267-0,1
ligand8156-0,1
ligand34095-0,1
ligand1461-0,1
ligand17771-0,1
ligand19741-0,1
ligand18513-0,1
ligand15856-0,1
ligand6901-0,1
ligand19577-0,1
ligand38035-0,1
ligand28564-0,1
ligand27235-0,1
ligand12876-0,1
ligand7263-0,1
ligand27491-0,1
ligand11048-0,1
ligand21100-0,1
ligand4205-0,1
ligand29368-0,1
ligand34903-0,1
ligand22812-0,1
ligand28825-0,1
ligand2279-0,1
ligand30926-0,1
ligand33476-0,1
ligand26605-0,1
ligand18702-0,1
ligand24639-0,1
ligand28435-0,1
ligand32152-0,1
ligand36501-0,1
ligand34906-0,1
ligand37525-0,1
ligand8945-0,1
ligand2669-0,1
ligand5465-0,1
ligand2575-0,1
ligand19722-0,1
ligand35948-0,1
ligand8075-0,1
ligand14783-0,1
ligand24905-0,1
ligand33710-0,1
ligand25474-0,1
ligand15560-0,1
ligand29283-0,1
ligand32164-0,1
ligand27853-1,1
ligand28041-0,1
ligand17574-0,1
ligand1916-0,1
ligand32229-0,1
ligand13839-0,1
ligand16552-0,1
ligand2370-0,1
ligand754-0,1
ligand13598-0,1
ligand12333-0,1
ligand6876-0,1
ligand27293-0,1
ligand34818-0,1
ligand37088-0,1
ligand1903-0,1
ligand24491-0,1
ligand10428-0,1
ligand35777-1,1
ligand35777-0,1
ligand15641-0,1
ligand24189-0,1
ligand25198-0,1
ligand37733-0,1
ligand33518-0,1
ligand20594-0,1
ligand9224-0,1
ligand14641-0,1
ligand3690-0,1
ligand37371-0,1
ligand566-0,1
ligand35967-0,1
ligand12847-0,1
ligand29434-0,1
ligand22236-0,1
ligand3745-0,1
ligand12097-0,1
ligand24178-0,1
ligand29500-0,1
ligand22508-0,1
ligand20250-0,1
ligand29687-0,1
ligand12462-0,1
ligand15621-0,1
ligand19160-0,1
ligand17352-0,1
ligand34664-0,1
ligand29608-0,1
ligand36737-0,1
ligand10903-0,1
ligand23580-0,1
ligand31386-0,1
ligand37478-0,1
ligand25885-0,1
ligand14622-0,1
ligand12472-0,1
ligand31967-0,1
ligand27107-0,1
ligand31833-0,1
ligand1871-0,1
ligand23261-0,1
ligand34994-0,1
ligand7691-0,1
ligand32568-0,1
ligand30359-0,1
ligand4951-0,1
ligand17768-0,1
ligand11195-0,1
ligand6357-0,1
ligand24929-0,1
ligand37010-0,1
ligand25722-0,1
ligand17960-0,1
ligand20890-0,1
ligand16020-0,1
ligand3221-0,1
ligand30496-0,1
ligand26778-0,1
ligand13724-0,1
ligand25622-0,1
ligand20415-0,1
ligand13252-0,1
ligand22995-0,1
ligand31724-0,1
ligand20781-0,1
ligand31639-0,1
ligand29440-0,1
ligand4649-0,1
ligand5704-0,1
ligand13891-0,1
ligand1751-0,1
ligand5557-0,1
ligand5556-0,1
ligand31753-0,1
ligand22203-0,1
ligand37375-0,1
ligand24819-0,1
ligand32679-0,1
ligand25761-0,1
ligand21619-0,1
ligand33906-0,1
ligand19316-0,1
ligand23747-0,1
ligand35969-0,1
ligand17769-0,1
ligand1012-0,1
ligand32864-0,1
ligand37312-0,1
ligand4221-0,1
ligand21936-0,1
ligand32945-0,1
ligand26063-0,1
ligand646-1,1
ligand13796-0,1
ligand32004-0,1
ligand24290-0,1
ligand4687-0,1
ligand18902-0,1
ligand21969-0,1
ligand335-0,1
ligand9154-0,1
ligand14734-0,1
ligand343-0,1
ligand7320-0,1
ligand13019-0,1
ligand17077-0,1
ligand2016-0,1
ligand30731-0,1
ligand10367-0,1
ligand27324-0,1
ligand25803-0,1
ligand21065-0,1
ligand36378-0,1
ligand35434-0,1
ligand1475-0,1
ligand15563-0,1
ligand3619-0,1
ligand17165-1,1
ligand27758-0,1
ligand6618-0,1
ligand16891-0,1
ligand25505-0,1
ligand14788-0,1
ligand17303-0,1
ligand17302-0,1
ligand4264-0,1
ligand22851-0,1
ligand6017-0,1
ligand1974-0,1
ligand33114-0,1
ligand32690-0,1
ligand35151-0,1
ligand16662-0,1
ligand5200-0,1
ligand2357-0,1
ligand17416-0,1
ligand8402-0,1
ligand5068-0,1
ligand37319-0,1
ligand34524-0,1
ligand27325-0,1
ligand23669-0,1
ligand4287-0,1
ligand34136-0,1
ligand37803-0,1
ligand11904-0,1
ligand503-0,1
ligand18371-0,1
ligand14279-1,1
ligand21715-0,1
ligand29356-0,1
ligand1112-0,1
ligand30375-0,1
ligand22319-0,1
ligand27660-0,1
ligand10229-0,1
ligand2241-0,1
ligand14459-0,1
ligand37462-0,1
ligand2955-0,1
ligand22763-0,1
ligand26656-0,1
ligand2325-0,1
ligand23212-0,1
ligand15492-0,1
ligand22188-0,1
ligand8992-0,1
ligand25285-0,1
ligand24912-0,1
ligand1792-0,1
ligand35664-0,1
ligand14171-0,1
ligand32715-0,1
ligand24298-0,1
ligand38245-0,1
ligand21250-0,1
ligand22359-0,1
ligand1339-0,1
ligand18827-0,1
ligand2131-0,1
ligand17841-0,1
ligand35938-0,1
ligand11739-0,1
ligand4411-0,1
ligand19331-0,1
ligand21270-0,1
ligand4916-0,1
ligand25364-0,1
ligand3494-0,1
ligand8429-0,1
ligand10750-0,1
ligand25705-0,1
ligand32684-0,1
ligand38296-0,1
ligand9665-0,1
ligand19932-0,1
ligand26427-0,1
ligand24040-0,1
ligand1944-0,1
ligand16547-0,1
ligand7618-0,1
ligand4803-0,1
ligand7568-0,1
ligand26279-0,1
ligand14901-0,1
ligand28923-0,1
ligand36635-0,1
ligand18016-0,1
ligand8675-0,1
ligand8852-0,1
ligand28024-0,1
ligand2264-0,1
ligand22983-0,1
ligand12247-1,1
ligand554-0,1
ligand32197-0,1
ligand29108-0,1
ligand7305-0,1
ligand36315-0,1
ligand32209-0,1
ligand23513-0,1
ligand11151-0,1
ligand24278-0,1
ligand402-0,1
ligand36160-0,1
ligand17365-0,1
ligand4494-0,1
ligand15020-0,1
ligand25576-0,1
ligand24739-0,1
ligand24738-0,1
ligand32897-0,1
ligand7602-0,1
ligand38203-0,1
ligand18508-0,1
ligand35447-0,1
ligand23558-0,1
ligand33597-0,1
ligand25039-0,1
ligand30783-0,1
ligand32332-0,1
ligand6554-0,1
ligand11370-0,1
ligand8606-0,1
ligand31057-0,1
ligand933-0,1
ligand28998-0,1
ligand17412-0,1
ligand34542-0,1
ligand28345-0,1
ligand6679-0,1
ligand29678-0,1
ligand29677-0,1
ligand34394-0,1
ligand5000-0,1
ligand619-0,1
ligand30181-0,1
ligand1152-0,1
ligand12291-0,1
ligand23708-0,1
ligand12319-0,1
ligand33802-0,1
ligand1539-0,1
ligand24541-0,1
ligand23308-0,1
ligand8067-0,1
ligand27186-0,1
ligand24963-0,1
ligand15573-0,1
ligand7692-0,1
ligand3329-0,1
ligand34376-0,1
ligand29122-0,1
ligand18160-0,1
ligand21397-0,1
ligand4664-0,1
ligand18856-0,1
ligand18031-0,1
ligand25105-0,1
ligand16835-0,1
ligand16324-0,1
ligand36471-0,1
ligand31806-0,1
ligand33817-0,1
ligand29610-0,1
ligand20193-0,1
ligand9093-0,1
ligand8890-0,1
ligand1389-0,1
ligand10865-0,1
ligand34611-0,1
ligand36861-0,1
ligand28990-0,1
ligand84-0,1
ligand3267-0,1
ligand34367-0,1
ligand13230-0,1
ligand573-0,1
ligand16444-0,1
ligand30332-0,1
ligand24182-0,1
ligand3949-0,1
ligand29773-0,1
ligand6301-0,1
ligand11720-0,1
ligand12212-1,1
ligand33656-0,1
ligand3885-0,1
ligand35599-0,1
ligand2098-0,1
ligand23656-0,1
ligand30656-0,1
ligand13392-0,1
ligand22424-0,1
ligand32101-0,1
ligand8274-0,1
ligand11632-0,1
ligand11632-1,1
ligand34040-0,1
ligand1905-0,1
ligand5178-0,1
ligand19740-0,1
ligand1761-1,1
ligand1788-0,1
ligand11420-0,1
ligand34343-0,1
ligand37189-0,1
ligand4227-0,1
ligand8285-0,1
ligand2829-0,1
ligand2431-0,1
ligand20577-0,1
ligand14099-0,1
ligand28751-0,1
ligand23988-0,1
ligand951-0,1
ligand15544-0,1
ligand30529-0,1
ligand18305-0,1
ligand7082-0,1
ligand599-0,1
ligand29265-0,1
ligand20833-0,1
ligand33147-0,1
ligand1694-0,1
ligand22840-0,1
ligand27521-0,1
ligand18378-0,1
ligand17940-0,1
ligand34914-0,1
ligand1277-0,1
ligand3087-0,1
ligand6600-0,1
ligand32717-0,1
ligand32886-0,1
ligand26618-0,1
ligand35411-0,1
ligand35342-0,1
ligand9959-0,1
ligand2978-0,1
ligand30043-0,1
ligand10305-0,1
ligand32522-0,1
ligand31065-0,1
ligand5769-0,1
ligand32888-0,1
ligand15787-0,1
ligand15981-0,1
ligand13938-0,1
ligand25428-0,1
ligand14920-0,1
ligand4198-0,1
ligand29289-0,1
ligand36844-0,1
ligand9440-0,1
ligand11352-0,1
ligand20071-0,1
ligand203-0,1
ligand176-0,1
ligand17779-0,1
ligand13361-0,1
ligand15408-0,1
ligand15543-0,1
ligand18250-0,1
ligand21140-0,1
ligand2349-0,1
ligand27528-0,1
ligand12548-0,1
ligand26618-1,1
ligand25630-0,1
ligand11161-0,1
ligand25962-0,1
ligand11283-0,1
ligand37284-0,1
ligand11606-0,1
ligand23572-0,1
ligand14685-0,1
ligand30607-0,1
ligand1361-0,1
ligand38304-0,1
ligand12551-0,1
ligand12550-0,1
ligand19863-0,1
ligand19755-0,1
ligand13984-0,1
ligand13846-0,1
ligand33052-0,1
ligand5174-0,1
ligand29281-0,1
ligand16443-0,1
ligand26103-0,1
ligand26889-0,1
ligand5043-0,1
ligand12337-0,1
ligand38233-0,1
ligand33326-0,1
ligand4335-0,1
ligand25625-0,1
ligand26943-0,1
ligand11879-0,1
ligand32490-0,1
ligand8920-0,1
ligand4958-0,1
ligand23306-0,1
ligand17037-0,1
ligand24082-0,1
ligand20091-0,1
ligand1728-0,1
ligand2369-0,1
ligand23727-0,1
ligand38302-0,1
ligand8765-0,1
ligand28745-0,1
ligand10069-0,1
ligand6771-0,1
ligand24504-0,1
ligand24985-0,1
ligand34177-1,1
ligand35086-0,1
ligand37355-0,1
ligand21746-0,1
ligand1043-0,1
ligand34128-0,1
ligand36534-0,1
ligand6784-0,1
ligand6562-0,1
ligand13577-0,1
ligand16742-0,1
ligand17304-0,1
ligand20125-0,1
ligand31858-0,1
ligand9578-0,1
ligand32778-0,1
ligand17097-0,1
ligand22246-0,1
ligand12483-0,1
ligand23856-0,1
ligand11716-0,1
ligand6870-0,1
ligand27741-0,1
ligand3355-0,1
ligand15936-0,1
ligand30072-0,1
ligand8378-0,1
ligand11133-0,1
ligand24180-0,1
ligand13545-0,1
ligand2515-0,1
ligand18025-0,1
ligand30902-0,1
ligand38211-0,1
ligand11618-0,1
ligand7872-0,1
ligand36790-0,1
ligand17787-0,1
ligand18323-0,1
ligand11918-0,1
ligand29849-0,1
ligand37701-0,1
ligand23586-0,1
ligand15105-0,1
ligand20717-0,1
ligand28863-0,1
ligand30131-0,1
ligand2537-0,1
ligand3763-0,1
ligand3343-0,1
ligand38253-0,1
ligand36252-0,1
ligand11482-0,1
ligand2239-0,1
ligand7291-0,1
ligand27137-0,1
ligand33885-0,1
ligand119-0,1
ligand22401-0,1
ligand16025-0,1
ligand5357-0,1
ligand20029-0,1
ligand13345-0,1
ligand37944-0,1
ligand24913-0,1
ligand30997-0,1
ligand19718-0,1
ligand10973-0,1
ligand31681-0,1
ligand28371-0,1
ligand8033-0,1
ligand8673-0,1
ligand35051-0,1
ligand16830-0,1
ligand17107-0,1
ligand30856-0,1
ligand24512-0,1
ligand9239-0,1
ligand12254-0,1
ligand653-0,1
ligand11235-0,1
ligand31392-0,1
ligand28811-0,1
ligand29776-0,1
ligand33924-0,1
ligand15575-0,1
ligand8872-0,1
ligand2366-0,1
ligand21808-0,1
ligand239-0,1
ligand33955-0,1
ligand2356-0,1
ligand4517-0,1
ligand2734-0,1
ligand1642-0,1
ligand26317-0,1
ligand9986-0,1
ligand7136-0,1
ligand27860-0,1
ligand37726-0,1
ligand35638-0,1
ligand6233-0,1
ligand7518-0,1
ligand38237-0,1
ligand14277-0,1
ligand17971-0,1
ligand32067-0,1
ligand10003-0,1
ligand5565-0,1
ligand35997-0,1
ligand4200-0,1
ligand16900-0,1
ligand33528-0,1
ligand28039-0,1
ligand28967-0,1
ligand14371-0,1
ligand31043-0,1
ligand10252-0,1
ligand25986-0,1
ligand13001-0,1
ligand10709-0,1
ligand17246-0,1
ligand6191-0,1
ligand9874-0,1
ligand2384-0,1
ligand5231-0,1
ligand21018-0,1
ligand23394-0,1
ligand10783-0,1
ligand325-0,1
ligand3830-0,1
ligand5186-0,1
ligand2344-0,1
ligand17556-0,1
ligand19001-0,1
ligand20483-0,1
ligand36725-0,1
ligand32524-0,1
ligand24265-0,1
ligand31917-0,1
ligand13523-0,1
ligand4075-0,1
ligand23162-0,1
ligand14292-0,1
ligand1063-0,1
ligand24296-0,1
ligand18284-0,1
ligand31450-0,1
ligand38015-0,1
ligand35097-0,1
ligand3994-0,1
ligand34344-0,1
ligand5960-0,1
ligand13204-0,1
ligand13074-0,1
ligand34223-0,1
ligand35758-0,1
ligand476-0,1
ligand37476-0,1
ligand27959-0,1
ligand11163-1,1
ligand10717-0,1
ligand23313-0,1
ligand4097-0,1
ligand11214-0,1
ligand7343-0,1
ligand37341-0,1
ligand31814-0,1
ligand6769-0,1
ligand29782-0,1
ligand1491-0,1
ligand3865-0,1
ligand1980-0,1
ligand25156-0,1
ligand1107-0,1
ligand7012-0,1
ligand13347-0,1
ligand25358-0,1
ligand33673-0,1
ligand20141-0,1
ligand32570-0,1
ligand26803-0,1
ligand5335-0,1
ligand24655-0,1
ligand17850-0,1
ligand36063-0,1
ligand10952-0,1
ligand25632-0,1
ligand11109-0,1
ligand8572-0,1
ligand20541-0,1
ligand5010-0,1
ligand20322-0,1
ligand7066-0,1
ligand23547-0,1
ligand6557-0,1
ligand1711-1,1
ligand26707-0,1
ligand35905-0,1
ligand2497-0,1
ligand5735-0,1
ligand8246-0,1
ligand18959-0,1
ligand17411-0,1
ligand26706-0,1
ligand26243-0,1
ligand116-0,1
ligand9928-0,1
ligand10202-0,1
ligand18008-0,1
ligand17707-0,1
ligand34690-0,1
ligand25029-0,1
ligand30095-0,1
ligand24242-0,1
ligand1094-0,1
ligand14094-0,1
ligand32319-0,1
ligand20135-0,1
ligand1858-0,1
ligand1760-0,1
ligand9835-0,1
ligand34446-0,1
ligand10031-0,1
ligand9769-0,1
ligand19560-0,1
ligand29956-0,1
ligand22038-0,1
ligand23875-0,1
ligand25639-0,1
ligand35954-0,1
ligand30212-0,1
ligand37146-0,1
ligand1255-0,1
ligand33063-0,1
ligand3034-0,1
ligand3034-1,1
ligand29478-0,1
ligand26723-0,1
ligand1102-0,1
ligand35812-0,1
ligand4648-0,1
ligand27621-0,1
ligand14437-0,1
ligand18797-0,1
ligand778-0,1
ligand35484-0,1
ligand35978-0,1
ligand15198-0,1
ligand23430-0,1
ligand27711-0,1
ligand6495-0,1
ligand13968-0,1
ligand6612-0,1
ligand1372-0,1
ligand9236-0,1
ligand34692-0,1
ligand26863-0,1
ligand1587-0,1
ligand16301-0,1
ligand14991-0,1
ligand3138-0,1
ligand34708-0,1
ligand33402-0,1
ligand13851-0,1
ligand22683-0,1
ligand26766-0,1
ligand6505-0,1
ligand4368-0,1
ligand33785-0,1
ligand4272-0,1
ligand399-0,1
ligand27707-0,1
ligand33746-0,1
ligand24367-0,1
ligand5077-0,1
ligand37844-0,1
ligand21256-0,1
ligand20775-0,1
ligand33133-0,1
ligand34322-0,1
ligand9282-0,1
ligand12447-0,1
ligand11976-0,1
ligand5171-0,1
ligand10842-0,1
ligand38286-0,1
ligand11885-0,1
ligand32349-0,1
ligand32172-0,1
ligand18101-0,1
ligand22581-0,1
ligand32978-0,1
ligand16209-0,1
ligand28589-0,1
ligand35048-0,1
ligand4063-0,1
ligand35061-0,1
ligand4120-0,1
ligand1441-0,1
ligand248-0,1
ligand8604-0,1
ligand32747-0,1
ligand15206-0,1
ligand36716-0,1
ligand2771-0,1
ligand6059-0,1
ligand15850-0,1
ligand4834-0,1
ligand19973-0,1
ligand21412-0,1
ligand5165-0,1
ligand32848-0,1
ligand2031-0,1
ligand7186-0,1
ligand24006-0,1
ligand6289-0,1
ligand9438-0,1
ligand26979-0,1
ligand22092-0,1
ligand25602-0,1
ligand17640-0,1
ligand33426-0,1
ligand32477-0,1
ligand35772-0,1
ligand27734-0,1
ligand26615-0,1
ligand16492-0,1
ligand12125-0,1
ligand24428-0,1
ligand8678-0,1
ligand9345-0,1
ligand28673-0,1
ligand24314-0,1
ligand7767-0,1
ligand35992-0,1
ligand25104-0,1
ligand16939-0,1
ligand26366-0,1
ligand6229-0,1
ligand117-0,1
ligand698-0,1
ligand23625-0,1
ligand26485-0,1
ligand6814-0,1
ligand25253-0,1
ligand37434-0,1
ligand10645-0,1
ligand10364-0,1
ligand1207-0,1
ligand35445-0,1
ligand6965-0,1
ligand13026-0,1
ligand18442-0,1
ligand27359-0,1
ligand33587-0,1
ligand20881-0,1
ligand622-0,1
ligand5703-0,1
ligand22540-0,1
ligand35497-0,1
ligand11959-0,1
ligand16386-0,1
ligand29056-0,1
ligand14907-0,1
ligand36538-0,1
ligand26007-0,1
ligand32237-0,1
ligand5514-0,1
