,count
ligand9284-0,1
ligand13573-0,1
ligand4340-0,1
ligand20251-0,1
ligand25224-0,1
ligand24047-0,1
ligand19177-0,1
ligand15616-0,1
ligand30800-0,1
ligand14798-0,1
ligand3332-0,1
ligand19824-0,1
ligand547-0,1
ligand5304-0,1
ligand19249-0,1
ligand24872-0,1
ligand24644-0,1
ligand25636-0,1
ligand22987-0,1
ligand24605-0,1
ligand22077-0,1
ligand11970-0,1
ligand30699-0,1
ligand24352-0,1
ligand11485-0,1
ligand15686-0,1
ligand6732-0,1
ligand8540-0,1
ligand25106-0,1
ligand2221-0,1
ligand7373-0,1
ligand12427-0,1
ligand29841-0,1
ligand25690-0,1
ligand1515-0,1
ligand24351-0,1
ligand392-0,1
ligand30544-0,1
ligand28524-0,1
ligand1644-0,1
ligand23696-0,1
ligand20580-0,1
ligand13268-0,1
ligand16143-0,1
ligand5811-0,1
ligand8591-0,1
ligand14978-0,1
ligand20456-0,1
ligand30600-0,1
ligand27105-0,1
ligand20026-0,1
ligand13378-0,1
ligand2393-0,1
ligand17134-0,1
ligand23266-0,1
ligand17030-0,1
ligand26931-0,1
ligand11594-0,1
ligand2690-0,1
ligand28330-0,1
ligand14399-0,1
ligand3019-0,1
ligand12070-0,1
ligand346-0,1
ligand3277-0,1
ligand9770-0,1
ligand6652-0,1
ligand6343-0,1
ligand9698-0,1
ligand21974-0,1
ligand10205-0,1
ligand24204-0,1
ligand20755-0,1
ligand30158-0,1
ligand30157-0,1
ligand943-0,1
ligand664-0,1
ligand17218-0,1
ligand28001-0,1
ligand28034-0,1
ligand9077-0,1
ligand4713-0,1
ligand4032-0,1
ligand1316-0,1
ligand30496-0,1
ligand30679-0,1
ligand6991-0,1
ligand7274-0,1
ligand23806-0,1
ligand20774-0,1
ligand25216-0,1
ligand20346-0,1
ligand2432-0,1
ligand1892-0,1
ligand15197-0,1
ligand5909-0,1
ligand16889-0,1
ligand3031-0,1
ligand12845-0,1
ligand18598-0,1
ligand16933-0,1
ligand17660-0,1
ligand6638-0,1
ligand11412-0,1
ligand29705-0,1
ligand19142-0,1
ligand20117-0,1
ligand9325-0,1
ligand11693-0,1
ligand4384-0,1
ligand9218-0,1
ligand22748-0,1
ligand1274-0,1
ligand10259-0,1
ligand16647-0,1
ligand7160-0,1
ligand3442-0,1
ligand3160-0,1
ligand8470-0,1
ligand23038-0,1
ligand1411-0,1
ligand30008-0,1
ligand13014-0,1
ligand14781-0,1
ligand4769-0,1
ligand2727-0,1
ligand31508-0,1
ligand28650-0,1
ligand28651-0,1
ligand117-0,1
ligand5923-0,1
ligand26602-0,1
ligand4399-0,1
ligand9026-0,1
ligand29479-0,1
ligand16906-0,1
ligand14615-0,1
ligand16061-1,1
ligand10836-0,1
ligand21410-0,1
ligand26351-0,1
ligand17535-0,1
ligand29891-0,1
ligand25407-0,1
ligand21714-0,1
ligand22842-0,1
ligand28693-0,1
ligand1164-0,1
ligand1303-0,1
ligand16664-0,1
ligand23013-0,1
ligand11383-0,1
ligand7548-0,1
ligand27412-0,1
ligand15767-0,1
ligand26407-0,1
ligand20597-0,1
ligand29975-0,1
ligand22637-0,1
ligand28647-0,1
ligand26220-0,1
ligand26660-0,1
ligand8921-0,1
ligand9192-0,1
ligand640-0,1
ligand28946-0,1
ligand15396-0,1
ligand16224-0,1
ligand10066-0,1
ligand23984-0,1
ligand16121-0,1
ligand3253-0,1
ligand3104-0,1
ligand19509-0,1
ligand24787-0,1
ligand502-0,1
ligand29555-0,1
ligand4687-0,1
ligand4686-0,1
ligand1898-0,1
ligand15553-0,1
ligand23785-0,1
ligand25802-0,1
ligand26720-0,1
ligand29490-0,1
ligand2628-0,1
ligand9243-0,1
ligand20405-0,1
ligand1677-0,1
ligand28369-0,1
ligand16504-0,1
ligand12014-0,1
ligand8892-0,1
ligand5696-0,1
ligand16997-0,1
ligand10983-0,1
ligand9254-0,1
ligand13365-0,1
ligand5440-0,1
ligand18650-0,1
ligand14348-0,1
ligand18865-0,1
ligand24573-0,1
ligand11038-0,1
ligand15733-0,1
ligand28504-0,1
ligand4754-0,1
ligand26726-0,1
ligand15864-0,1
ligand30156-0,1
ligand20849-0,1
ligand14296-0,1
ligand28491-0,1
ligand30691-0,1
ligand15278-0,1
ligand17384-0,1
ligand17018-0,1
ligand3825-0,1
ligand26600-0,1
ligand8868-0,1
ligand25538-0,1
ligand27355-0,1
ligand22811-0,1
ligand5308-0,1
ligand16705-0,1
ligand15143-0,1
ligand14537-0,1
ligand16427-0,1
ligand20238-0,1
ligand4401-0,1
ligand26166-0,1
ligand26245-0,1
ligand7985-0,1
ligand25158-0,1
ligand10507-0,1
ligand5574-0,1
ligand4464-0,1
ligand13650-0,1
ligand650-0,1
ligand29420-0,1
ligand313-0,1
ligand27000-0,1
ligand8305-0,1
ligand29979-0,1
ligand23313-0,1
ligand7980-0,1
ligand5040-0,1
ligand2386-0,1
ligand1198-0,1
ligand1005-0,1
ligand218-0,1
ligand6056-0,1
ligand12447-0,1
ligand4043-0,1
ligand15639-0,1
ligand18675-0,1
ligand19243-0,1
ligand11487-0,1
ligand25835-0,1
ligand30765-0,1
ligand20129-0,1
ligand4972-0,1
ligand17161-0,1
ligand22943-0,1
ligand30240-0,1
ligand12096-0,1
ligand26843-0,1
ligand16673-0,1
ligand6021-0,1
ligand11623-0,1
ligand25775-0,1
ligand18148-0,1
ligand28887-0,1
ligand112-0,1
ligand5213-0,1
ligand22188-0,1
ligand9689-0,1
ligand21816-0,1
ligand30726-0,1
ligand24238-0,1
ligand10113-0,1
ligand2252-0,1
ligand14606-0,1
ligand17140-0,1
ligand3044-0,1
ligand13545-0,1
ligand23729-0,1
ligand1607-0,1
ligand10621-0,1
ligand12450-0,1
ligand12170-0,1
ligand3269-0,1
ligand31499-0,1
ligand21473-0,1
ligand20321-0,1
ligand10722-0,1
ligand26616-0,1
ligand1578-0,1
ligand9112-1,1
ligand935-0,1
ligand8546-0,1
ligand1620-0,1
ligand14596-0,1
ligand4403-0,1
ligand15512-0,1
ligand7434-0,1
ligand20812-0,1
ligand30131-0,1
ligand13952-0,1
ligand11434-0,1
ligand7416-0,1
ligand24202-0,1
ligand22738-0,1
ligand9983-0,1
ligand2575-0,1
ligand318-0,1
ligand13647-0,1
ligand17541-0,1
ligand31706-0,1
ligand18929-0,1
ligand27170-0,1
ligand30423-0,1
ligand23399-1,1
ligand20787-0,1
ligand25404-0,1
ligand5094-0,1
ligand21654-0,1
ligand14586-0,1
ligand20740-0,1
ligand20251-1,1
ligand10163-0,1
ligand7165-0,1
ligand3554-0,1
ligand31578-0,1
ligand5965-0,1
ligand29214-0,1
ligand29310-0,1
ligand31852-0,1
ligand18799-0,1
ligand11177-0,1
ligand15531-0,1
ligand28242-0,1
ligand13449-0,1
ligand14297-0,1
ligand25689-0,1
ligand28743-0,1
ligand31653-0,1
ligand5539-0,1
ligand11140-0,1
ligand14120-0,1
ligand2060-0,1
ligand11456-0,1
ligand28540-0,1
ligand15904-0,1
ligand30340-0,1
ligand10203-0,1
ligand27893-0,1
ligand3636-0,1
ligand30049-0,1
ligand19553-0,1
ligand19552-0,1
ligand25561-0,1
ligand6185-0,1
ligand2192-0,1
ligand13385-0,1
ligand14347-0,1
ligand18448-0,1
ligand10307-0,1
ligand28459-0,1
ligand8741-0,1
ligand9681-0,1
ligand31097-0,1
ligand25-0,1
ligand29565-0,1
ligand274-0,1
ligand8529-0,1
ligand24035-0,1
ligand7188-0,1
ligand22294-0,1
ligand24064-0,1
ligand18465-0,1
ligand14167-0,1
ligand15797-0,1
ligand3247-0,1
ligand31832-0,1
ligand28884-0,1
ligand3631-0,1
ligand1994-1,1
ligand7264-0,1
ligand30271-0,1
ligand11243-0,1
ligand27792-0,1
ligand12923-0,1
ligand3504-0,1
ligand29302-0,1
ligand17631-0,1
ligand14614-0,1
ligand12147-0,1
ligand11664-0,1
ligand365-0,1
ligand8791-0,1
ligand28241-0,1
ligand19257-0,1
ligand6663-0,1
ligand28930-0,1
ligand22842-1,1
ligand30235-0,1
ligand24193-0,1
ligand10084-0,1
ligand16791-0,1
ligand15883-0,1
ligand30988-0,1
ligand11867-0,1
ligand18831-0,1
ligand6936-0,1
ligand8721-0,1
ligand24982-0,1
ligand653-0,1
ligand14174-0,1
ligand7438-0,1
ligand26324-0,1
ligand6892-0,1
ligand17396-0,1
ligand1142-0,1
ligand11447-0,1
ligand21243-0,1
ligand22628-0,1
ligand9908-0,1
ligand28789-0,1
ligand13257-0,1
ligand13571-0,1
ligand25333-0,1
ligand7241-0,1
ligand15499-0,1
ligand25575-0,1
ligand14043-0,1
ligand30695-0,1
ligand18703-0,1
ligand17128-0,1
ligand24265-0,1
ligand27771-0,1
ligand2367-0,1
ligand4505-0,1
ligand9615-0,1
ligand29004-0,1
ligand12295-0,1
ligand23445-0,1
ligand12454-0,1
ligand4358-0,1
ligand3054-0,1
ligand30702-0,1
ligand3899-0,1
ligand25564-0,1
ligand6101-0,1
ligand6283-0,1
ligand21729-0,1
ligand394-0,1
ligand26196-0,1
ligand19652-0,1
ligand20040-0,1
ligand16870-0,1
ligand31078-0,1
ligand3473-0,1
ligand18506-0,1
ligand2403-0,1
ligand24091-0,1
ligand10728-0,1
ligand10694-0,1
ligand20419-0,1
ligand1304-0,1
ligand4305-0,1
ligand4748-0,1
ligand17118-0,1
ligand1184-0,1
ligand1849-0,1
ligand7573-0,1
ligand7242-0,1
ligand6848-0,1
ligand1982-0,1
ligand21919-0,1
ligand19106-0,1
ligand19105-0,1
ligand532-0,1
ligand2971-0,1
ligand27130-0,1
ligand6043-0,1
ligand6875-0,1
ligand11432-0,1
ligand22716-0,1
ligand30144-0,1
ligand4116-0,1
ligand25342-0,1
ligand6995-0,1
ligand3958-0,1
ligand753-0,1
ligand5794-0,1
ligand13331-0,1
ligand1782-0,1
ligand23937-0,1
ligand25658-0,1
ligand28685-0,1
ligand11096-0,1
ligand8793-0,1
ligand13491-0,1
ligand3215-0,1
ligand7967-0,1
ligand6548-0,1
ligand29414-0,1
ligand9167-0,1
ligand25913-0,1
ligand5510-0,1
ligand5357-0,1
ligand17855-0,1
ligand4441-0,1
ligand27504-0,1
ligand25650-0,1
ligand23257-0,1
ligand30844-0,1
ligand28560-0,1
ligand11568-0,1
ligand20260-0,1
ligand4711-0,1
ligand19113-0,1
ligand4039-0,1
ligand5627-0,1
ligand3748-0,1
ligand5784-0,1
ligand5280-0,1
ligand24189-0,1
ligand8630-0,1
ligand16942-0,1
ligand12453-0,1
ligand27239-0,1
ligand6709-0,1
ligand13208-0,1
ligand516-0,1
ligand518-0,1
ligand517-0,1
ligand27002-0,1
ligand13524-0,1
ligand31779-0,1
ligand11622-0,1
ligand1794-0,1
ligand31507-0,1
ligand31248-0,1
ligand29879-0,1
ligand20503-0,1
ligand22129-0,1
ligand20557-0,1
ligand19668-0,1
ligand18814-0,1
ligand7659-0,1
ligand10634-0,1
ligand27754-0,1
ligand14569-0,1
ligand19097-0,1
ligand10555-0,1
ligand19191-0,1
ligand1599-0,1
ligand10831-0,1
ligand22234-0,1
ligand9291-0,1
ligand4442-0,1
ligand12632-0,1
ligand10077-0,1
ligand23175-0,1
ligand6117-0,1
ligand8660-0,1
ligand30291-0,1
ligand25373-0,1
ligand23682-0,1
ligand30296-0,1
ligand12030-0,1
ligand5105-0,1
ligand7271-0,1
ligand26452-0,1
ligand9583-0,1
ligand13444-0,1
ligand29610-0,1
ligand5509-0,1
ligand3531-0,1
ligand4899-0,1
ligand1573-0,1
ligand29441-0,1
ligand26030-0,1
ligand28468-0,1
ligand9601-0,1
ligand685-0,1
ligand11357-0,1
ligand3945-0,1
ligand2124-0,1
ligand9944-0,1
ligand2043-0,1
ligand27909-0,1
ligand3012-0,1
ligand20942-1,1
ligand27669-0,1
ligand6807-0,1
ligand21081-0,1
ligand24232-0,1
ligand16951-0,1
ligand5180-0,1
ligand297-0,1
ligand7532-0,1
ligand21421-0,1
ligand21606-0,1
ligand25178-0,1
ligand24211-0,1
ligand7757-0,1
ligand14480-0,1
ligand23815-0,1
ligand20011-0,1
ligand2849-0,1
ligand31272-0,1
ligand24851-0,1
ligand28676-0,1
ligand6124-0,1
ligand12928-0,1
ligand4167-0,1
ligand7819-0,1
ligand8917-0,1
ligand30728-0,1
ligand23140-0,1
ligand24279-0,1
ligand23769-0,1
ligand22212-0,1
ligand27840-0,1
ligand29101-0,1
ligand20904-0,1
ligand23289-0,1
ligand28559-0,1
ligand3356-0,1
ligand27550-0,1
ligand11682-0,1
ligand8266-0,1
ligand26529-0,1
ligand20237-0,1
ligand14108-0,1
ligand5489-0,1
ligand26102-0,1
ligand21787-0,1
ligand24678-0,1
ligand21100-0,1
ligand6102-0,1
ligand5476-0,1
ligand19121-0,1
ligand4661-0,1
ligand2000-0,1
ligand21932-0,1
ligand21448-0,1
ligand16148-0,1
ligand2182-0,1
ligand3208-0,1
ligand16603-0,1
ligand1282-0,1
ligand10056-0,1
ligand30711-0,1
ligand22981-0,1
ligand17405-0,1
ligand3411-0,1
ligand367-0,1
ligand4215-0,1
ligand20214-0,1
ligand15205-0,1
ligand1512-0,1
ligand9987-0,1
ligand24750-0,1
ligand29486-0,1
ligand2830-0,1
ligand9424-0,1
ligand28311-0,1
ligand19792-0,1
ligand5211-0,1
ligand31205-0,1
ligand24780-0,1
ligand18158-0,1
ligand5530-0,1
ligand30788-0,1
ligand9935-0,1
ligand3058-0,1
ligand29448-0,1
ligand20695-0,1
ligand10941-0,1
ligand4665-0,1
ligand15601-0,1
ligand281-0,1
ligand2806-0,1
ligand389-0,1
ligand6403-0,1
ligand19927-0,1
ligand10944-0,1
ligand28126-0,1
ligand28418-0,1
ligand23906-0,1
ligand30142-0,1
ligand1604-0,1
ligand15585-0,1
ligand21405-0,1
ligand17710-0,1
ligand8645-0,1
ligand26369-0,1
ligand11219-0,1
ligand6850-0,1
ligand4850-0,1
ligand13072-0,1
ligand20821-0,1
ligand17192-0,1
ligand17278-0,1
ligand1483-0,1
ligand20599-0,1
ligand8115-0,1
ligand641-0,1
ligand26072-0,1
ligand23713-0,1
ligand3677-0,1
ligand31044-0,1
ligand31842-0,1
ligand27285-0,1
ligand19759-0,1
ligand312-0,1
ligand990-0,1
ligand991-0,1
ligand25923-0,1
ligand27763-0,1
ligand17838-0,1
ligand22885-0,1
ligand18019-1,1
ligand14444-0,1
ligand20682-0,1
ligand31846-0,1
ligand14889-0,1
ligand18391-0,1
ligand3867-0,1
ligand315-0,1
ligand1709-0,1
ligand11949-0,1
ligand105-0,1
ligand23440-0,1
ligand657-0,1
ligand5405-0,1
ligand1496-0,1
ligand23704-0,1
ligand5373-0,1
ligand27835-0,1
ligand6596-0,1
ligand27074-0,1
ligand18013-0,1
ligand21752-0,1
ligand25574-0,1
ligand14302-0,1
ligand11624-0,1
ligand10512-0,1
ligand1790-0,1
ligand22522-0,1
ligand12365-0,1
ligand23590-0,1
ligand17009-0,1
ligand1263-0,1
ligand30120-0,1
ligand5107-0,1
ligand415-0,1
ligand24154-0,1
ligand28588-0,1
ligand7353-0,1
ligand26286-0,1
ligand7575-0,1
ligand19658-0,1
ligand14121-0,1
ligand19847-0,1
ligand7106-0,1
ligand25805-0,1
ligand14240-0,1
ligand4123-0,1
ligand31483-0,1
ligand23251-0,1
ligand8307-0,1
ligand5056-0,1
ligand1310-0,1
ligand2203-0,1
ligand17398-0,1
ligand11798-0,1
ligand8042-0,1
ligand28668-0,1
ligand2260-0,1
ligand5011-0,1
ligand22654-0,1
ligand20579-0,1
ligand11914-0,1
ligand5643-0,1
ligand29813-0,1
ligand7707-0,1
ligand23348-0,1
ligand1852-0,1
ligand15387-0,1
ligand3973-0,1
ligand13691-0,1
ligand22403-0,1
ligand18438-0,1
ligand10501-0,1
ligand11803-0,1
ligand30983-0,1
ligand14185-0,1
ligand12596-0,1
ligand26702-0,1
ligand5316-0,1
ligand28623-0,1
ligand5201-0,1
ligand28097-0,1
ligand17261-0,1
ligand19184-0,1
ligand17707-0,1
ligand13164-0,1
ligand17433-0,1
ligand22857-0,1
ligand12268-0,1
ligand15455-0,1
ligand7675-0,1
ligand3641-0,1
ligand10077-1,1
ligand29898-0,1
ligand27244-0,1
ligand24111-0,1
ligand7000-0,1
ligand29334-0,1
ligand5892-0,1
ligand19057-0,1
ligand18667-0,1
ligand13618-0,1
ligand12606-0,1
ligand18925-0,1
ligand20598-0,1
ligand187-0,1
ligand1380-0,1
ligand16956-0,1
ligand3736-0,1
ligand4007-0,1
ligand29248-0,1
ligand26540-0,1
ligand2176-0,1
ligand17302-0,1
ligand10662-0,1
ligand7941-0,1
ligand7493-0,1
ligand12958-0,1
ligand2722-0,1
ligand1018-0,1
ligand4334-0,1
ligand8363-0,1
ligand18787-0,1
ligand3801-0,1
ligand2109-0,1
ligand2108-0,1
ligand27169-0,1
ligand31000-0,1
ligand24145-0,1
ligand25735-0,1
ligand28698-0,1
ligand4620-0,1
ligand13294-0,1
ligand7867-0,1
ligand10282-0,1
ligand15422-0,1
ligand29187-0,1
ligand29569-0,1
ligand21415-0,1
ligand2401-0,1
ligand11814-0,1
ligand9529-0,1
ligand27460-0,1
ligand28482-0,1
ligand29704-0,1
ligand5993-0,1
ligand14767-0,1
ligand17590-0,1
ligand3126-0,1
ligand14477-0,1
ligand197-0,1
ligand18844-0,1
ligand8000-0,1
ligand29087-0,1
ligand21511-0,1
ligand13209-0,1
ligand12970-0,1
ligand13387-0,1
ligand26810-0,1
ligand9441-0,1
ligand31851-0,1
ligand4272-0,1
ligand17207-0,1
ligand30469-0,1
ligand15168-0,1
ligand4131-0,1
ligand28657-0,1
ligand12401-0,1
ligand1577-0,1
ligand3180-0,1
ligand16275-0,1
ligand9873-0,1
ligand3174-0,1
ligand14706-0,1
ligand19261-0,1
ligand746-0,1
ligand6672-0,1
ligand10432-0,1
ligand15223-0,1
ligand27520-0,1
ligand18832-0,1
ligand13774-0,1
ligand3630-0,1
ligand26551-0,1
ligand21132-0,1
ligand27793-0,1
ligand14370-0,1
ligand13487-0,1
ligand26092-1,1
ligand27832-0,1
ligand20874-0,1
ligand9170-0,1
ligand17620-0,1
ligand16652-0,1
ligand2243-0,1
ligand26573-0,1
ligand10412-0,1
ligand29416-0,1
ligand1012-0,1
ligand1765-0,1
ligand28817-0,1
ligand25190-0,1
ligand1083-0,1
ligand27125-0,1
ligand22690-0,1
ligand8199-0,1
ligand29632-0,1
ligand4088-0,1
ligand21879-0,1
ligand25683-0,1
ligand25143-0,1
ligand1313-0,1
ligand8396-0,1
ligand28357-0,1
ligand13085-0,1
ligand22758-0,1
ligand10438-0,1
ligand24655-0,1
ligand21685-0,1
ligand2716-0,1
ligand1792-0,1
ligand26796-0,1
ligand9818-0,1
ligand3577-0,1
ligand31218-0,1
ligand6375-0,1
ligand27888-0,1
ligand30093-0,1
ligand10636-0,1
ligand9010-0,1
ligand16245-0,1
ligand27959-0,1
ligand572-0,1
ligand22361-0,1
ligand5389-0,1
ligand8360-0,1
ligand18718-1,1
ligand5237-0,1
ligand26241-0,1
ligand29630-0,1
ligand25280-0,1
ligand16277-0,1
ligand10040-0,1
ligand15618-0,1
ligand8588-0,1
ligand7224-0,1
ligand16414-0,1
ligand20074-0,1
ligand1904-0,1
ligand23540-0,1
ligand21394-0,1
ligand6304-0,1
ligand12766-0,1
ligand4359-0,1
ligand19172-0,1
ligand21102-0,1
ligand4028-0,1
ligand19253-0,1
ligand29188-0,1
ligand15576-0,1
ligand14561-0,1
ligand10777-0,1
ligand22013-0,1
ligand4037-0,1
ligand23863-0,1
ligand18480-0,1
ligand30127-0,1
ligand24686-0,1
ligand28446-0,1
ligand2016-0,1
ligand4838-0,1
ligand23419-0,1
ligand17244-0,1
ligand6069-0,1
ligand26092-0,1
ligand8426-0,1
ligand3692-0,1
ligand25491-0,1
ligand24462-0,1
ligand29938-0,1
ligand7788-0,1
ligand2227-0,1
ligand2603-0,1
ligand23222-0,1
ligand4971-0,1
ligand20048-0,1
ligand8408-0,1
ligand12430-0,1
ligand25682-0,1
ligand29011-0,1
ligand3627-0,1
ligand3172-0,1
ligand27640-0,1
ligand27595-0,1
ligand31681-0,1
ligand30619-0,1
ligand11375-0,1
ligand21521-0,1
ligand3946-0,1
ligand13926-0,1
ligand15111-0,1
ligand19754-0,1
ligand906-0,1
ligand6584-0,1
ligand17936-0,1
ligand654-0,1
ligand7124-0,1
ligand27480-0,1
ligand24946-0,1
ligand22308-0,1
ligand31422-0,1
ligand26442-0,1
ligand21388-0,1
ligand11130-0,1
ligand31742-0,1
ligand17352-0,1
ligand15351-0,1
ligand1894-0,1
ligand6514-0,1
ligand4458-0,1
ligand5208-0,1
ligand18183-0,1
ligand23206-0,1
ligand17331-0,1
ligand28412-0,1
ligand11257-0,1
ligand19034-0,1
ligand21395-0,1
ligand2616-0,1
ligand18009-0,1
ligand3727-0,1
ligand4443-0,1
ligand9659-0,1
ligand27822-0,1
ligand12347-0,1
ligand20818-0,1
ligand22-0,1
ligand12900-0,1
ligand30659-0,1
ligand1075-0,1
ligand26009-0,1
ligand24094-0,1
ligand20204-0,1
ligand8191-0,1
ligand25749-0,1
ligand30461-0,1
ligand26366-0,1
ligand18376-0,1
ligand20447-0,1
ligand11550-0,1
ligand22279-0,1
ligand31226-0,1
ligand30041-0,1
ligand23219-0,1
ligand27848-0,1
ligand18841-0,1
ligand18539-0,1
ligand5283-0,1
ligand1879-0,1
ligand597-0,1
ligand6921-0,1
ligand1199-0,1
ligand27574-0,1
ligand4984-0,1
ligand29737-0,1
ligand22420-0,1
ligand22350-0,1
ligand16992-0,1
ligand14955-0,1
ligand7009-0,1
ligand29239-0,1
ligand4049-0,1
ligand3944-0,1
ligand23022-0,1
ligand1693-0,1
ligand1689-0,1
ligand17303-0,1
ligand2235-0,1
ligand10195-0,1
ligand9089-0,1
ligand12522-0,1
ligand27127-0,1
ligand586-0,1
ligand3936-0,1
ligand3108-0,1
ligand5550-0,1
ligand26773-0,1
ligand6752-1,1
ligand26846-0,1
ligand21510-0,1
ligand25124-0,1
ligand12831-0,1
ligand29666-0,1
ligand31729-0,1
ligand31730-0,1
ligand24231-0,1
ligand3738-0,1
ligand15643-0,1
ligand10446-0,1
ligand2419-0,1
ligand20458-0,1
ligand28160-0,1
ligand24182-0,1
ligand16905-0,1
ligand30526-0,1
ligand9331-0,1
ligand4737-0,1
ligand27365-0,1
ligand26975-0,1
ligand16456-0,1
ligand8238-0,1
ligand16135-0,1
ligand25756-0,1
ligand9464-0,1
ligand12059-0,1
ligand17850-0,1
ligand25014-0,1
ligand23680-0,1
ligand16319-0,1
