,count
ligand22422-0,1
ligand4804-0,1
ligand17917-0,1
ligand28424-0,1
ligand5025-0,1
ligand23544-0,1
ligand29837-0,1
ligand2257-0,1
ligand29756-0,1
ligand17295-0,1
ligand15998-0,1
ligand29686-0,1
ligand2258-0,1
ligand12850-0,1
ligand27779-0,1
ligand21226-0,1
ligand29567-0,1
ligand23708-0,1
ligand8332-0,1
ligand29036-0,1
ligand23536-0,1
ligand9324-0,1
ligand508-0,1
ligand30758-0,1
ligand10025-0,1
ligand969-0,1
ligand6312-0,1
ligand17071-0,1
ligand20646-0,1
ligand1024-0,1
ligand25209-0,1
ligand27927-0,1
ligand5789-0,1
ligand28844-0,1
ligand2783-0,1
ligand27707-0,1
ligand5569-0,1
ligand23744-0,1
ligand11916-0,1
ligand23225-0,1
ligand4081-0,1
ligand12190-0,1
ligand7794-0,1
ligand25211-0,1
ligand213-0,1
ligand212-0,1
ligand3219-0,1
ligand12749-0,1
ligand17829-0,1
ligand23648-0,1
ligand19557-0,1
ligand2309-0,1
ligand17393-0,1
ligand12878-0,1
ligand319-0,1
ligand14860-0,1
ligand7582-0,1
ligand7558-0,1
ligand8798-0,1
ligand11335-0,1
ligand31247-0,1
ligand12576-0,1
ligand20468-0,1
ligand14258-0,1
ligand2804-0,1
ligand26090-0,1
ligand26494-0,1
ligand7053-0,1
ligand13856-0,1
ligand17286-0,1
ligand20435-0,1
ligand29961-0,1
ligand12981-0,1
ligand15262-0,1
ligand29514-0,1
ligand23860-0,1
ligand13961-0,1
ligand9290-0,1
ligand14760-0,1
ligand27287-0,1
ligand9302-0,1
ligand4030-0,1
ligand15006-0,1
ligand22680-0,1
ligand7559-0,1
ligand3844-0,1
ligand8856-0,1
ligand8555-0,1
ligand9821-0,1
ligand20922-0,1
ligand12879-0,1
ligand15801-0,1
ligand27162-0,1
ligand5482-0,1
ligand10640-0,1
ligand25880-0,1
ligand7971-0,1
ligand4633-0,1
ligand8631-0,1
ligand28033-0,1
ligand24173-0,1
ligand24393-0,1
ligand1308-0,1
ligand5359-0,1
ligand26818-0,1
ligand18008-0,1
ligand4111-0,1
ligand13084-0,1
ligand31481-0,1
ligand7828-0,1
ligand2577-0,1
ligand2578-0,1
ligand18244-0,1
ligand25369-0,1
ligand14264-0,1
ligand6109-0,1
ligand26919-0,1
ligand6319-0,1
ligand6876-0,1
ligand18117-0,1
ligand15151-0,1
ligand1876-0,1
ligand5447-0,1
ligand31505-0,1
ligand22603-0,1
ligand30470-0,1
ligand28712-0,1
ligand22319-0,1
ligand17169-0,1
ligand8319-0,1
ligand31132-0,1
ligand6892-0,1
ligand16780-0,1
ligand7921-0,1
ligand15864-0,1
ligand12066-0,1
ligand5588-0,1
ligand23073-0,1
ligand5780-0,1
ligand24044-0,1
ligand9940-0,1
ligand14686-0,1
ligand7567-0,1
ligand19187-0,1
ligand12635-0,1
ligand30623-0,1
ligand3821-0,1
ligand20394-0,1
ligand21900-0,1
ligand26414-0,1
ligand24400-0,1
ligand9358-0,1
ligand7217-0,1
ligand22888-0,1
ligand22009-0,1
ligand4234-0,1
ligand23876-0,1
ligand19221-0,1
ligand23828-0,1
ligand20210-0,1
ligand26654-0,1
ligand23740-0,1
ligand12244-0,1
ligand30741-0,1
ligand1125-0,1
ligand4905-0,1
ligand13616-0,1
ligand23363-0,1
ligand7994-0,1
ligand21165-0,1
ligand19806-0,1
ligand23921-0,1
ligand10251-0,1
ligand22554-0,1
ligand28220-0,1
ligand30336-0,1
ligand2829-0,1
ligand15182-0,1
ligand19775-0,1
ligand29228-0,1
ligand5381-0,1
ligand8231-0,1
ligand28907-0,1
ligand18586-0,1
ligand16924-0,1
ligand25776-0,1
ligand12043-0,1
ligand27698-0,1
ligand9153-0,1
ligand13033-0,1
ligand4610-0,1
ligand17560-0,1
ligand10642-0,1
ligand13490-0,1
ligand16700-0,1
ligand17000-0,1
ligand28726-0,1
ligand30590-0,1
ligand28741-0,1
ligand29402-0,1
ligand6960-0,1
ligand20422-0,1
ligand19208-0,1
ligand5945-0,1
ligand28322-0,1
ligand13280-0,1
ligand28794-0,1
ligand29883-0,1
ligand23372-0,1
ligand5082-0,1
ligand22217-0,1
ligand22551-0,1
ligand17633-0,1
ligand25943-0,1
ligand12593-0,1
ligand913-0,1
ligand22309-0,1
ligand31046-0,1
ligand25012-0,1
ligand26613-0,1
ligand26849-0,1
ligand25905-0,1
ligand19043-0,1
ligand15500-0,1
ligand11732-0,1
ligand28487-0,1
ligand23286-0,1
ligand15480-0,1
ligand19535-0,1
ligand16781-0,1
ligand19722-0,1
ligand17563-0,1
ligand19283-0,1
ligand26160-0,1
ligand16434-0,1
ligand6830-0,1
ligand10921-0,1
ligand28419-0,1
ligand15083-0,1
ligand27268-0,1
ligand4789-0,1
ligand1622-0,1
ligand4535-0,1
ligand21964-0,1
ligand31655-0,1
ligand24744-0,1
ligand19885-0,1
ligand31521-0,1
ligand12982-0,1
ligand18034-0,1
ligand26489-0,1
ligand5064-0,1
ligand28711-0,1
ligand25185-0,1
ligand865-0,1
ligand11212-0,1
ligand4495-0,1
ligand28445-0,1
ligand30182-0,1
ligand18891-0,1
ligand364-0,1
ligand26463-0,1
ligand25914-0,1
ligand11555-0,1
ligand11556-0,1
ligand22682-0,1
ligand22273-0,1
ligand4268-0,1
ligand31370-0,1
ligand31291-0,1
ligand13039-0,1
ligand27938-0,1
ligand27598-0,1
ligand11253-0,1
ligand5973-0,1
ligand9692-0,1
ligand10363-0,1
ligand18200-0,1
ligand3516-0,1
ligand10141-0,1
ligand30146-0,1
ligand21159-0,1
ligand9229-0,1
ligand5561-0,1
ligand10198-0,1
ligand30407-0,1
ligand27463-0,1
ligand12351-0,1
ligand30549-0,1
ligand30204-0,1
ligand720-0,1
ligand25544-0,1
ligand30147-0,1
ligand3406-0,1
ligand19910-0,1
ligand31351-0,1
ligand29293-0,1
ligand14786-0,1
ligand25621-0,1
ligand28720-0,1
ligand11064-0,1
ligand31201-0,1
ligand10755-0,1
ligand599-0,1
ligand12175-0,1
ligand29583-0,1
ligand7411-0,1
ligand28786-0,1
ligand25987-0,1
ligand22873-0,1
ligand23172-0,1
ligand30521-0,1
ligand15435-0,1
ligand25479-0,1
ligand16005-0,1
ligand8279-0,1
ligand29452-0,1
ligand26225-0,1
ligand4487-0,1
ligand24087-0,1
ligand14685-0,1
ligand3338-0,1
ligand25633-0,1
ligand22236-0,1
ligand5262-0,1
ligand15434-0,1
ligand24606-0,1
ligand18970-0,1
ligand18877-0,1
ligand31051-0,1
ligand25072-0,1
ligand3345-0,1
ligand9317-0,1
ligand23671-0,1
ligand13708-0,1
ligand24506-0,1
ligand12793-0,1
ligand31067-0,1
ligand28309-0,1
ligand22130-0,1
ligand23143-0,1
ligand23144-0,1
ligand19586-0,1
ligand2135-0,1
ligand18453-0,1
ligand15976-0,1
ligand2240-0,1
ligand1143-0,1
ligand26695-0,1
ligand27032-0,1
ligand11592-0,1
ligand21550-0,1
ligand4006-0,1
ligand3644-0,1
ligand10099-0,1
ligand15440-0,1
ligand21739-0,1
ligand2487-0,1
ligand20760-0,1
ligand6734-0,1
ligand14069-0,1
ligand4738-0,1
ligand11324-0,1
ligand16435-0,1
ligand24935-0,1
ligand1847-0,1
ligand29002-0,1
ligand29001-0,1
ligand4490-0,1
ligand25848-0,1
ligand14014-0,1
ligand27015-0,1
ligand22139-0,1
ligand25673-0,1
ligand30112-0,1
ligand16520-0,1
ligand25972-0,1
ligand20322-0,1
ligand3207-0,1
ligand31280-0,1
ligand9340-0,1
ligand25098-0,1
ligand20032-0,1
ligand10209-0,1
ligand25869-0,1
ligand6865-0,1
ligand27212-0,1
ligand20567-0,1
ligand10533-0,1
ligand4716-0,1
ligand7897-0,1
ligand30449-0,1
ligand14995-0,1
ligand28641-0,1
ligand3694-0,1
ligand146-0,1
ligand17236-0,1
ligand1413-0,1
ligand7175-0,1
ligand8220-0,1
ligand28048-0,1
ligand6606-0,1
ligand22270-0,1
ligand26851-0,1
ligand20122-0,1
ligand25105-0,1
ligand29949-0,1
ligand16105-0,1
ligand12281-0,1
ligand20027-0,1
ligand19451-0,1
ligand10093-0,1
ligand9443-0,1
ligand23155-0,1
ligand30902-0,1
ligand10011-0,1
ligand341-0,1
ligand13781-0,1
ligand10987-0,1
ligand7998-0,1
ligand10499-0,1
ligand25286-0,1
ligand12371-0,1
ligand29186-0,1
ligand29499-0,1
ligand25269-0,1
ligand23597-0,1
ligand1421-0,1
ligand24552-0,1
ligand12938-0,1
ligand13971-0,1
ligand31325-0,1
ligand10724-0,1
ligand31286-0,1
ligand7421-0,1
ligand22751-0,1
ligand15175-0,1
ligand8911-0,1
ligand3992-0,1
ligand12083-0,1
ligand5207-0,1
ligand10846-0,1
ligand9960-0,1
ligand5097-0,1
ligand7198-0,1
ligand8812-0,1
ligand18466-0,1
ligand21618-0,1
ligand29335-0,1
ligand15789-0,1
ligand3007-0,1
ligand24247-0,1
ligand3967-0,1
ligand21234-0,1
ligand22401-0,1
ligand103-0,1
ligand25031-0,1
ligand11826-0,1
ligand24225-0,1
ligand17831-0,1
ligand3576-0,1
ligand28938-0,1
ligand8158-0,1
ligand28992-0,1
ligand10055-0,1
ligand22684-0,1
ligand3704-0,1
ligand2390-0,1
ligand11919-0,1
ligand16599-0,1
ligand19637-0,1
ligand25622-0,1
ligand2334-0,1
ligand9526-0,1
ligand15835-0,1
ligand23560-0,1
ligand19948-0,1
ligand6170-0,1
ligand3782-0,1
ligand18802-0,1
ligand7212-0,1
ligand28101-0,1
ligand4508-0,1
ligand21799-0,1
ligand12308-0,1
ligand261-0,1
ligand20078-0,1
ligand2970-0,1
ligand10530-0,1
ligand11374-0,1
ligand9438-0,1
ligand31664-0,1
ligand13030-0,1
ligand29599-0,1
ligand17846-0,1
ligand27272-0,1
ligand23486-0,1
ligand25416-0,1
ligand24524-0,1
ligand28212-0,1
ligand13457-0,1
ligand3622-0,1
ligand30838-0,1
ligand26426-0,1
ligand26598-0,1
ligand12763-0,1
ligand12762-0,1
ligand3019-0,1
ligand24960-0,1
ligand9035-0,1
ligand216-0,1
ligand29930-0,1
ligand8824-0,1
ligand15314-0,1
ligand24693-0,1
ligand17964-0,1
ligand24638-0,1
ligand5197-0,1
ligand12939-0,1
ligand17467-0,1
ligand17468-0,1
ligand7316-0,1
ligand10767-0,1
ligand3437-0,1
ligand25934-0,1
ligand293-0,1
ligand21911-0,1
ligand1941-0,1
ligand8864-0,1
ligand31592-0,1
ligand16190-1,1
ligand16190-0,1
ligand17439-0,1
ligand12724-0,1
ligand5870-0,1
ligand23586-0,1
ligand11240-0,1
ligand23240-0,1
ligand19418-0,1
ligand16911-0,1
ligand12162-0,1
ligand21424-0,1
ligand5637-0,1
ligand22112-0,1
ligand18775-0,1
ligand29134-0,1
ligand11271-0,1
ligand14925-0,1
ligand24077-0,1
ligand4302-0,1
ligand15549-0,1
ligand7666-0,1
ligand31383-0,1
ligand28656-0,1
ligand13183-0,1
ligand4225-0,1
ligand9948-0,1
ligand19223-0,1
ligand3977-0,1
ligand31688-0,1
ligand31763-0,1
ligand21906-0,1
ligand18324-0,1
ligand18980-0,1
ligand6509-0,1
ligand13942-0,1
ligand10695-0,1
ligand11901-0,1
ligand16188-0,1
ligand2541-0,1
ligand19218-0,1
ligand15029-0,1
ligand7405-0,1
ligand9986-0,1
ligand14509-0,1
ligand10485-0,1
ligand27618-0,1
ligand18626-0,1
ligand29871-0,1
ligand9118-0,1
ligand28416-0,1
ligand29222-0,1
ligand12087-0,1
ligand20728-0,1
ligand6483-0,1
ligand9995-0,1
ligand23341-0,1
ligand2335-0,1
ligand13629-0,1
ligand23497-0,1
ligand6685-0,1
ligand6592-0,1
ligand24816-0,1
ligand22781-0,1
ligand20708-0,1
ligand22517-0,1
ligand6472-0,1
ligand18909-0,1
ligand6511-0,1
ligand4258-0,1
ligand2247-0,1
ligand7275-0,1
ligand21895-0,1
ligand29065-0,1
ligand7276-0,1
ligand17031-0,1
ligand11441-0,1
ligand15087-0,1
ligand18732-0,1
ligand24108-0,1
ligand5898-0,1
ligand15491-0,1
ligand11044-0,1
ligand15256-0,1
ligand21580-0,1
ligand5752-0,1
ligand9067-0,1
ligand30030-0,1
ligand28811-0,1
ligand21891-0,1
ligand28397-0,1
ligand767-0,1
ligand24082-0,1
ligand28661-0,1
ligand30160-0,1
ligand13026-0,1
ligand7232-0,1
ligand19023-0,1
ligand27737-0,1
ligand12404-0,1
ligand4189-0,1
ligand21594-0,1
ligand27656-0,1
ligand7026-0,1
ligand10631-0,1
ligand26392-0,1
ligand27882-0,1
ligand30279-0,1
ligand25601-0,1
ligand29245-0,1
ligand21577-0,1
ligand22070-0,1
ligand28336-0,1
ligand18422-0,1
ligand31804-0,1
ligand2786-0,1
ligand28561-0,1
ligand13198-0,1
ligand9166-0,1
ligand18637-0,1
ligand8104-0,1
ligand10739-0,1
ligand7322-0,1
ligand13468-0,1
ligand12228-0,1
ligand26792-0,1
ligand19419-0,1
ligand5842-0,1
ligand31875-0,1
ligand2932-0,1
ligand22385-0,1
ligand9742-0,1
ligand14474-0,1
ligand14775-0,1
ligand2996-0,1
ligand26104-0,1
ligand24295-0,1
ligand11695-0,1
ligand3543-0,1
ligand16398-0,1
ligand26893-0,1
ligand17979-0,1
ligand9752-0,1
ligand12862-0,1
ligand19703-0,1
ligand4931-0,1
ligand3535-0,1
ligand10799-0,1
ligand27934-0,1
ligand16340-0,1
ligand3744-0,1
ligand3282-0,1
ligand31119-0,1
ligand26401-0,1
ligand14607-0,1
ligand13784-0,1
ligand11413-0,1
ligand23978-0,1
ligand29185-0,1
ligand12103-0,1
ligand18604-0,1
ligand15089-0,1
ligand5280-0,1
ligand4548-0,1
ligand24432-0,1
ligand19632-0,1
ligand19286-0,1
ligand31334-0,1
ligand27636-0,1
ligand21869-0,1
ligand3962-0,1
ligand19558-0,1
ligand3349-0,1
ligand18498-0,1
ligand30393-0,1
ligand20492-0,1
ligand12465-0,1
ligand20677-0,1
ligand1346-0,1
ligand23494-0,1
ligand19069-0,1
ligand3972-0,1
ligand25851-0,1
ligand23951-0,1
ligand21021-0,1
ligand13408-0,1
ligand19870-0,1
ligand23853-0,1
ligand17958-0,1
ligand16754-0,1
ligand24304-0,1
ligand14923-0,1
ligand14923-1,1
ligand2072-0,1
ligand22089-0,1
ligand31059-0,1
ligand11755-0,1
ligand22483-0,1
ligand20142-0,1
ligand5856-0,1
ligand25380-0,1
ligand2697-0,1
ligand18755-0,1
ligand4814-0,1
ligand19680-0,1
ligand30972-0,1
ligand29110-0,1
ligand30971-0,1
ligand18525-0,1
ligand30441-0,1
ligand21732-0,1
ligand2872-0,1
ligand13896-0,1
ligand17961-0,1
ligand28184-0,1
ligand7429-0,1
ligand26595-0,1
ligand31139-0,1
ligand4557-0,1
ligand27383-0,1
ligand11457-0,1
ligand11612-0,1
ligand18772-0,1
ligand1208-0,1
ligand26247-0,1
ligand11581-0,1
ligand27382-0,1
ligand5517-0,1
ligand5313-0,1
ligand8252-0,1
ligand25901-0,1
ligand24976-0,1
ligand7400-0,1
ligand22149-0,1
ligand7378-0,1
ligand28465-0,1
ligand5521-0,1
ligand17319-0,1
ligand17320-0,1
ligand20551-0,1
ligand5626-0,1
ligand18670-0,1
ligand4360-0,1
ligand2730-0,1
ligand14277-0,1
ligand16358-0,1
ligand4293-0,1
ligand13911-0,1
ligand18328-0,1
ligand642-0,1
ligand20936-0,1
ligand15877-0,1
ligand30021-0,1
ligand17533-0,1
ligand14385-0,1
ligand14691-0,1
ligand1330-0,1
ligand931-0,1
ligand24812-0,1
ligand14551-0,1
ligand3426-1,1
ligand8694-0,1
ligand29994-0,1
ligand14380-0,1
ligand27903-0,1
ligand16446-0,1
ligand29182-0,1
ligand15073-0,1
ligand29463-0,1
ligand26295-0,1
ligand11344-0,1
ligand11669-0,1
ligand18927-0,1
ligand21794-0,1
ligand17765-0,1
ligand26296-0,1
ligand23359-0,1
ligand21114-0,1
ligand3493-0,1
ligand30170-0,1
ligand3970-0,1
ligand19417-0,1
ligand7436-0,1
ligand8194-0,1
ligand944-0,1
ligand6253-0,1
ligand16294-0,1
ligand12914-0,1
ligand1331-0,1
ligand20020-0,1
ligand28987-0,1
ligand10420-0,1
ligand9677-0,1
ligand4277-0,1
ligand17843-0,1
ligand795-0,1
ligand13287-0,1
ligand19581-0,1
ligand1240-0,1
ligand15413-0,1
ligand5444-0,1
ligand5445-0,1
ligand6251-0,1
ligand20528-0,1
ligand30490-0,1
ligand21493-0,1
ligand18056-0,1
ligand12874-0,1
ligand21835-0,1
ligand22584-0,1
ligand23036-0,1
ligand17037-0,1
ligand12245-0,1
ligand14403-0,1
ligand14175-0,1
ligand8778-0,1
ligand22542-0,1
ligand19103-0,1
ligand14610-0,1
ligand10113-0,1
ligand12985-0,1
ligand9391-0,1
ligand21540-0,1
ligand2140-0,1
ligand4047-0,1
ligand20426-0,1
ligand30935-0,1
ligand4835-0,1
ligand17307-0,1
ligand25509-1,1
ligand31010-0,1
ligand29819-0,1
ligand18131-0,1
ligand5587-0,1
ligand16116-0,1
ligand10070-0,1
ligand6205-0,1
ligand25615-0,1
ligand25614-0,1
ligand31497-0,1
ligand4833-0,1
ligand1857-0,1
ligand23898-0,1
ligand9859-0,1
ligand24113-0,1
ligand15870-0,1
ligand17145-0,1
ligand29806-0,1
ligand22704-0,1
ligand29758-0,1
ligand2678-0,1
ligand23881-0,1
ligand18786-0,1
ligand27912-0,1
ligand25525-0,1
ligand6313-0,1
ligand22267-0,1
ligand11353-0,1
ligand6826-0,1
ligand17896-0,1
ligand17283-0,1
ligand9534-0,1
ligand18202-0,1
ligand5700-0,1
ligand28990-0,1
ligand17802-0,1
ligand6334-0,1
ligand19972-0,1
ligand10545-0,1
ligand9547-0,1
ligand27494-0,1
ligand12705-0,1
ligand8038-1,1
ligand26517-0,1
ligand10773-1,1
ligand2644-0,1
ligand27638-0,1
ligand20993-0,1
ligand14773-0,1
ligand5751-0,1
ligand31659-0,1
ligand13568-0,1
ligand15493-0,1
ligand30930-0,1
ligand4213-0,1
ligand18046-0,1
ligand8543-0,1
ligand22990-0,1
ligand21857-0,1
ligand13872-0,1
ligand28339-0,1
ligand12717-0,1
ligand15366-0,1
ligand22586-0,1
ligand17197-0,1
ligand8569-0,1
ligand23684-0,1
ligand27973-0,1
ligand21490-0,1
ligand21235-0,1
ligand29864-0,1
ligand21379-0,1
ligand23471-0,1
ligand23766-0,1
ligand917-0,1
ligand6665-0,1
ligand1510-0,1
ligand5740-0,1
ligand26107-0,1
ligand15100-0,1
