,index_in_df,id,size,cluster
40,1220,(w4-gp(w14-gp(w3-gp(w8-gp(w9-gp(w1-gp(w9-gp(w14-gp(w14-gp(w1-gp55-tp3-num1)-tp3-num1)-tp64-num1)-tp3-num1)-tp3-num1)-tp3-num1)-tp9-num1)-tp6-num1)-tp6-num2)-tp6-num2),11,6
41,902,(w11-gp(w5-gp(w2-gp(w4-gp(w7-gp(w6-gp(w10-gp(w3-gp(w14-gp(w1-gp55-tp3-num1)-tp9-num1)-tp68-num1)-tp3-num1)-tp3-num1)-tp3-num1)-tp6-num2)-tp6-num1)-tp6-num1)-tp6-num1),11,7
42,1162,(w3-gp(w12-gp(w9-gp(w4-gp(w7-gp(w6-gp(w10-gp(w3-gp(w14-gp(w1-gp55-tp3-num1)-tp9-num1)-tp68-num1)-tp3-num1)-tp3-num1)-tp3-num1)-tp6-num1)-tp6-num1)-tp6-num1)-tp6-num1),11,7
43,1421,(w9-gp(w11-gp(w9-gp(w4-gp(w7-gp(w6-gp(w10-gp(w3-gp(w14-gp(w1-gp55-tp3-num1)-tp9-num1)-tp68-num1)-tp3-num1)-tp3-num1)-tp3-num1)-tp6-num1)-tp6-num3)-tp6-num1)-tp6-num1),11,7
44,548,(w5-gp(w2-gp(w12-gp(w1-gp(w1-gp(w1-gp(w1-gp(w1-gp(w1-gp55-tp13-num1)-tp3-num1)-tp3-num1)-tp3-num1)-tp3-num1)-tp9-num1)-tp9-num1)-tp6-num1)-tp6-num1),10,8
45,1118,(w2-gp(w12-gp(w1-gp(w1-gp(w1-gp(w1-gp(w1-gp(w1-gp(w1-gp(w1-gp55-tp13-num1)-tp3-num1)-tp3-num1)-tp3-num1)-tp3-num1)-tp3-num1)-tp9-num1)-tp6-num1)-tp6-num1)-tp9-num1),11,8
46,1533,(w10-gp(w6-gp(w10-gp(w12-gp(w14-gp(w7-gp(w6-gp(w10-gp(w3-gp(w14-gp(w1-gp55-tp3-num1)-tp9-num1)-tp68-num1)-tp3-num1)-tp3-num1)-tp9-num2)-tp6-num2)-tp6-num1)-tp6-num1)-tp9-num1)-tp6-num1),12,9
47,1534,(w10-gp(w6-gp(w10-gp(w12-gp(w14-gp(w7-gp(w6-gp(w10-gp(w3-gp(w14-gp(w1-gp55-tp3-num1)-tp9-num1)-tp68-num1)-tp3-num1)-tp3-num1)-tp9-num2)-tp6-num2)-tp6-num1)-tp6-num1)-tp9-num1)-tp6-num2),12,9
48,1720,(w15-gp(w6-gp(w1-gp(w11-gp(w14-gp(w7-gp(w6-gp(w10-gp(w3-gp(w14-gp(w1-gp55-tp3-num1)-tp9-num1)-tp68-num1)-tp3-num1)-tp3-num1)-tp9-num2)-tp6-num1)-tp6-num2)-tp6-num2)-tp6-num1)-tp9-num1),12,9
49,1849,(w4-gp(w7-gp(w1-gp(w11-gp(w14-gp(w7-gp(w6-gp(w10-gp(w3-gp(w14-gp(w1-gp55-tp3-num1)-tp9-num1)-tp68-num1)-tp3-num1)-tp3-num1)-tp9-num2)-tp6-num1)-tp6-num2)-tp6-num1)-tp9-num1)-tp6-num1),12,9
50,1850,(w4-gp(w7-gp(w1-gp(w11-gp(w14-gp(w7-gp(w6-gp(w10-gp(w3-gp(w14-gp(w1-gp55-tp3-num1)-tp9-num1)-tp68-num1)-tp3-num1)-tp3-num1)-tp9-num2)-tp6-num1)-tp6-num2)-tp6-num1)-tp9-num1)-tp6-num2),12,9
51,1886,(w5-gp(w7-gp(w2-gp(w11-gp(w14-gp(w7-gp(w6-gp(w10-gp(w3-gp(w14-gp(w1-gp55-tp3-num1)-tp9-num1)-tp68-num1)-tp3-num1)-tp3-num1)-tp9-num2)-tp6-num1)-tp6-num1)-tp6-num1)-tp9-num1)-tp6-num1),12,9
52,1887,(w5-gp(w7-gp(w2-gp(w11-gp(w14-gp(w7-gp(w6-gp(w10-gp(w3-gp(w14-gp(w1-gp55-tp3-num1)-tp9-num1)-tp68-num1)-tp3-num1)-tp3-num1)-tp9-num2)-tp6-num1)-tp6-num1)-tp6-num1)-tp9-num1)-tp6-num2),12,9
53,1925,(w7-gp(w3-gp(w11-gp(w11-gp(w14-gp(w7-gp(w6-gp(w10-gp(w3-gp(w14-gp(w1-gp55-tp3-num1)-tp9-num1)-tp68-num1)-tp3-num1)-tp3-num1)-tp9-num2)-tp6-num1)-tp6-num3)-tp6-num1)-tp6-num1)-tp9-num1),12,9
54,1984,(w9-gp(w7-gp(w10-gp(w12-gp(w14-gp(w7-gp(w6-gp(w10-gp(w3-gp(w14-gp(w1-gp55-tp3-num1)-tp9-num1)-tp68-num1)-tp3-num1)-tp3-num1)-tp9-num2)-tp6-num2)-tp6-num1)-tp6-num3)-tp6-num1)-tp9-num1),12,9
55,865,(w10-gp(w7-gp(w10-gp(w8-gp(w14-gp(w2-gp(w3-gp(w3-gp(w14-gp(w1-gp55-tp3-num1)-tp9-num1)-tp19-num1)-tp3-num1)-tp3-num1)-tp9-num1)-tp6-num2)-tp6-num1)-tp220-num1)-tp6-num1),11,10
56,1239,(w4-gp(w7-gp(w10-gp(w8-gp(w14-gp(w2-gp(w3-gp(w3-gp(w14-gp(w1-gp55-tp3-num1)-tp9-num1)-tp19-num1)-tp3-num1)-tp3-num1)-tp9-num1)-tp6-num2)-tp6-num1)-tp6-num2)-tp220-num1),11,10
57,1613,(w12-gp(w12-gp(w4-gp(w10-gp(w8-gp(w11-gp(w10-gp(w3-gp(w3-gp(w14-gp(w1-gp55-tp3-num1)-tp9-num1)-tp36-num1)-tp3-num1)-tp3-num1)-tp9-num2)-tp6-num1)-tp6-num1)-tp6-num1)-tp9-num1)-tp6-num1),12,11
58,1614,(w12-gp(w12-gp(w4-gp(w10-gp(w8-gp(w11-gp(w10-gp(w3-gp(w3-gp(w14-gp(w1-gp55-tp3-num1)-tp9-num1)-tp36-num1)-tp3-num1)-tp3-num1)-tp9-num2)-tp6-num1)-tp6-num1)-tp6-num1)-tp9-num1)-tp6-num2),12,11
59,1733,(w15-gp(w8-gp(w9-gp(w10-gp(w8-gp(w11-gp(w10-gp(w3-gp(w3-gp(w14-gp(w1-gp55-tp3-num1)-tp9-num1)-tp36-num1)-tp3-num1)-tp3-num1)-tp9-num2)-tp6-num1)-tp6-num2)-tp6-num1)-tp9-num1)-tp6-num1),12,11
60,1734,(w15-gp(w8-gp(w9-gp(w10-gp(w8-gp(w11-gp(w10-gp(w3-gp(w3-gp(w14-gp(w1-gp55-tp3-num1)-tp9-num1)-tp36-num1)-tp3-num1)-tp3-num1)-tp9-num2)-tp6-num1)-tp6-num2)-tp6-num1)-tp9-num1)-tp6-num2),12,11
61,1777,(w3-gp(w1-gp(w1-gp(w10-gp(w8-gp(w11-gp(w10-gp(w3-gp(w3-gp(w14-gp(w1-gp55-tp3-num1)-tp9-num1)-tp36-num1)-tp3-num1)-tp3-num1)-tp9-num2)-tp6-num1)-tp6-num3)-tp6-num1)-tp6-num1)-tp9-num1),12,11
62,1855,(w5-gp(w1-gp(w9-gp(w10-gp(w8-gp(w11-gp(w10-gp(w3-gp(w3-gp(w14-gp(w1-gp55-tp3-num1)-tp9-num1)-tp36-num1)-tp3-num1)-tp3-num1)-tp9-num2)-tp6-num1)-tp6-num2)-tp6-num2)-tp6-num1)-tp9-num1),12,11
63,1872,(w5-gp(w4-gp(w12-gp(w14-gp(w8-gp(w11-gp(w10-gp(w3-gp(w3-gp(w14-gp(w1-gp55-tp3-num1)-tp9-num1)-tp36-num1)-tp3-num1)-tp3-num1)-tp9-num2)-tp6-num2)-tp6-num1)-tp6-num1)-tp9-num1)-tp6-num1),12,11
64,1873,(w5-gp(w4-gp(w12-gp(w14-gp(w8-gp(w11-gp(w10-gp(w3-gp(w3-gp(w14-gp(w1-gp55-tp3-num1)-tp9-num1)-tp36-num1)-tp3-num1)-tp3-num1)-tp9-num2)-tp6-num2)-tp6-num1)-tp6-num1)-tp9-num1)-tp6-num2),12,11
65,1884,(w5-gp(w6-gp(w12-gp(w14-gp(w8-gp(w11-gp(w10-gp(w3-gp(w3-gp(w14-gp(w1-gp55-tp3-num1)-tp9-num1)-tp36-num1)-tp3-num1)-tp3-num1)-tp9-num2)-tp6-num2)-tp6-num1)-tp6-num3)-tp6-num1)-tp9-num1),12,11
66,915,(w11-gp(w6-gp(w10-gp(w3-gp(w15-gp(w2-gp(w14-gp(w3-gp(w14-gp(w1-gp55-tp3-num1)-tp9-num1)-tp0-num1)-tp3-num1)-tp3-num1)-tp9-num2)-tp6-num2)-tp6-num1)-tp6-num1)-tp6-num1),11,12
67,1143,(w2-gp(w8-gp(w10-gp(w3-gp(w15-gp(w2-gp(w14-gp(w3-gp(w14-gp(w1-gp55-tp3-num1)-tp9-num1)-tp0-num1)-tp3-num1)-tp3-num1)-tp9-num2)-tp6-num1)-tp6-num1)-tp6-num1)-tp6-num1),11,12
68,1276,(w5-gp(w7-gp(w10-gp(w3-gp(w15-gp(w2-gp(w14-gp(w3-gp(w14-gp(w1-gp55-tp3-num1)-tp9-num1)-tp0-num1)-tp3-num1)-tp3-num1)-tp9-num2)-tp6-num1)-tp6-num2)-tp6-num1)-tp6-num1),11,12
69,1477,(w1-gp(w5-gp(w2-gp(w14-gp(w3-gp(w15-gp(w2-gp(w14-gp(w3-gp(w14-gp(w1-gp55-tp3-num1)-tp9-num1)-tp0-num1)-tp3-num1)-tp3-num1)-tp15-num1)-tp6-num2)-tp6-num1)-tp6-num1)-tp9-num1)-tp6-num1),12,12
70,1478,(w1-gp(w5-gp(w2-gp(w14-gp(w3-gp(w15-gp(w2-gp(w14-gp(w3-gp(w14-gp(w1-gp55-tp3-num1)-tp9-num1)-tp0-num1)-tp3-num1)-tp3-num1)-tp15-num1)-tp6-num2)-tp6-num1)-tp6-num1)-tp9-num1)-tp6-num2),12,12
71,1623,(w12-gp(w2-gp(w8-gp(w10-gp(w3-gp(w15-gp(w2-gp(w14-gp(w3-gp(w14-gp(w1-gp55-tp3-num1)-tp9-num1)-tp0-num1)-tp3-num1)-tp3-num1)-tp9-num2)-tp6-num1)-tp6-num1)-tp6-num1)-tp6-num1)-tp6-num1),12,12
72,1722,(w15-gp(w6-gp(w6-gp(w10-gp(w3-gp(w15-gp(w2-gp(w14-gp(w3-gp(w14-gp(w1-gp55-tp3-num1)-tp9-num1)-tp0-num1)-tp3-num1)-tp3-num1)-tp9-num2)-tp6-num2)-tp6-num1)-tp6-num3)-tp6-num1)-tp6-num1),12,12
73,1809,(w3-gp(w5-gp(w7-gp(w10-gp(w3-gp(w15-gp(w2-gp(w14-gp(w3-gp(w14-gp(w1-gp55-tp3-num1)-tp9-num1)-tp0-num1)-tp3-num1)-tp3-num1)-tp9-num2)-tp6-num1)-tp6-num2)-tp6-num1)-tp6-num1)-tp6-num1),12,12
74,1860,(w5-gp(w11-gp(w14-gp(w3-gp(w3-gp(w15-gp(w2-gp(w14-gp(w3-gp(w14-gp(w1-gp55-tp3-num1)-tp9-num1)-tp0-num1)-tp3-num1)-tp3-num1)-tp15-num1)-tp6-num1)-tp6-num1)-tp6-num1)-tp9-num1)-tp6-num1),12,12
75,1861,(w5-gp(w11-gp(w14-gp(w3-gp(w3-gp(w15-gp(w2-gp(w14-gp(w3-gp(w14-gp(w1-gp55-tp3-num1)-tp9-num1)-tp0-num1)-tp3-num1)-tp3-num1)-tp15-num1)-tp6-num1)-tp6-num1)-tp6-num1)-tp9-num1)-tp6-num2),12,12
76,1862,(w5-gp(w11-gp(w6-gp(w10-gp(w3-gp(w15-gp(w2-gp(w14-gp(w3-gp(w14-gp(w1-gp55-tp3-num1)-tp9-num1)-tp0-num1)-tp3-num1)-tp3-num1)-tp9-num2)-tp6-num2)-tp6-num1)-tp6-num1)-tp6-num1)-tp6-num1),12,12
77,1954,(w8-gp(w15-gp(w7-gp(w10-gp(w3-gp(w15-gp(w2-gp(w14-gp(w3-gp(w14-gp(w1-gp55-tp3-num1)-tp9-num1)-tp0-num1)-tp3-num1)-tp3-num1)-tp9-num2)-tp6-num1)-tp6-num2)-tp6-num2)-tp6-num1)-tp6-num1),12,12
78,1340,(w7-gp(w3-gp(w8-gp(w5-gp(w15-gp(w12-gp(w7-gp(w3-gp(w14-gp(w1-gp55-tp3-num1)-tp9-num1)-tp12-num1)-tp3-num1)-tp3-num1)-tp3-num1)-tp6-num2)-tp6-num1)-tp6-num2)-tp6-num1),11,13
79,1341,(w7-gp(w3-gp(w8-gp(w5-gp(w15-gp(w12-gp(w7-gp(w3-gp(w14-gp(w1-gp55-tp3-num1)-tp9-num1)-tp12-num1)-tp3-num1)-tp3-num1)-tp3-num1)-tp6-num2)-tp6-num1)-tp6-num2)-tp6-num2),11,13
80,1543,(w10-gp(w7-gp(w3-gp(w8-gp(w5-gp(w15-gp(w12-gp(w7-gp(w3-gp(w14-gp(w1-gp55-tp3-num1)-tp9-num1)-tp12-num1)-tp3-num1)-tp3-num1)-tp3-num1)-tp6-num2)-tp6-num1)-tp6-num2)-tp6-num1)-tp6-num1),12,13
81,1544,(w10-gp(w7-gp(w3-gp(w8-gp(w5-gp(w15-gp(w12-gp(w7-gp(w3-gp(w14-gp(w1-gp55-tp3-num1)-tp9-num1)-tp12-num1)-tp3-num1)-tp3-num1)-tp3-num1)-tp6-num2)-tp6-num1)-tp6-num2)-tp6-num1)-tp6-num2),12,13
82,1540,(w10-gp(w6-gp(w6-gp(w8-gp(w6-gp(w15-gp(w12-gp(w7-gp(w3-gp(w14-gp(w1-gp55-tp3-num1)-tp9-num1)-tp12-num1)-tp3-num1)-tp3-num1)-tp9-num2)-tp9-num1)-tp6-num2)-tp6-num2)-tp6-num1)-tp6-num1),12,14
83,1603,(w12-gp(w11-gp(w2-gp(w4-gp(w15-gp(w15-gp(w12-gp(w7-gp(w3-gp(w14-gp(w1-gp55-tp3-num1)-tp9-num1)-tp12-num1)-tp3-num1)-tp3-num1)-tp6-num2)-tp9-num1)-tp6-num1)-tp6-num1)-tp9-num1)-tp6-num1),12,14
84,1622,(w12-gp(w15-gp(w9-gp(w8-gp(w6-gp(w15-gp(w12-gp(w7-gp(w3-gp(w14-gp(w1-gp55-tp3-num1)-tp9-num1)-tp12-num1)-tp3-num1)-tp3-num1)-tp9-num2)-tp9-num1)-tp6-num1)-tp6-num2)-tp6-num1)-tp6-num1),12,14
85,1775,(w2-gp(w6-gp(w8-gp(w15-gp(w6-gp(w15-gp(w12-gp(w7-gp(w3-gp(w14-gp(w1-gp55-tp3-num1)-tp9-num1)-tp12-num1)-tp3-num1)-tp3-num1)-tp9-num2)-tp6-num1)-tp6-num2)-tp6-num1)-tp9-num1)-tp6-num1),12,14
86,1885,(w5-gp(w6-gp(w8-gp(w15-gp(w6-gp(w15-gp(w12-gp(w7-gp(w3-gp(w14-gp(w1-gp55-tp3-num1)-tp9-num1)-tp12-num1)-tp3-num1)-tp3-num1)-tp9-num2)-tp6-num1)-tp6-num2)-tp6-num2)-tp6-num1)-tp9-num1),12,14
