,v1,v2
971,679,746
972,680,97
973,680,1163
974,682,103
975,682,737
976,682,741
977,682,1046
978,682,1147
979,684,507
980,685,786
981,686,1001
982,687,651
983,687,695
984,687,697
985,687,852
986,690,1117
987,691,44
988,692,18
989,692,36
990,693,122
991,695,171
992,695,565
993,696,63
994,696,249
995,697,171
996,702,529
997,702,552
998,703,82
999,703,486
1000,704,8
1001,704,17
1002,708,550
1003,708,1110
1004,711,701
1005,713,0
1006,713,282
1007,713,491
1008,713,637
1009,713,809
1010,713,811
1011,714,360
1012,716,1163
1013,717,214
1014,717,407
1015,719,293
1016,719,331
1017,719,372
1018,719,714
1019,719,759
1020,721,740
1021,722,533
1022,723,842
1023,724,306
1024,724,642
1025,724,658
1026,724,940
1027,724,1058
1028,724,1076
1029,725,863
1030,726,358
1031,727,23
1032,727,38
1033,727,1128
1034,730,97
1035,730,834
1036,731,93
1037,731,758
1038,734,508
1039,737,358
1040,738,93
1041,738,119
1042,738,127
1043,738,432
1044,741,111
1045,741,359
1046,745,6
1047,745,772
1048,746,370
1049,747,742
1050,751,156
1051,751,559
1052,751,639
1053,751,1054
1054,752,1058
1055,752,1076
1056,756,205
1057,758,537
1058,759,589
1059,759,860
1060,761,2
1061,761,395
1062,761,524
1063,761,529
1064,761,712
1065,761,750
1066,761,757
1067,761,784
1068,761,785
1069,761,1061
1070,761,1084
1071,761,1086
1072,761,1096
1073,762,950
1074,763,0
1075,763,543
1076,763,640
1077,763,1054
1078,763,1062
1079,763,1094
1080,764,309
1081,765,56
1082,765,368
1083,766,468
1084,766,477
1085,766,564
1086,768,257
1087,768,653
1088,768,1062
1089,769,715
1090,769,747
1091,769,773
1092,769,1111
1093,772,971
1094,773,647
1095,773,742
1096,775,361
1097,775,375
1098,775,475
1099,775,777
1100,777,325
1101,777,743
1102,778,34
1103,778,329
1104,780,833
1105,782,832
1106,786,754
1107,790,660
1108,790,838
1109,791,116
1110,791,753
1111,793,665
1112,793,754
1113,796,418
1114,796,828
1115,797,118
1116,797,760
1117,798,803
1118,799,455
1119,799,619
1120,800,261
1121,802,337
1122,802,993
1123,805,533
1124,808,921
1125,809,598
1126,810,299
1127,810,594
1128,811,326
1129,811,404
1130,811,456
1131,811,1083
1132,813,252
1133,813,289
1134,813,339
1135,813,377
1136,814,242
1137,815,812
1138,817,73
1139,817,203
1140,817,356
1141,817,695
1142,817,786
1143,817,793
1144,817,890
1145,818,1099
1146,818,1129
1147,819,793
1148,819,831
1149,819,1129
1150,820,336
1151,821,333
1152,821,632
1153,822,286
1154,822,372
1155,822,446
1156,822,563
1157,822,722
1158,822,744
1159,822,835
1160,822,870
1161,822,894
1162,822,904
1163,822,914
1164,822,924
1165,822,946
1166,822,955
1167,822,980
1168,822,1008
1169,822,1068
1170,822,1088
1171,822,1132
1172,822,1151
1173,822,1160
1174,823,824
1175,825,472
1176,826,351
1177,826,491
1178,826,543
1179,826,1012
1180,827,197
1181,831,665
1182,832,389
1183,832,517
1184,832,789
1185,834,221
1186,835,513
1187,836,422
1188,836,427
1189,836,858
1190,841,380
1191,841,836
1192,844,503
1193,845,619
1194,846,633
1195,849,830
1196,849,887
1197,850,449
1198,850,451
1199,850,476
1200,850,566
1201,850,885
1202,850,936
1203,851,70
1204,851,963
1205,852,565
1206,854,936
1207,857,293
1208,859,34
1209,859,329
1210,859,737
1211,859,1147
1212,861,476
1213,864,1
1214,864,384
1215,864,515
1216,864,581
1217,864,676
1218,864,884
1219,864,1055
1220,864,1106
1221,864,1141
1222,867,148
1223,867,307
1224,867,764
1225,868,963
1226,869,885
1227,870,1019
1228,871,1141
1229,872,675
1230,872,954
1231,872,1003
1232,873,624
1233,875,99
1234,875,294
1235,875,773
1236,875,1047
1237,877,218
1238,877,650
1239,877,777
1240,878,449
1241,880,21
1242,880,335
1243,880,361
1244,880,465
1245,880,651
1246,880,675
1247,880,715
1248,880,798
1249,880,799
1250,880,907
1251,880,913
1252,880,947
1253,880,954
1254,880,964
1255,880,984
1256,880,1003
1257,880,1109
1258,881,451
1259,882,191
1260,882,293
1261,882,627
1262,882,656
1263,883,546
1264,883,870
1265,886,1118
1266,890,73
1267,890,89
1268,890,171
1269,890,203
1270,890,315
1271,890,551
1272,890,701
1273,890,754
1274,890,786
1275,890,898
1276,890,936
1277,890,1001
1278,891,605
1279,891,835
1280,892,756
1281,893,525
1282,894,130
1283,894,360
1284,894,860
1285,898,171
1286,898,194
1287,898,407
1288,898,701
1289,898,754
1290,899,77
1291,899,307
1292,899,519
1293,899,764
1294,899,765
1295,900,356
1296,900,695
1297,900,717
1298,900,793
1299,900,898
1300,900,1040
1301,902,1089
1302,903,36
1303,904,700
1304,906,10
1305,906,87
1306,906,92
1307,906,100
1308,906,473
1309,906,703
1310,908,331
1311,909,600
1312,909,668
1313,910,13
1314,910,107
1315,910,561
1316,910,795
1317,910,889
1318,911,147
1319,911,375
1320,911,452
1321,911,697
1322,911,714
1323,911,747
1324,911,924
1325,913,317
1326,913,419
1327,916,328
1328,916,358
1329,916,701
1330,918,17
1331,919,291
1332,919,359
1333,919,368
1334,919,407
1335,919,753
1336,919,760
1337,920,172
1338,920,434
1339,920,773
1340,920,791
1341,920,1047
1342,922,0
1343,922,61
1344,922,386
1345,922,562
1346,922,575
1347,923,440
1348,924,231
1349,924,360
1350,925,289
1351,925,711
1352,925,726
1353,925,916
1354,927,322
1355,927,777
1356,927,797
1357,927,932
1358,929,1067
1359,931,148
1360,933,437
1361,934,515
1362,935,1076
1363,936,381
1364,937,167
1365,937,666
1366,937,812
1367,937,844
1368,938,388
1369,939,504
1370,940,426
1371,943,722
1372,943,805
1373,945,485
1374,945,497
1375,945,521
1376,945,816
1377,946,1019
1378,946,1078
1379,947,317
1380,949,202
1381,949,633
1382,951,339
1383,952,635
1384,954,412
1385,954,525
1386,955,513
1387,955,542
1388,957,331
1389,957,661
1390,957,668
1391,959,522
1392,960,252
1393,960,508
1394,960,821
1395,966,295
1396,966,463
1397,967,1058
1398,969,293
1399,969,452
1400,969,695
1401,969,764
1402,969,773
1403,969,777
1404,969,1038
1405,969,1140
1406,969,1147
1407,970,754
1408,973,59
1409,973,637
1410,973,1014
1411,973,1094
1412,976,36
1413,977,406
1414,978,522
1415,979,774
1416,980,533
1417,981,6
1418,982,512
1419,983,739
1420,984,437
1421,987,17
1422,988,787
1423,989,335
1424,989,499
1425,989,668
1426,989,904
1427,989,1147
1428,990,353
1429,992,154
1430,992,177
1431,992,1090
1432,993,450
1433,994,218
1434,994,375
1435,995,352
1436,995,1088
1437,996,343
1438,996,497
1439,996,627
1440,996,691
1441,996,693
1442,996,717
1443,996,741
1444,996,765
1445,996,791
1446,996,797
1447,996,919
1448,996,1022
1449,996,1133
1450,997,852
1451,998,559
1452,998,642
1453,999,372
1454,999,722
1455,999,835
1456,999,870
1457,999,904
1458,999,924
1459,999,1068
1460,999,1088
1461,999,1132
1462,1001,406
1463,1003,525
1464,1004,1070
1465,1005,343
1466,1005,400
1467,1005,1169
1468,1006,186
1469,1006,693
1470,1006,707
1471,1007,382
1472,1007,691
1473,1007,748
1474,1008,558
1475,1009,666
1476,1009,812
1477,1010,86
1478,1010,376
1479,1010,383
1480,1011,511
1481,1012,35
1482,1012,1083
1483,1013,563
1484,1013,1151
1485,1013,1160
1486,1014,297
1487,1014,404
1488,1015,658
1489,1016,199
1490,1016,357
1491,1016,640
1492,1016,739
1493,1017,472
1494,1017,808
1495,1017,824
1496,1017,1099
1497,1020,559
1498,1020,739
1499,1020,809
1500,1021,759
1501,1022,44
1502,1022,56
1503,1022,111
1504,1022,116
1505,1022,118
1506,1022,122
1507,1022,149
1508,1022,198
1509,1022,214
1510,1022,259
1511,1022,280
1512,1022,390
1513,1022,678
1514,1024,357
1515,1024,639
1516,1024,653
1517,1024,811
1518,1024,950
1519,1024,1012
1520,1024,1014
1521,1024,1030
1522,1025,499
1523,1027,335
1524,1027,361
1525,1027,651
1526,1027,675
1527,1027,715
1528,1027,798
1529,1028,23
1530,1028,127
1531,1028,154
1532,1028,1119
1533,1029,95
1534,1029,98
1535,1030,35
1536,1030,219
1537,1030,233
1538,1030,265
1539,1030,297
1540,1030,456
1541,1031,804
1542,1032,168
1543,1032,415
1544,1032,661
1545,1033,348
1546,1033,977
1547,1035,675
1548,1035,764
1549,1035,1049
1550,1037,799
1551,1037,947
1552,1037,984
1553,1037,1003
1554,1037,1109
1555,1038,309
1556,1038,325
1557,1038,565
1558,1038,589
1559,1038,593
1560,1038,594
1561,1038,647
1562,1038,678
1563,1040,224
1564,1041,787
1565,1042,288
1566,1042,625
1567,1042,965
1568,1042,968
1569,1042,1081
1570,1042,1150
1571,1043,353
1572,1044,70
1573,1044,1031
1574,1045,933
1575,1046,523
1576,1048,135
1577,1048,269
1578,1048,300
1579,1048,377
1580,1048,1157
1581,1049,309
1582,1050,135
1583,1050,300
1584,1050,377
1585,1050,399
1586,1050,571
1587,1050,756
1588,1050,1136
1589,1050,1140
1590,1051,364
1591,1051,671
1592,1052,477
1593,1053,289
1594,1054,560
1595,1055,527
1596,1056,106
1597,1056,808
1598,1056,1149
1599,1059,399
1600,1059,793
1601,1059,970
1602,1059,1116
1603,1061,354
1604,1062,430
1605,1063,380
1606,1063,792
1607,1063,1087
1608,1063,1089
1609,1064,1049
1610,1066,953
1611,1067,696
1612,1068,299
1613,1068,513
1614,1068,533
1615,1068,558
1616,1068,577
1617,1068,700
1618,1068,860
1619,1068,1019
1620,1069,6
1621,1072,306
1622,1072,443
1623,1072,579
1624,1072,583
1625,1072,809
1626,1072,1067
1627,1073,776
1628,1074,23
1629,1074,38
1630,1074,1018
1631,1074,1128
1632,1077,512
1633,1077,770
1634,1080,579
1635,1080,940
1636,1081,767
1637,1084,573
1638,1085,893
1639,1086,516
1640,1087,781
1641,1088,558
1642,1089,453
1643,1090,5
1644,1090,1112
1645,1091,353
1646,1091,787
1647,1091,1129
1648,1093,415
1649,1093,600
1650,1094,710
1651,1095,152
1652,1096,755
1653,1101,1111
1654,1102,812
1655,1102,844
1656,1103,432
1657,1103,1118
1658,1103,1128
1659,1106,33
1660,1108,550
1661,1109,152
1662,1109,317
1663,1109,437
1664,1109,525
1665,1109,619
1666,1111,647
1667,1112,4
1668,1112,12
1669,1114,1110
1670,1115,475
1671,1116,390
1672,1116,624
1673,1116,665
1674,1117,604
1675,1125,1161
1676,1127,546
1677,1130,1073
1678,1131,831
1679,1132,231
1680,1132,299
1681,1132,917
1682,1133,259
1683,1133,291
1684,1133,316
1685,1133,561
1686,1135,605
1687,1136,328
1688,1136,795
1689,1140,557
1690,1140,594
1691,1140,889
1692,1143,147
1693,1143,365
1694,1143,661
1695,1143,798
1696,1143,810
1697,1143,844
1698,1143,1132
1699,1143,1140
1700,1147,593
1701,1149,3
1702,1150,132
1703,1152,13
1704,1152,399
1705,1152,521
1706,1152,570
1707,1152,910
1708,1152,1133
1709,1152,1136
1710,1152,1140
1711,1153,139
1712,1153,564
1713,1155,109
1714,1155,556
1715,1157,417
1716,1157,595
1717,1159,566
1718,1159,766
1719,1159,1153
1720,1162,1071
1721,1164,30
1722,1166,7
1723,1166,552
1724,1166,578
1725,1166,1097
1726,1166,1107
1727,1166,1138
1728,1166,1146
1729,1167,13
1730,1167,434
1731,1167,519
1732,1167,656
1733,1167,707
1734,1167,748
1735,1167,816
1736,1167,932
1737,1167,1040
1738,1167,1046
1739,1167,1169
1740,1168,61
1741,1170,14
1742,1171,162
1743,1172,1113
