,index_in_df,id,size,cluster
10,1135,(w2-gp(w4-gp(w12-gp(w6-gp(w15-gp(w1-gp(w9-gp(w14-gp(w14-gp(w1-gp55-tp3-num1)-tp3-num1)-tp64-num1)-tp3-num1)-tp9-num1)-tp12-num1)-tp6-num1)-tp6-num1)-tp24-num1)-tp6-num1),11,1
11,1798,(w3-gp(w2-gp(w4-gp(w12-gp(w6-gp(w15-gp(w1-gp(w9-gp(w14-gp(w14-gp(w1-gp55-tp3-num1)-tp3-num1)-tp64-num1)-tp3-num1)-tp9-num1)-tp12-num1)-tp6-num1)-tp6-num1)-tp24-num1)-tp6-num1)-tp24-num1),12,1
12,1739,(w15-gp(w9-gp(w12-gp(w6-gp(w4-gp(w15-gp(w2-gp(w14-gp(w3-gp(w14-gp(w1-gp55-tp3-num1)-tp9-num1)-tp0-num1)-tp3-num1)-tp3-num1)-tp3-num1)-tp6-num2)-tp6-num1)-tp6-num1)-tp9-num1)-tp6-num1),12,2
13,1962,(w8-gp(w8-gp(w12-gp(w6-gp(w4-gp(w15-gp(w2-gp(w14-gp(w3-gp(w14-gp(w1-gp55-tp3-num1)-tp9-num1)-tp0-num1)-tp3-num1)-tp3-num1)-tp3-num1)-tp6-num2)-tp6-num1)-tp6-num2)-tp6-num1)-tp6-num1),12,2
14,746,(w8-gp(w5-gp(w7-gp(w13-gp(w12-gp(w7-gp(w12-gp(w12-gp(w1-gp55-tp200-num1)-tp3-num1)-tp3-num1)-tp3-num1)-tp9-num1)-tp12-num1)-tp6-num2)-tp6-num4)-tp6-num1),10,3
15,860,(w10-gp(w6-gp(w12-gp(w7-gp(w13-gp(w12-gp(w7-gp(w12-gp(w12-gp(w1-gp55-tp200-num1)-tp3-num1)-tp3-num1)-tp3-num1)-tp9-num1)-tp12-num1)-tp6-num1)-tp6-num1)-tp6-num1)-tp6-num1),11,3
16,921,(w11-gp(w8-gp(w5-gp(w7-gp(w13-gp(w12-gp(w7-gp(w12-gp(w12-gp(w1-gp55-tp200-num1)-tp3-num1)-tp3-num1)-tp3-num1)-tp9-num1)-tp12-num1)-tp6-num2)-tp6-num4)-tp6-num1)-tp24-num1),11,3
17,1635,(w13-gp(w10-gp(w6-gp(w12-gp(w7-gp(w13-gp(w12-gp(w7-gp(w12-gp(w12-gp(w1-gp55-tp200-num1)-tp3-num1)-tp3-num1)-tp3-num1)-tp9-num1)-tp12-num1)-tp6-num1)-tp6-num1)-tp6-num1)-tp6-num1)-tp9-num1),12,3
18,1786,(w3-gp(w11-gp(w6-gp(w12-gp(w7-gp(w13-gp(w12-gp(w7-gp(w12-gp(w12-gp(w1-gp55-tp200-num1)-tp3-num1)-tp3-num1)-tp3-num1)-tp9-num1)-tp12-num1)-tp6-num1)-tp6-num1)-tp24-num1)-tp6-num1)-tp6-num1),12,3
19,1477,(w1-gp(w5-gp(w2-gp(w14-gp(w3-gp(w15-gp(w2-gp(w14-gp(w3-gp(w14-gp(w1-gp55-tp3-num1)-tp9-num1)-tp0-num1)-tp3-num1)-tp3-num1)-tp15-num1)-tp6-num2)-tp6-num1)-tp6-num1)-tp9-num1)-tp6-num1),12,4
20,1552,(w11-gp(w11-gp(w6-gp(w10-gp(w3-gp(w15-gp(w2-gp(w14-gp(w3-gp(w14-gp(w1-gp55-tp3-num1)-tp9-num1)-tp0-num1)-tp3-num1)-tp3-num1)-tp9-num2)-tp6-num2)-tp6-num1)-tp6-num1)-tp9-num1)-tp6-num1),12,4
21,1686,(w14-gp(w3-gp(w6-gp(w10-gp(w3-gp(w15-gp(w2-gp(w14-gp(w3-gp(w14-gp(w1-gp55-tp3-num1)-tp9-num1)-tp0-num1)-tp3-num1)-tp3-num1)-tp9-num2)-tp6-num2)-tp6-num1)-tp6-num2)-tp6-num1)-tp6-num1),12,4
22,1894,(w6-gp(w13-gp(w2-gp(w14-gp(w3-gp(w15-gp(w2-gp(w14-gp(w3-gp(w14-gp(w1-gp55-tp3-num1)-tp9-num1)-tp0-num1)-tp3-num1)-tp3-num1)-tp15-num1)-tp6-num2)-tp6-num1)-tp6-num2)-tp6-num1)-tp6-num1),12,4
23,267,(w12-gp(w9-gp(w4-gp(w7-gp(w6-gp(w10-gp(w3-gp(w14-gp(w1-gp55-tp3-num1)-tp9-num1)-tp68-num1)-tp3-num1)-tp3-num1)-tp3-num1)-tp6-num1)-tp6-num1)-tp6-num1),10,5
24,1163,(w3-gp(w12-gp(w9-gp(w4-gp(w7-gp(w6-gp(w10-gp(w3-gp(w14-gp(w1-gp55-tp3-num1)-tp9-num1)-tp68-num1)-tp3-num1)-tp3-num1)-tp3-num1)-tp6-num1)-tp6-num1)-tp6-num1)-tp9-num1),11,5
25,1170,(w3-gp(w5-gp(w2-gp(w4-gp(w7-gp(w6-gp(w10-gp(w3-gp(w14-gp(w1-gp55-tp3-num1)-tp9-num1)-tp68-num1)-tp3-num1)-tp3-num1)-tp3-num1)-tp6-num2)-tp6-num1)-tp6-num2)-tp6-num1),11,5
26,379,(w2-gp(w10-gp(w6-gp(w14-gp(w6-gp(w10-gp(w3-gp(w14-gp(w1-gp55-tp3-num1)-tp9-num1)-tp68-num1)-tp3-num1)-tp64-num1)-tp3-num1)-tp6-num2)-tp6-num1)-tp24-num1),10,6
27,380,(w2-gp(w10-gp(w6-gp(w14-gp(w6-gp(w10-gp(w3-gp(w14-gp(w1-gp55-tp3-num1)-tp9-num1)-tp68-num1)-tp3-num1)-tp64-num1)-tp3-num1)-tp6-num2)-tp6-num1)-tp6-num1),10,6
28,516,(w5-gp(w10-gp(w6-gp(w14-gp(w6-gp(w10-gp(w3-gp(w14-gp(w1-gp55-tp3-num1)-tp9-num1)-tp68-num1)-tp3-num1)-tp64-num1)-tp3-num1)-tp6-num2)-tp6-num2)-tp24-num1),10,6
29,123,(w10-gp(w8-gp(w4-gp(w13-gp(w12-gp(w1-gp(w1-gp(w1-gp(w1-gp55-tp13-num1)-tp3-num1)-tp3-num1)-tp9-num1)-tp9-num2)-tp68-num1)-tp6-num2)-tp6-num1)-tp24-num1),10,7
30,163,(w11-gp(w4-gp(w3-gp(w11-gp(w10-gp(w10-gp(w3-gp(w14-gp(w1-gp55-tp3-num1)-tp9-num1)-tp68-num1)-tp13-num1)-tp3-num1)-tp3-num1)-tp6-num2)-tp6-num2)-tp24-num1),10,7
31,298,(w13-gp(w4-gp(w3-gp(w11-gp(w10-gp(w10-gp(w3-gp(w14-gp(w1-gp55-tp3-num1)-tp9-num1)-tp68-num1)-tp13-num1)-tp3-num1)-tp3-num1)-tp6-num2)-tp6-num1)-tp24-num1),10,7
32,299,(w13-gp(w4-gp(w3-gp(w11-gp(w10-gp(w10-gp(w3-gp(w14-gp(w1-gp55-tp3-num1)-tp9-num1)-tp68-num1)-tp13-num1)-tp3-num1)-tp3-num1)-tp6-num2)-tp6-num1)-tp6-num1),10,7
33,173,(w11-gp(w9-gp(w11-gp(w12-gp(w1-gp(w1-gp(w1-gp(w1-gp(w1-gp55-tp13-num1)-tp3-num1)-tp3-num1)-tp3-num1)-tp9-num1)-tp9-num2)-tp9-num1)-tp6-num1)-tp6-num2),10,8
34,175,(w11-gp(w9-gp(w11-gp(w12-gp(w1-gp(w1-gp(w1-gp(w1-gp(w1-gp55-tp13-num1)-tp3-num1)-tp3-num1)-tp3-num1)-tp9-num1)-tp9-num2)-tp9-num1)-tp6-num2)-tp6-num2),10,8
35,176,(w11-gp(w9-gp(w11-gp(w12-gp(w1-gp(w1-gp(w1-gp(w1-gp(w1-gp55-tp13-num1)-tp3-num1)-tp3-num1)-tp3-num1)-tp9-num1)-tp9-num2)-tp9-num1)-tp6-num2)-tp6-num3),10,8
36,506,(w4-gp(w9-gp(w11-gp(w12-gp(w1-gp(w1-gp(w1-gp(w1-gp(w1-gp55-tp13-num1)-tp3-num1)-tp3-num1)-tp3-num1)-tp9-num1)-tp9-num1)-tp6-num2)-tp6-num1)-tp6-num2),10,8
37,886,(w11-gp(w14-gp(w3-gp(w3-gp(w15-gp(w2-gp(w14-gp(w3-gp(w14-gp(w1-gp55-tp3-num1)-tp9-num1)-tp0-num1)-tp3-num1)-tp3-num1)-tp15-num1)-tp6-num1)-tp6-num1)-tp6-num1)-tp6-num1),11,9
38,915,(w11-gp(w6-gp(w10-gp(w3-gp(w15-gp(w2-gp(w14-gp(w3-gp(w14-gp(w1-gp55-tp3-num1)-tp9-num1)-tp0-num1)-tp3-num1)-tp3-num1)-tp9-num2)-tp6-num2)-tp6-num1)-tp6-num1)-tp6-num1),11,9
39,1103,(w15-gp(w7-gp(w10-gp(w3-gp(w15-gp(w2-gp(w14-gp(w3-gp(w14-gp(w1-gp55-tp3-num1)-tp9-num1)-tp0-num1)-tp3-num1)-tp3-num1)-tp9-num2)-tp6-num1)-tp6-num2)-tp6-num2)-tp6-num1),11,9
40,1143,(w2-gp(w8-gp(w10-gp(w3-gp(w15-gp(w2-gp(w14-gp(w3-gp(w14-gp(w1-gp55-tp3-num1)-tp9-num1)-tp0-num1)-tp3-num1)-tp3-num1)-tp9-num2)-tp6-num1)-tp6-num1)-tp6-num1)-tp6-num1),11,9
41,1267,(w5-gp(w2-gp(w14-gp(w3-gp(w15-gp(w2-gp(w14-gp(w3-gp(w14-gp(w1-gp55-tp3-num1)-tp9-num1)-tp0-num1)-tp3-num1)-tp3-num1)-tp15-num1)-tp6-num2)-tp6-num1)-tp6-num1)-tp6-num1),11,9
42,1276,(w5-gp(w7-gp(w10-gp(w3-gp(w15-gp(w2-gp(w14-gp(w3-gp(w14-gp(w1-gp55-tp3-num1)-tp9-num1)-tp0-num1)-tp3-num1)-tp3-num1)-tp9-num2)-tp6-num1)-tp6-num2)-tp6-num1)-tp6-num1),11,9
43,1430,(w9-gp(w15-gp(w8-gp(w8-gp(w3-gp(w14-gp(w14-gp(w3-gp(w14-gp(w1-gp55-tp3-num1)-tp9-num1)-tp0-num1)-tp15-num1)-tp3-num1)-tp9-num2)-tp6-num1)-tp6-num1)-tp6-num1)-tp6-num1),11,9
44,1478,(w1-gp(w5-gp(w2-gp(w14-gp(w3-gp(w15-gp(w2-gp(w14-gp(w3-gp(w14-gp(w1-gp55-tp3-num1)-tp9-num1)-tp0-num1)-tp3-num1)-tp3-num1)-tp15-num1)-tp6-num2)-tp6-num1)-tp6-num1)-tp9-num1)-tp6-num2),12,9
45,1505,(w10-gp(w2-gp(w8-gp(w10-gp(w3-gp(w15-gp(w2-gp(w14-gp(w3-gp(w14-gp(w1-gp55-tp3-num1)-tp9-num1)-tp0-num1)-tp3-num1)-tp3-num1)-tp9-num2)-tp6-num1)-tp6-num1)-tp6-num1)-tp9-num1)-tp6-num2),12,9
46,1553,(w11-gp(w11-gp(w6-gp(w10-gp(w3-gp(w15-gp(w2-gp(w14-gp(w3-gp(w14-gp(w1-gp55-tp3-num1)-tp9-num1)-tp0-num1)-tp3-num1)-tp3-num1)-tp9-num2)-tp6-num2)-tp6-num1)-tp6-num1)-tp9-num1)-tp6-num2),12,9
47,1628,(w12-gp(w5-gp(w7-gp(w10-gp(w3-gp(w15-gp(w2-gp(w14-gp(w3-gp(w14-gp(w1-gp55-tp3-num1)-tp9-num1)-tp0-num1)-tp3-num1)-tp3-num1)-tp9-num2)-tp6-num1)-tp6-num2)-tp6-num1)-tp9-num1)-tp6-num2),12,9
48,1687,(w14-gp(w3-gp(w6-gp(w10-gp(w3-gp(w15-gp(w2-gp(w14-gp(w3-gp(w14-gp(w1-gp55-tp3-num1)-tp9-num1)-tp0-num1)-tp3-num1)-tp3-num1)-tp9-num2)-tp6-num2)-tp6-num1)-tp6-num2)-tp6-num1)-tp6-num2),12,9
49,1861,(w5-gp(w11-gp(w14-gp(w3-gp(w3-gp(w15-gp(w2-gp(w14-gp(w3-gp(w14-gp(w1-gp55-tp3-num1)-tp9-num1)-tp0-num1)-tp3-num1)-tp3-num1)-tp15-num1)-tp6-num1)-tp6-num1)-tp6-num1)-tp9-num1)-tp6-num2),12,9
50,1895,(w6-gp(w13-gp(w2-gp(w14-gp(w3-gp(w15-gp(w2-gp(w14-gp(w3-gp(w14-gp(w1-gp55-tp3-num1)-tp9-num1)-tp0-num1)-tp3-num1)-tp3-num1)-tp15-num1)-tp6-num2)-tp6-num1)-tp6-num2)-tp6-num1)-tp6-num2),12,9
51,1955,(w8-gp(w15-gp(w7-gp(w10-gp(w3-gp(w15-gp(w2-gp(w14-gp(w3-gp(w14-gp(w1-gp55-tp3-num1)-tp9-num1)-tp0-num1)-tp3-num1)-tp3-num1)-tp9-num2)-tp6-num1)-tp6-num2)-tp6-num2)-tp6-num1)-tp9-num1),12,9
52,1974,(w8-gp(w9-gp(w15-gp(w8-gp(w8-gp(w3-gp(w14-gp(w14-gp(w3-gp(w14-gp(w1-gp55-tp3-num1)-tp9-num1)-tp0-num1)-tp15-num1)-tp3-num1)-tp9-num2)-tp6-num1)-tp6-num1)-tp6-num1)-tp9-num1)-tp6-num2),12,9
53,312,(w14-gp(w14-gp(w15-gp(w14-gp(w2-gp(w3-gp(w3-gp(w14-gp(w1-gp55-tp3-num1)-tp9-num1)-tp19-num1)-tp3-num1)-tp3-num1)-tp15-num1)-tp6-num2)-tp6-num1)-tp6-num1),10,10
54,669,(w7-gp(w10-gp(w8-gp(w14-gp(w2-gp(w3-gp(w3-gp(w14-gp(w1-gp55-tp3-num1)-tp9-num1)-tp19-num1)-tp3-num1)-tp3-num1)-tp9-num1)-tp6-num2)-tp6-num1)-tp6-num1),10,10
55,738,(w8-gp(w2-gp(w8-gp(w14-gp(w2-gp(w3-gp(w3-gp(w14-gp(w1-gp55-tp3-num1)-tp9-num1)-tp19-num1)-tp3-num1)-tp3-num1)-tp3-num1)-tp6-num2)-tp6-num1)-tp6-num1),10,10
56,1235,(w4-gp(w7-gp(w10-gp(w8-gp(w14-gp(w2-gp(w3-gp(w3-gp(w14-gp(w1-gp55-tp3-num1)-tp9-num1)-tp19-num1)-tp3-num1)-tp3-num1)-tp9-num1)-tp6-num2)-tp6-num1)-tp6-num1)-tp9-num1),11,10
57,1372,(w8-gp(w14-gp(w14-gp(w15-gp(w14-gp(w2-gp(w3-gp(w3-gp(w14-gp(w1-gp55-tp3-num1)-tp9-num1)-tp19-num1)-tp3-num1)-tp3-num1)-tp15-num1)-tp6-num2)-tp6-num1)-tp6-num1)-tp9-num1),11,10
58,1395,(w8-gp(w8-gp(w2-gp(w8-gp(w14-gp(w2-gp(w3-gp(w3-gp(w14-gp(w1-gp55-tp3-num1)-tp9-num1)-tp19-num1)-tp3-num1)-tp3-num1)-tp3-num1)-tp6-num2)-tp6-num1)-tp6-num1)-tp9-num1),11,10
59,293,(w13-gp(w15-gp(w15-gp(w15-gp(w12-gp(w7-gp(w3-gp(w14-gp(w1-gp55-tp3-num1)-tp9-num1)-tp12-num1)-tp3-num1)-tp3-num1)-tp6-num2)-tp6-num1)-tp24-num1)-tp6-num1),10,11
60,405,(w2-gp(w13-gp(w6-gp(w15-gp(w12-gp(w7-gp(w3-gp(w14-gp(w1-gp55-tp3-num1)-tp9-num1)-tp12-num1)-tp3-num1)-tp3-num1)-tp9-num2)-tp6-num3)-tp6-num1)-tp6-num2),10,11
61,466,(w3-gp(w8-gp(w5-gp(w15-gp(w12-gp(w7-gp(w3-gp(w14-gp(w1-gp55-tp3-num1)-tp9-num1)-tp12-num1)-tp3-num1)-tp3-num1)-tp3-num1)-tp6-num2)-tp6-num1)-tp6-num2),10,11
62,879,(w11-gp(w13-gp(w15-gp(w15-gp(w15-gp(w12-gp(w7-gp(w3-gp(w14-gp(w1-gp55-tp3-num1)-tp9-num1)-tp12-num1)-tp3-num1)-tp3-num1)-tp6-num2)-tp6-num1)-tp24-num1)-tp6-num1)-tp24-num1),11,11
63,444,(w2-gp(w5-gp(w7-gp(w13-gp(w12-gp(w7-gp(w12-gp(w12-gp(w1-gp55-tp200-num1)-tp3-num1)-tp3-num1)-tp3-num1)-tp9-num1)-tp12-num1)-tp6-num2)-tp6-num2)-tp24-num1),10,12
64,602,(w6-gp(w12-gp(w7-gp(w13-gp(w12-gp(w7-gp(w12-gp(w12-gp(w1-gp55-tp200-num1)-tp3-num1)-tp3-num1)-tp3-num1)-tp9-num1)-tp12-num1)-tp6-num1)-tp6-num1)-tp24-num1),10,12
65,603,(w6-gp(w12-gp(w7-gp(w13-gp(w12-gp(w7-gp(w12-gp(w12-gp(w1-gp55-tp200-num1)-tp3-num1)-tp3-num1)-tp3-num1)-tp9-num1)-tp12-num1)-tp6-num1)-tp6-num1)-tp6-num1),10,12
66,918,(w11-gp(w6-gp(w12-gp(w7-gp(w13-gp(w12-gp(w7-gp(w12-gp(w12-gp(w1-gp55-tp200-num1)-tp3-num1)-tp3-num1)-tp3-num1)-tp9-num1)-tp12-num1)-tp6-num1)-tp6-num1)-tp24-num1)-tp6-num1),11,12
67,1784,(w3-gp(w11-gp(w6-gp(w12-gp(w7-gp(w13-gp(w12-gp(w7-gp(w12-gp(w12-gp(w1-gp55-tp200-num1)-tp3-num1)-tp3-num1)-tp3-num1)-tp9-num1)-tp12-num1)-tp6-num1)-tp6-num1)-tp24-num1)-tp6-num1)-tp24-num1),12,12
68,501,(w4-gp(w5-gp(w7-gp(w1-gp(w1-gp(w1-gp(w1-gp(w1-gp(w1-gp55-tp13-num1)-tp3-num1)-tp3-num1)-tp3-num1)-tp6-num1)-tp17-num1)-tp6-num1)-tp6-num1)-tp24-num1),10,13
69,806,(w1-gp(w15-gp(w1-gp(w14-gp(w1-gp(w1-gp(w1-gp(w1-gp(w1-gp(w1-gp55-tp13-num1)-tp3-num1)-tp3-num1)-tp3-num1)-tp6-num1)-tp24-num1)-tp9-num1)-tp6-num1)-tp6-num1)-tp17-num1),11,13
70,1087,(w15-gp(w15-gp(w1-gp(w6-gp(w12-gp(w1-gp(w1-gp(w1-gp(w1-gp(w1-gp55-tp13-num1)-tp3-num1)-tp3-num1)-tp3-num1)-tp9-num1)-tp12-num1)-tp6-num2)-tp6-num1)-tp6-num1)-tp17-num1),11,13
71,1027,(w14-gp(w10-gp(w12-gp(w14-gp(w7-gp(w6-gp(w10-gp(w3-gp(w14-gp(w1-gp55-tp3-num1)-tp9-num1)-tp68-num1)-tp3-num1)-tp3-num1)-tp9-num2)-tp6-num2)-tp6-num1)-tp6-num2)-tp6-num2),11,14
72,1171,(w3-gp(w5-gp(w2-gp(w4-gp(w7-gp(w6-gp(w10-gp(w3-gp(w14-gp(w1-gp55-tp3-num1)-tp9-num1)-tp68-num1)-tp3-num1)-tp3-num1)-tp3-num1)-tp6-num2)-tp6-num1)-tp6-num2)-tp6-num2),11,14
73,399,(w2-gp(w13-gp(w6-gp(w15-gp(w12-gp(w7-gp(w3-gp(w14-gp(w1-gp55-tp3-num1)-tp9-num1)-tp12-num1)-tp3-num1)-tp3-num1)-tp9-num2)-tp6-num3)-tp6-num1)-tp17-num1),10,15
74,433,(w2-gp(w4-gp(w3-gp(w11-gp(w12-gp(w7-gp(w3-gp(w14-gp(w1-gp55-tp3-num1)-tp9-num1)-tp12-num1)-tp15-num1)-tp3-num1)-tp3-num1)-tp6-num1)-tp6-num1)-tp17-num1),10,15
75,460,(w3-gp(w8-gp(w5-gp(w15-gp(w12-gp(w7-gp(w3-gp(w14-gp(w1-gp55-tp3-num1)-tp9-num1)-tp12-num1)-tp3-num1)-tp3-num1)-tp3-num1)-tp6-num2)-tp6-num1)-tp17-num1),10,15
76,540,(w5-gp(w15-gp(w5-gp(w15-gp(w12-gp(w7-gp(w3-gp(w14-gp(w1-gp55-tp3-num1)-tp9-num1)-tp12-num1)-tp3-num1)-tp3-num1)-tp3-num1)-tp6-num1)-tp6-num1)-tp17-num1),10,15
77,573,(w5-gp(w5-gp(w5-gp(w11-gp(w12-gp(w7-gp(w3-gp(w14-gp(w1-gp55-tp3-num1)-tp9-num1)-tp12-num1)-tp15-num1)-tp3-num1)-tp9-num2)-tp6-num1)-tp6-num1)-tp17-num1),10,15
78,608,(w6-gp(w15-gp(w15-gp(w15-gp(w12-gp(w7-gp(w3-gp(w14-gp(w1-gp55-tp3-num1)-tp9-num1)-tp12-num1)-tp3-num1)-tp3-num1)-tp6-num2)-tp6-num1)-tp6-num1)-tp17-num1),10,15
79,712,(w8-gp(w15-gp(w6-gp(w15-gp(w12-gp(w7-gp(w3-gp(w14-gp(w1-gp55-tp3-num1)-tp9-num1)-tp12-num1)-tp3-num1)-tp3-num1)-tp9-num2)-tp6-num1)-tp6-num1)-tp17-num1),10,15
80,723,(w8-gp(w15-gp(w6-gp(w15-gp(w12-gp(w7-gp(w3-gp(w14-gp(w1-gp55-tp3-num1)-tp9-num1)-tp12-num1)-tp3-num1)-tp3-num1)-tp9-num2)-tp6-num1)-tp6-num2)-tp17-num1),10,15
81,876,(w11-gp(w13-gp(w15-gp(w15-gp(w15-gp(w12-gp(w7-gp(w3-gp(w14-gp(w1-gp55-tp3-num1)-tp9-num1)-tp12-num1)-tp3-num1)-tp3-num1)-tp6-num2)-tp6-num1)-tp24-num1)-tp6-num1)-tp17-num1),11,15
82,1091,(w15-gp(w3-gp(w8-gp(w5-gp(w15-gp(w12-gp(w7-gp(w3-gp(w14-gp(w1-gp55-tp3-num1)-tp9-num1)-tp12-num1)-tp3-num1)-tp3-num1)-tp3-num1)-tp6-num2)-tp6-num1)-tp17-num1)-tp6-num1),11,15
83,1125,(w2-gp(w2-gp(w13-gp(w6-gp(w15-gp(w12-gp(w7-gp(w3-gp(w14-gp(w1-gp55-tp3-num1)-tp9-num1)-tp12-num1)-tp3-num1)-tp3-num1)-tp9-num2)-tp6-num3)-tp6-num1)-tp6-num2)-tp17-num1),11,15
84,1435,(w9-gp(w2-gp(w13-gp(w6-gp(w15-gp(w12-gp(w7-gp(w3-gp(w14-gp(w1-gp55-tp3-num1)-tp9-num1)-tp12-num1)-tp3-num1)-tp3-num1)-tp9-num2)-tp6-num3)-tp6-num1)-tp17-num1)-tp6-num1),11,15
85,1857,(w5-gp(w11-gp(w13-gp(w15-gp(w15-gp(w15-gp(w12-gp(w7-gp(w3-gp(w14-gp(w1-gp55-tp3-num1)-tp9-num1)-tp12-num1)-tp3-num1)-tp3-num1)-tp6-num2)-tp6-num1)-tp24-num1)-tp6-num1)-tp17-num1)-tp24-num1),12,15
86,1935,(w8-gp(w11-gp(w13-gp(w15-gp(w15-gp(w15-gp(w12-gp(w7-gp(w3-gp(w14-gp(w1-gp55-tp3-num1)-tp9-num1)-tp12-num1)-tp3-num1)-tp3-num1)-tp6-num2)-tp6-num1)-tp24-num1)-tp6-num1)-tp24-num1)-tp17-num1),12,15
87,162,(w11-gp(w4-gp(w1-gp(w13-gp(w12-gp(w1-gp(w1-gp(w1-gp(w1-gp55-tp13-num1)-tp3-num1)-tp3-num1)-tp9-num1)-tp9-num2)-tp12-num1)-tp6-num2)-tp6-num1)-tp24-num1),10,16
88,272,(w13-gp(w1-gp(w6-gp(w12-gp(w1-gp(w1-gp(w1-gp(w1-gp(w1-gp55-tp13-num1)-tp3-num1)-tp3-num1)-tp3-num1)-tp9-num1)-tp12-num1)-tp6-num2)-tp6-num2)-tp24-num1),10,16
89,339,(w15-gp(w1-gp(w6-gp(w12-gp(w1-gp(w1-gp(w1-gp(w1-gp(w1-gp55-tp13-num1)-tp3-num1)-tp3-num1)-tp3-num1)-tp9-num1)-tp12-num1)-tp6-num2)-tp6-num1)-tp24-num1),10,16
90,340,(w15-gp(w1-gp(w6-gp(w12-gp(w1-gp(w1-gp(w1-gp(w1-gp(w1-gp55-tp13-num1)-tp3-num1)-tp3-num1)-tp3-num1)-tp9-num1)-tp12-num1)-tp6-num2)-tp6-num1)-tp6-num1),10,16
91,127,(w11-gp(w1-gp(w5-gp(w15-gp(w12-gp(w7-gp(w3-gp(w14-gp(w1-gp55-tp3-num1)-tp9-num1)-tp12-num1)-tp3-num1)-tp3-num1)-tp3-num1)-tp9-num1)-tp6-num1)-tp17-num1),10,17
92,150,(w11-gp(w14-gp(w2-gp(w14-gp(w12-gp(w7-gp(w3-gp(w14-gp(w1-gp55-tp3-num1)-tp9-num1)-tp12-num1)-tp3-num1)-tp6-num1)-tp3-num1)-tp9-num1)-tp6-num1)-tp17-num1),10,17
93,218,(w12-gp(w2-gp(w3-gp(w11-gp(w12-gp(w7-gp(w3-gp(w14-gp(w1-gp55-tp3-num1)-tp9-num1)-tp12-num1)-tp15-num1)-tp3-num1)-tp3-num1)-tp9-num1)-tp6-num1)-tp17-num1),10,17
94,425,(w2-gp(w4-gp(w15-gp(w15-gp(w12-gp(w7-gp(w3-gp(w14-gp(w1-gp55-tp3-num1)-tp9-num1)-tp12-num1)-tp3-num1)-tp3-num1)-tp6-num2)-tp9-num1)-tp6-num1)-tp17-num1),10,17
95,472,(w3-gp(w9-gp(w10-gp(w11-gp(w12-gp(w7-gp(w3-gp(w14-gp(w1-gp55-tp3-num1)-tp9-num1)-tp12-num1)-tp15-num1)-tp3-num1)-tp6-num1)-tp9-num1)-tp6-num1)-tp17-num1),10,17
