,count
ligand29580-0,1
ligand6754-0,1
ligand13629-0,1
ligand28017-0,1
ligand13568-0,1
ligand22432-0,1
ligand25896-0,1
ligand19406-0,1
ligand14938-0,1
ligand25852-0,1
ligand8337-0,1
ligand674-0,1
ligand15445-0,1
ligand18297-0,1
ligand36289-0,1
ligand23610-0,1
ligand22577-0,1
ligand9599-0,1
ligand8488-0,1
ligand3119-0,1
ligand16085-0,1
ligand25710-0,1
ligand25709-0,1
ligand32739-0,1
ligand12200-0,1
ligand24028-0,1
ligand28007-0,1
ligand28006-0,1
ligand4076-0,1
ligand23101-0,1
ligand25782-0,1
ligand21931-0,1
ligand31001-0,1
ligand38-0,1
ligand32171-0,1
ligand33992-0,1
ligand36484-0,1
ligand15970-0,1
ligand17309-0,1
ligand3180-0,1
ligand19280-0,1
ligand32430-0,1
ligand6448-0,1
ligand7471-0,1
ligand11585-0,1
ligand18142-0,1
ligand12931-0,1
ligand23686-0,1
ligand35814-0,1
ligand20767-0,1
ligand8092-0,1
ligand11156-0,1
ligand5310-0,1
ligand5309-0,1
ligand14479-0,1
ligand36485-0,1
ligand28153-0,1
ligand15072-0,1
ligand18710-0,1
ligand18644-0,1
ligand33477-0,1
ligand30771-0,1
ligand22926-0,1
ligand36697-0,1
ligand4639-0,1
ligand17491-0,1
ligand22799-0,1
ligand19856-0,1
ligand6834-0,1
ligand10613-0,1
ligand10245-1,1
ligand10245-0,1
ligand28037-0,1
ligand28119-0,1
ligand8330-0,1
ligand26895-0,1
ligand36536-0,1
ligand27783-0,1
ligand5455-0,1
ligand36421-0,1
ligand37071-0,1
ligand5759-0,1
ligand5383-0,1
ligand8724-0,1
ligand14625-0,1
ligand28187-0,1
ligand6336-0,1
ligand20530-0,1
ligand17572-0,1
ligand20989-0,1
ligand23648-0,1
ligand32495-0,1
ligand569-0,1
ligand22804-0,1
ligand34150-0,1
ligand3064-0,1
ligand32155-0,1
ligand34997-0,1
ligand33144-0,1
ligand37959-0,1
ligand22436-0,1
ligand34513-0,1
ligand21605-0,1
ligand18176-0,1
ligand38234-0,1
ligand4552-0,1
ligand9978-0,1
ligand29088-0,1
ligand25375-0,1
ligand32038-0,1
ligand17664-0,1
ligand30740-0,1
ligand21743-0,1
ligand29171-0,1
ligand35706-0,1
ligand28036-0,1
ligand21128-0,1
ligand33674-0,1
ligand10211-0,1
ligand37444-0,1
ligand33496-0,1
ligand32858-0,1
ligand35282-0,1
ligand8971-0,1
ligand14406-0,1
ligand17580-0,1
ligand9001-0,1
ligand2853-0,1
ligand26522-0,1
ligand27097-0,1
ligand4628-0,1
ligand9782-0,1
ligand5711-0,1
ligand5184-0,1
ligand26117-0,1
ligand10561-0,1
ligand10560-0,1
ligand9684-0,1
ligand3519-0,1
ligand11338-0,1
ligand9766-0,1
ligand34265-0,1
ligand19241-0,1
ligand24086-0,1
ligand22794-0,1
ligand26770-0,1
ligand27224-0,1
ligand28682-0,1
ligand13509-0,1
ligand12696-0,1
ligand17801-0,1
ligand4153-0,1
ligand3395-0,1
ligand17659-0,1
ligand6711-0,1
ligand6277-0,1
ligand9444-0,1
ligand21416-0,1
ligand23317-0,1
ligand14565-0,1
ligand29448-0,1
ligand35824-0,1
ligand4356-0,1
ligand2426-0,1
ligand29553-0,1
ligand22607-0,1
ligand31561-0,1
ligand29721-0,1
ligand22490-0,1
ligand10749-0,1
ligand25737-0,1
ligand6613-0,1
ligand26363-0,1
ligand30685-0,1
ligand30947-0,1
ligand30681-0,1
ligand10402-0,1
ligand27536-0,1
ligand31786-0,1
ligand19053-0,1
ligand32970-0,1
ligand19666-0,1
ligand28475-0,1
ligand5464-0,1
ligand34135-0,1
ligand23955-0,1
ligand2814-0,1
ligand4261-0,1
ligand10647-0,1
ligand10420-0,1
ligand33888-0,1
ligand35835-0,1
ligand11965-0,1
ligand18501-0,1
ligand835-0,1
ligand11728-0,1
ligand35634-0,1
ligand20114-0,1
ligand20115-0,1
ligand19726-0,1
ligand27005-0,1
ligand30128-0,1
ligand8631-0,1
ligand9903-0,1
ligand1984-0,1
ligand5741-0,1
ligand21937-0,1
ligand29668-0,1
ligand7170-0,1
ligand21642-0,1
ligand33706-0,1
ligand4661-0,1
ligand26097-0,1
ligand11164-0,1
ligand13986-0,1
ligand16288-0,1
ligand11688-0,1
ligand18215-0,1
ligand30003-0,1
ligand37270-0,1
ligand23033-0,1
ligand33969-0,1
ligand25619-0,1
ligand27089-0,1
ligand25240-0,1
ligand30171-0,1
ligand30172-0,1
ligand17979-0,1
ligand15034-0,1
ligand38290-0,1
ligand32468-0,1
ligand16707-0,1
ligand9258-0,1
ligand24909-0,1
ligand31139-0,1
ligand26590-0,1
ligand8954-0,1
ligand13072-0,1
ligand2547-0,1
ligand16005-0,1
ligand21785-0,1
ligand29024-0,1
ligand33278-0,1
ligand23617-0,1
ligand27676-0,1
ligand4887-0,1
ligand13951-0,1
ligand1402-0,1
ligand36056-0,1
ligand7522-0,1
ligand25053-0,1
ligand23281-0,1
ligand29279-0,1
ligand21354-0,1
ligand28584-0,1
ligand7026-0,1
ligand12521-0,1
ligand20860-0,1
ligand30342-0,1
ligand17206-0,1
ligand21654-0,1
ligand16056-0,1
ligand15855-0,1
ligand6465-0,1
ligand11246-0,1
ligand18310-0,1
ligand6541-0,1
ligand31615-0,1
ligand28013-0,1
ligand33413-0,1
ligand33155-0,1
ligand34716-0,1
ligand21759-0,1
ligand30158-0,1
ligand31606-0,1
ligand31577-0,1
ligand7949-0,1
ligand30662-0,1
ligand33793-0,1
ligand35726-0,1
ligand16488-0,1
ligand8291-0,1
ligand30111-0,1
ligand19673-0,1
ligand17923-0,1
ligand30889-0,1
ligand3779-0,1
ligand21324-0,1
ligand21399-0,1
ligand21400-0,1
ligand28560-0,1
ligand18755-0,1
ligand5821-0,1
ligand21126-0,1
ligand31351-0,1
ligand7382-0,1
ligand26021-0,1
ligand4179-0,1
ligand6822-0,1
ligand7814-0,1
ligand32598-0,1
ligand37026-0,1
ligand31596-0,1
ligand22187-0,1
ligand19021-0,1
ligand33509-0,1
ligand35410-0,1
ligand20478-0,1
ligand20479-0,1
ligand15807-0,1
ligand29284-0,1
ligand17151-0,1
ligand19554-0,1
ligand518-0,1
ligand31301-0,1
ligand34779-0,1
ligand28919-0,1
ligand24422-0,1
ligand33360-0,1
ligand27398-0,1
ligand8664-0,1
ligand14192-0,1
ligand25608-0,1
ligand24865-0,1
ligand5137-0,1
ligand5970-0,1
ligand36568-0,1
ligand9447-0,1
ligand23918-0,1
ligand34445-0,1
ligand855-0,1
ligand17426-0,1
ligand31084-0,1
ligand33243-0,1
ligand20047-0,1
ligand38319-0,1
ligand24890-0,1
ligand32905-0,1
ligand2928-0,1
ligand23508-0,1
ligand31635-0,1
ligand36324-0,1
ligand27438-0,1
ligand15964-0,1
ligand34618-0,1
ligand20588-0,1
ligand329-0,1
ligand34725-0,1
ligand17341-0,1
ligand25540-0,1
ligand5005-0,1
ligand6444-0,1
ligand35130-0,1
ligand32314-0,1
ligand31299-0,1
ligand38297-0,1
ligand34012-0,1
ligand14308-0,1
ligand35154-0,1
ligand11146-0,1
ligand35721-0,1
ligand14994-0,1
ligand25419-0,1
ligand1232-0,1
ligand16985-0,1
ligand16984-0,1
ligand20222-0,1
ligand18168-0,1
ligand32081-0,1
ligand36111-0,1
ligand33808-0,1
ligand10745-0,1
ligand30859-0,1
ligand5948-0,1
ligand5038-0,1
ligand31214-0,1
ligand24779-0,1
ligand6411-0,1
ligand22471-0,1
ligand7736-0,1
ligand31364-0,1
ligand11403-0,1
ligand32455-0,1
ligand26907-0,1
ligand4949-0,1
ligand2937-0,1
ligand17251-0,1
ligand3908-0,1
ligand2312-0,1
ligand13571-0,1
ligand17099-0,1
ligand18097-0,1
ligand12879-0,1
ligand30343-0,1
ligand35941-0,1
ligand14370-0,1
ligand30434-0,1
ligand6371-0,1
ligand21962-0,1
ligand7888-0,1
ligand24074-0,1
ligand25505-0,1
ligand2306-0,1
ligand30056-0,1
ligand22719-0,1
ligand2738-0,1
ligand35362-0,1
ligand2869-0,1
ligand36645-0,1
ligand29420-0,1
ligand18649-0,1
ligand30645-0,1
ligand28902-0,1
ligand22154-0,1
ligand26372-0,1
ligand37062-0,1
ligand889-0,1
ligand23305-0,1
ligand372-0,1
ligand35094-0,1
ligand18314-0,1
ligand29953-0,1
ligand35306-0,1
ligand21793-0,1
ligand26912-0,1
ligand34523-0,1
ligand33892-0,1
ligand26987-0,1
ligand959-1,1
ligand24999-0,1
ligand15214-0,1
ligand8194-0,1
ligand21536-0,1
ligand12311-0,1
ligand16483-0,1
ligand37507-0,1
ligand21052-0,1
ligand8169-0,1
ligand828-0,1
ligand16185-0,1
ligand16263-0,1
ligand33966-0,1
ligand8953-0,1
ligand27339-0,1
ligand22820-0,1
ligand6286-0,1
ligand34320-0,1
ligand29137-0,1
ligand7836-0,1
ligand6790-0,1
ligand24102-0,1
ligand8531-0,1
ligand628-0,1
ligand23997-0,1
ligand26671-0,1
ligand17720-0,1
ligand30764-0,1
ligand21752-0,1
ligand24944-0,1
ligand17398-0,1
ligand31900-0,1
ligand10184-0,1
ligand37789-0,1
ligand32241-0,1
ligand12193-0,1
ligand21185-0,1
ligand32217-0,1
ligand15862-0,1
ligand15047-0,1
ligand14260-0,1
ligand10550-0,1
ligand34638-0,1
ligand24891-0,1
ligand25876-0,1
ligand7313-0,1
ligand210-0,1
ligand23213-0,1
ligand10116-0,1
ligand12451-0,1
ligand21656-0,1
ligand621-0,1
ligand23282-0,1
ligand32397-0,1
ligand10276-0,1
ligand17881-0,1
ligand15646-0,1
ligand8309-0,1
ligand26560-0,1
ligand20566-0,1
ligand25858-0,1
ligand26123-0,1
ligand33671-0,1
ligand38022-0,1
ligand36691-0,1
ligand33821-0,1
ligand17197-0,1
ligand17196-0,1
ligand32740-0,1
ligand33485-0,1
ligand3042-0,1
ligand17817-0,1
ligand19698-0,1
ligand23883-0,1
ligand8299-0,1
ligand11042-0,1
ligand22458-0,1
ligand6647-0,1
ligand28088-0,1
ligand23784-0,1
ligand18699-0,1
ligand732-0,1
ligand32677-0,1
ligand10020-0,1
ligand6637-0,1
ligand5523-0,1
ligand29166-0,1
ligand37913-0,1
ligand23231-0,1
ligand25208-0,1
ligand35722-0,1
ligand16006-0,1
ligand30618-0,1
ligand15304-0,1
ligand6024-0,1
ligand1870-0,1
ligand15742-0,1
ligand37758-0,1
ligand29200-0,1
ligand1454-0,1
ligand27354-0,1
ligand26251-0,1
ligand4398-0,1
ligand38213-0,1
ligand37396-0,1
ligand31091-0,1
ligand32320-0,1
ligand28234-0,1
ligand21134-0,1
ligand32597-0,1
ligand29224-0,1
ligand35842-0,1
ligand16328-0,1
ligand36826-0,1
ligand32380-0,1
ligand24483-0,1
ligand13633-0,1
ligand21428-0,1
ligand31614-0,1
ligand26687-0,1
ligand22982-0,1
ligand21319-0,1
ligand2861-0,1
ligand20089-0,1
ligand12809-0,1
ligand7891-0,1
ligand30400-0,1
ligand3912-0,1
ligand35264-0,1
ligand2672-0,1
ligand12490-0,1
ligand33397-0,1
ligand12892-0,1
ligand12891-0,1
ligand9694-0,1
ligand23364-0,1
ligand21804-0,1
ligand687-0,1
ligand29932-0,1
ligand35443-0,1
ligand23236-0,1
ligand11556-0,1
ligand29834-0,1
ligand17242-0,1
ligand24734-0,1
ligand32911-0,1
ligand2360-0,1
ligand35442-0,1
ligand33428-0,1
ligand25534-0,1
ligand32880-0,1
ligand37424-0,1
ligand28185-0,1
ligand12202-0,1
ligand36688-0,1
ligand25187-0,1
ligand19543-0,1
ligand35657-0,1
ligand35658-0,1
ligand24008-0,1
ligand18416-0,1
ligand36136-0,1
ligand10922-0,1
ligand31055-0,1
ligand10348-0,1
ligand32620-0,1
ligand1078-0,1
ligand17613-0,1
ligand31424-0,1
ligand30118-0,1
ligand32340-0,1
ligand29919-0,1
ligand21314-0,1
ligand25592-0,1
ligand34904-0,1
ligand14814-0,1
ligand8355-0,1
ligand11859-0,1
ligand4557-0,1
ligand5378-0,1
ligand11143-0,1
ligand28816-0,1
ligand9733-0,1
ligand21009-0,1
ligand23089-0,1
ligand26728-0,1
ligand19692-0,1
ligand14491-0,1
ligand4815-0,1
ligand12959-0,1
ligand9429-0,1
ligand10411-0,1
ligand29731-0,1
ligand5428-0,1
ligand15256-0,1
ligand13610-0,1
ligand3822-0,1
ligand1498-0,1
ligand23168-0,1
ligand36337-0,1
ligand20569-0,1
ligand36361-0,1
ligand38134-0,1
ligand5553-0,1
ligand1358-0,1
ligand15537-0,1
ligand14662-0,1
ligand18149-0,1
ligand18148-0,1
ligand11923-0,1
ligand28884-0,1
ligand31655-0,1
ligand6037-0,1
ligand766-0,1
ligand35855-0,1
ligand32313-0,1
ligand15399-0,1
ligand23711-0,1
ligand30789-0,1
ligand37667-0,1
ligand5097-0,1
ligand32730-0,1
ligand1025-0,1
ligand26932-0,1
ligand16680-0,1
ligand11107-0,1
ligand29522-0,1
ligand35981-0,1
ligand22498-0,1
ligand14183-0,1
ligand11700-0,1
ligand25140-0,1
ligand25141-0,1
ligand13974-0,1
ligand37795-0,1
ligand7757-0,1
ligand25982-0,1
ligand3084-0,1
ligand15527-0,1
ligand11352-0,1
ligand35204-0,1
ligand31511-0,1
ligand21708-0,1
ligand32786-0,1
ligand6645-0,1
ligand12620-0,1
ligand26832-0,1
ligand22099-0,1
ligand3610-0,1
ligand28409-0,1
ligand11287-0,1
ligand28762-0,1
ligand12995-0,1
ligand33798-0,1
ligand35384-0,1
ligand4630-0,1
ligand35338-0,1
ligand26620-0,1
ligand32909-0,1
ligand15743-0,1
ligand35712-0,1
ligand23018-0,1
ligand30858-1,1
ligand25001-0,1
ligand4113-0,1
ligand21362-0,1
ligand27063-0,1
ligand15393-0,1
ligand33618-0,1
ligand4282-0,1
ligand30729-0,1
ligand12114-0,1
ligand6897-0,1
ligand16731-0,1
ligand37405-0,1
ligand8877-0,1
ligand31636-0,1
ligand31636-1,1
ligand24866-0,1
ligand17877-0,1
ligand30090-0,1
ligand27830-0,1
ligand10354-0,1
ligand20474-0,1
ligand11513-0,1
ligand33238-0,1
ligand8268-0,1
ligand9716-0,1
ligand29643-0,1
ligand32789-0,1
ligand22764-0,1
ligand15526-0,1
ligand15180-0,1
ligand20873-0,1
ligand3020-0,1
ligand33790-0,1
ligand1875-0,1
ligand3270-0,1
ligand11068-0,1
ligand35449-0,1
ligand17533-0,1
ligand12552-0,1
ligand31692-0,1
ligand13632-0,1
ligand2751-0,1
ligand30858-0,1
ligand29649-0,1
ligand34404-0,1
ligand16989-0,1
ligand23279-0,1
ligand30562-0,1
ligand11865-0,1
ligand33704-0,1
ligand32071-0,1
ligand31304-0,1
ligand16789-0,1
ligand14533-0,1
ligand24705-0,1
ligand22486-0,1
ligand37175-0,1
ligand12279-0,1
ligand30352-0,1
ligand12394-0,1
ligand7116-0,1
ligand13270-0,1
ligand22679-0,1
ligand5528-1,1
ligand22487-0,1
ligand18231-0,1
ligand27802-0,1
ligand13498-0,1
ligand35865-0,1
ligand15837-0,1
ligand5164-0,1
ligand16298-0,1
ligand16913-0,1
ligand31444-0,1
ligand33555-0,1
ligand38151-0,1
ligand24850-0,1
ligand14702-0,1
ligand12880-0,1
ligand29717-0,1
ligand26399-0,1
ligand14828-0,1
ligand38145-0,1
ligand37385-0,1
ligand18119-0,1
ligand20324-0,1
ligand25956-0,1
ligand4197-0,1
ligand35913-0,1
ligand37949-0,1
ligand30615-0,1
ligand29778-0,1
ligand8345-0,1
ligand36236-0,1
ligand27627-0,1
ligand24618-0,1
ligand16381-0,1
ligand34972-0,1
ligand34969-0,1
ligand37114-0,1
ligand33719-0,1
ligand30151-0,1
ligand27414-0,1
ligand19695-0,1
ligand11786-0,1
ligand16016-0,1
ligand142-0,1
ligand28709-0,1
ligand1380-0,1
ligand16990-0,1
ligand2846-0,1
ligand37137-0,1
ligand18722-0,1
ligand31213-0,1
ligand36304-0,1
ligand11967-0,1
ligand17743-0,1
ligand29582-0,1
ligand20521-0,1
ligand25799-0,1
ligand20538-0,1
ligand4174-0,1
ligand1101-0,1
ligand22808-0,1
ligand24360-0,1
ligand7172-0,1
ligand26091-0,1
ligand29311-0,1
ligand17299-0,1
ligand37070-0,1
ligand3883-0,1
ligand25438-0,1
ligand17646-0,1
ligand7384-0,1
ligand24109-0,1
ligand3113-0,1
ligand27450-0,1
ligand21460-0,1
ligand3828-0,1
ligand16732-0,1
ligand23685-0,1
ligand23746-0,1
ligand13165-0,1
ligand30140-0,1
ligand35110-0,1
ligand12380-0,1
ligand21961-0,1
ligand10317-0,1
ligand19671-0,1
ligand3667-0,1
ligand37263-0,1
ligand21310-0,1
ligand1623-0,1
ligand5824-0,1
ligand13213-0,1
ligand18046-0,1
ligand18685-0,1
ligand2664-0,1
ligand15109-0,1
ligand28381-0,1
ligand18452-0,1
ligand12456-0,1
ligand20125-0,1
ligand16628-0,1
ligand38196-0,1
ligand4846-0,1
ligand12496-0,1
ligand16532-0,1
ligand38325-0,1
ligand25466-0,1
ligand19906-0,1
ligand33752-0,1
ligand4870-0,1
ligand19000-0,1
ligand20950-0,1
ligand28274-0,1
ligand24345-0,1
ligand15110-0,1
ligand19825-0,1
ligand5532-0,1
ligand29333-0,1
ligand17098-0,1
ligand14755-0,1
ligand5251-0,1
ligand14216-0,1
ligand23271-0,1
ligand37188-0,1
ligand12864-0,1
ligand23768-0,1
ligand2173-0,1
ligand17561-0,1
ligand20689-0,1
ligand16137-0,1
ligand7731-0,1
ligand19508-0,1
ligand432-0,1
ligand38121-0,1
ligand28830-0,1
ligand24828-0,1
ligand4330-0,1
ligand22951-0,1
ligand8230-0,1
ligand6753-0,1
ligand23929-0,1
ligand30510-0,1
ligand36026-0,1
ligand335-0,1
ligand29942-0,1
ligand37335-0,1
ligand18645-0,1
ligand11238-0,1
ligand17683-0,1
ligand4109-0,1
ligand8758-0,1
ligand15708-0,1
ligand32821-0,1
ligand26119-0,1
ligand6979-0,1
ligand30366-0,1
ligand31553-0,1
ligand31998-0,1
ligand19604-0,1
ligand9784-0,1
ligand17028-0,1
ligand5531-0,1
ligand35339-0,1
ligand15516-0,1
ligand27891-0,1
ligand19158-0,1
ligand15007-0,1
ligand7582-0,1
ligand27911-0,1
ligand31183-0,1
ligand31541-0,1
ligand3655-0,1
ligand26237-0,1
ligand37125-0,1
ligand29772-0,1
ligand5715-0,1
ligand3681-0,1
ligand11337-0,1
ligand23947-0,1
ligand30600-0,1
ligand32616-0,1
ligand33670-0,1
ligand36620-0,1
ligand31481-0,1
ligand393-0,1
ligand3824-0,1
ligand5385-0,1
ligand11272-0,1
ligand33583-0,1
ligand21704-0,1
ligand6735-0,1
ligand17050-0,1
ligand31159-0,1
ligand1677-0,1
ligand20037-0,1
ligand19591-0,1
ligand17068-0,1
ligand5537-0,1
ligand8667-0,1
ligand8753-0,1
ligand30075-0,1
ligand28847-0,1
ligand26205-0,1
ligand26062-0,1
ligand4817-0,1
ligand4520-0,1
ligand26642-0,1
ligand21253-0,1
ligand3988-0,1
ligand30821-0,1
ligand27052-0,1
ligand5136-0,1
ligand28738-0,1
ligand35301-0,1
ligand22465-0,1
ligand26283-0,1
ligand18134-0,1
ligand38295-0,1
ligand16356-0,1
ligand16355-0,1
ligand15557-0,1
ligand13239-0,1
ligand5651-0,1
ligand7579-0,1
ligand6924-0,1
ligand31573-0,1
ligand22994-0,1
ligand18206-0,1
ligand35216-0,1
ligand6485-0,1
ligand33586-0,1
ligand20151-0,1
ligand21613-0,1
ligand4336-0,1
ligand30180-0,1
ligand35083-0,1
ligand1111-0,1
ligand20120-0,1
ligand3611-0,1
ligand31457-0,1
ligand16372-0,1
ligand22137-0,1
ligand34531-0,1
ligand12553-0,1
ligand10651-0,1
ligand34214-0,1
ligand32779-0,1
ligand21879-0,1
ligand15142-0,1
ligand3215-0,1
ligand37996-0,1
ligand33585-0,1
ligand32174-0,1
ligand34803-0,1
ligand30463-0,1
ligand2895-0,1
ligand11456-0,1
ligand11668-0,1
ligand7986-0,1
ligand4969-0,1
ligand8661-0,1
ligand31850-0,1
ligand8674-0,1
ligand19118-0,1
ligand32346-0,1
ligand19558-0,1
ligand15274-0,1
ligand12706-0,1
ligand10463-0,1
ligand5192-0,1
ligand16254-0,1
ligand10308-0,1
ligand12230-0,1
ligand18931-0,1
ligand13494-0,1
ligand15849-0,1
ligand37829-0,1
ligand5826-0,1
ligand18420-0,1
ligand31088-0,1
ligand34107-0,1
ligand18488-0,1
ligand23245-0,1
ligand22014-0,1
ligand28927-0,1
ligand7210-0,1
ligand25224-0,1
ligand24001-0,1
ligand11522-0,1
ligand17471-0,1
ligand17470-0,1
ligand1858-0,1
ligand5675-0,1
ligand4032-0,1
ligand35210-0,1
ligand19290-0,1
ligand35853-0,1
ligand14728-0,1
ligand1818-0,1
ligand18496-0,1
ligand23785-0,1
ligand11331-0,1
ligand22303-0,1
ligand32992-0,1
ligand32991-0,1
ligand21136-0,1
ligand23660-0,1
ligand25402-0,1
ligand29445-0,1
ligand2018-0,1
ligand30634-0,1
ligand17621-0,1
ligand31040-0,1
ligand6079-0,1
ligand19760-0,1
ligand32254-0,1
ligand2996-0,1
ligand28460-0,1
ligand29628-0,1
ligand24616-0,1
ligand36750-0,1
ligand29411-0,1
ligand9176-0,1
ligand3714-0,1
ligand31075-0,1
ligand28532-0,1
ligand6909-0,1
ligand32392-0,1
ligand14352-0,1
ligand21749-0,1
ligand2927-0,1
ligand11306-0,1
ligand29039-0,1
ligand22010-0,1
ligand33879-0,1
ligand22373-0,1
ligand34545-0,1
ligand23002-0,1
ligand19839-0,1
ligand1006-0,1
ligand22485-0,1
ligand28440-0,1
ligand12429-0,1
ligand30951-0,1
ligand5872-0,1
ligand3079-0,1
ligand18655-0,1
ligand19010-0,1
ligand18453-0,1
ligand18195-0,1
ligand25536-0,1
ligand1764-0,1
ligand12214-0,1
ligand958-0,1
ligand24061-0,1
ligand8158-0,1
ligand33157-0,1
ligand20290-0,1
ligand21756-0,1
ligand8823-1,1
ligand28370-0,1
ligand20325-0,1
ligand24947-0,1
ligand14429-0,1
ligand10038-0,1
ligand8272-0,1
ligand7455-0,1
ligand30612-0,1
ligand33446-0,1
ligand1903-0,1
ligand2970-0,1
ligand22306-0,1
ligand26464-0,1
ligand5700-0,1
ligand24160-0,1
ligand33077-0,1
ligand26717-0,1
ligand13332-0,1
ligand31116-0,1
ligand25714-0,1
ligand5918-0,1
ligand5917-0,1
ligand20012-0,1
ligand26243-0,1
ligand31117-0,1
ligand31486-0,1
ligand11349-0,1
ligand35217-0,1
ligand22990-0,1
ligand33497-0,1
