,id,xyz,bo
591,WUXGAZ,1,1
592,MEKBEJ,2,2
593,YEJXER,1,1
594,SICLOH,3,3
595,PINBUN,1,1
596,BIWMID,1,1
597,OCOPEE,3,3
598,UFUHAH,2,2
599,FAVCOX,2,2
600,WAJFOC,3,3
601,ULONIU,1,1
602,VILDIF,3,3
603,IWIWOA,2,2
604,ESOCEU,2,2
605,MUHBOI,2,2
606,PACDIH,1,1
607,CAKRAH,2,2
608,BOLTIG,3,3
609,APEBAA,1,1
610,MASSEH,3,3
611,GUGWEK,3,3
612,WESVUP,1,1
613,XOTLOJ,1,1
614,XUYWAP,3,3
615,UTIYAY,2,2
616,QAQZEO,3,3
617,YATMAJ,2,2
618,FIZSIU,1,1
619,AFOYUR,3,3
620,HIVVOX,2,2
621,MANKUJ,1,1
622,VUHFAH,3,3
623,ZISBAE,2,2
624,KUYKAT,1,1
625,OGOMIH,2,2
626,MUCCIW,2,2
627,BULJEY,3,3
628,JIFYIJ,2,2
629,PIGWOT,3,3
630,LECFAB,2,2
631,WIMGIL,3,3
632,VIYDOX,1,1
633,XIBNEB,1,1
634,TOKZAU,1,1
635,AQOKOG,3,3
636,BERWAZ,2,2
637,OKEMOG,2,2
638,DORWOW,2,2
639,VOMPAP,3,3
640,WOCNIM,2,2
641,EJOWUY,1,1
642,AZARIF,1,1
643,TUJPOD,3,3
644,HUKKOP,2,2
645,WAQHEC,3,3
646,NEHRUN,1,1
647,LUHWUH,3,3
648,PACCON,2,2
649,VIXRUS,2,2
650,IKUKUX,1,1
651,KAPDEM,3,3
652,UHACAI,2,2
653,YAVLEP,3,3
654,PEMGOG,3,3
655,YEJSUC,2,2
656,DAVHUE,3,3
657,BEQRAS,3,3
658,ITUHOW,3,3
659,GEKDIL,3,3
660,BOCPOY,3,3
661,RIWFAI,1,1
662,EQICIR,3,3
663,NESYAL,2,2
664,JEGQAN,3,3
665,RETFEB,1,1
666,QAXCIB,3,3
667,FESVOS,1,1
668,IVOXAV,1,1
669,HISPOR,2,2
670,NARRUU,3,3
671,LIGXOP,3,3
672,NADPUD,2,2
673,QUJBED,3,3
674,TUNKET,2,2
675,COYDIE,3,3
676,FONLUS,2,2
677,QAMJEV,1,1
678,FEHQOY,2,2
679,UCEVOO,2,2
680,DUHMAV,3,3
681,CUHDUH,1,1
682,FERLAP,3,3
683,NEVQOU,2,2
684,DOBXAV,1,1
685,HOHYIM,1,1
686,XAVLEP,1,1
687,KINJOG,1,1
688,OMAVON,1,1
689,NEWPUD,1,1
690,PEVGIK,1,1
691,HESPUR,2,2
692,ROKDUQ,2,2
693,FIKTUP,3,3
694,LOSRIW,3,3
695,XUXZOI,1,1
696,GUYFAH,2,2
697,DUCKAN,2,2
698,RUQKAQ,3,3
699,LASXUY,2,2
700,PUXBAL,1,1
701,IQIPAA,3,3
702,QAKPIC,2,2
703,AYACAF,2,2
704,WIDPIM,1,1
705,MUNFIL,1,1
706,TULJAN,2,2
707,MECFAB,2,2
708,TIPSEU,1,1
709,WESCOQ,1,1
710,VASWIV,2,2
711,TADXOM,3,3
712,RIRYOJ,2,2
713,HOSPEK,3,3
714,ZACKOD,2,2
715,WONBAC,2,2
716,CEQKOZ,1,1
717,AMIQOE,3,3
718,SAJSAZ,3,3
719,DUPQEN,1,1
720,FISMOJ,3,3
721,TUDNIR,3,3
722,SUPXIL,3,3
723,TEVKEO,1,1
724,IZUPAU,3,3
725,IHIXOM,1,1
726,CINROI,2,2
727,XUXCOK,1,1
728,HEDJOP,1,1
729,XAFSAY,1,1
730,COWXUH,2,2
731,AUDETC,3,3
732,XIWNOH,2,2
733,XEKKOP,3,3
734,LASVUA,1,1
735,ESOCIA,1,1
736,FAQSEY,3,3
737,HUMFOK,3,3
738,XITKOA,2,2
739,FUVLEQ,1,1
740,SOVBAH,3,3
741,IKIBUC,1,1
742,JEMZAD,2,2
743,GOPQIL,3,3
744,XEDQAA,2,2
745,BOFXOK,3,3
746,KIWKAE,2,2
747,AKERUD,2,2
748,GANFEI,2,2
749,LUFNUX,3,3
750,QIXNUG,1,1
751,HUKGUS,1,1
752,VALBER,3,3
753,DOZSET,1,1
754,OCUSOW,3,3
755,WURBOC,2,2
756,AFORIW,2,2
757,SADMES,1,1
758,XOVTIM,2,2
759,OGOFUM,2,2
760,PESVEO,2,2
761,KOCXIK,2,2
762,QAMDEN,2,2
763,KECTOE,3,3
764,VAZWEY,3,3
765,KUMHIK,2,2
766,WELMUX,2,2
767,ZATMEM,3,3
768,UKONUD,2,2
769,YUXVUJ,3,3
770,SITDIM,1,1
771,SINWIW,3,3
772,PUWFIY,2,2
773,PUNGIP,3,3
774,GOFMAR,1,1
775,KILKEV,2,2
776,RIXGUA,3,3
777,ZIHBIB,1,1
778,DEVBUF,1,1
779,HAXPAA,1,1
780,GIXBEX,2,2
781,DEYMAV,3,3
782,OWETAM,3,3
783,NOWWOO,1,1
784,BIBTOX,2,2
785,LOMDEY,3,3
786,BISQIF,3,3
787,SUYXIW,1,1
788,FEKXUS,1,1
789,XACBAI,1,1
790,GEQYIN,3,3
791,RALNEB,1,1
792,BIQYEI,3,3
793,CALKAC,2,2
794,SEWSOC,2,2
795,XOGSUH,2,2
796,JOLKOO,1,1
797,MIZKAH,2,2
798,AZEGAQ,1,1
799,TUGNUF,3,3
800,IJIKEU,1,1
801,BEJWUI,2,2
802,KAYZAM,3,3
803,FOKXEJ,3,3
804,CIQGOY,3,3
805,AWONUW,1,1
806,FAJHUX,1,1
807,TONBED,1,1
808,MIVSIV,3,3
809,VOYJEY,1,1
810,SIWDUY,3,3
811,HESRAB,2,2
812,KADGOM,3,3
813,BOSJUR,3,3
814,DEBMEE,3,3
815,BUXYIE,2,2
816,XONQOH,3,3
817,ZIYYEL,3,3
818,QUWFIY,3,3
819,EXEVEJ,2,2
820,PAGHOV,2,2
821,YUGCUZ,2,2
822,IHIZUV,2,2
823,KAMYEF,2,2
824,POWFOW,1,1
825,GEKCAA,2,2
826,XIJTEQ,2,2
827,CUKJID,2,2
828,IVAQEE,1,1
829,WUGLEQ,3,3
830,ISENUR,3,3
831,OPIGIG,1,1
832,LIXTOB,3,3
833,FAVXUV,3,3
834,IQACIP,1,1
835,QUGNAI,3,3
836,WAYKIQ,2,2
837,JURCAC,2,2
838,ZELWUI,2,2
839,HEPLUN,1,1
840,BEWQOL,2,2
841,UMALEC,1,1
842,EYOVAQ,3,3
843,GACMII,2,2
844,ACAFUI,3,3
845,EXUKUD,2,2
846,WAQVAO,3,3
847,GARHOW,2,2
848,COPSEG,2,2
849,PESJUS,3,3
850,RIRYAV,3,3
851,LOXSAU,3,3
852,BOZVEU,1,1
853,AZUQAN,1,1
854,COHXON,1,1
855,POZSIG,1,1
856,QEVGEH,1,1
857,WULSIH,3,3
858,IZADES,1,1
859,TISDUX,2,2
860,BESCOV,1,1
861,ACOCIF,3,3
862,FUTCOO,3,3
863,LAWDUL,3,3
864,IHOYUB,3,3
865,WOCYET,3,3
866,HOJCUF,2,2
867,POMKEJ,3,3
868,NAMLIW,3,3
869,DAGVIU,1,1
870,OCIJES,2,2
871,QEFVAY,3,3
872,BASRUL,3,3
873,BESTOL,2,2
874,AROJOG,1,1
875,GUGPON,3,3
876,OVIPAL,1,1
877,ZUZLOY,1,1
878,DIDROZ,1,1
879,CAFPII,2,2
880,WAYBAD,1,1
881,QUNBUZ,1,1
882,NOMSOX,1,1
883,COLTED,3,3
884,KUDVAH,3,3
885,NIJSEH,2,2
886,BAXFIS,2,2
887,TIKQUA,1,1
888,NAHTAR,2,2
889,CUNBEU,2,2
890,GUQPUD,2,2
891,LEHPIZ,2,2
892,LIMTIK,2,2
893,KUQQAP,1,1
894,BUGBEN,1,1
895,FOBFOV,1,1
896,XEYYUW,3,3
897,EKALUY,3,3
898,VOMGOV,3,3
899,JUXHOB,3,3
900,MAHSOG,3,3
901,FIZCAU,3,3
902,EVUSUM,1,1
903,SOFZOD,2,2
904,WOMYEF,2,2
905,BAJHAW,1,1
906,YAFJOG,2,2
907,VIFVEM,3,3
908,DOGPAS,2,2
909,LASSIK,1,1
910,DAMTOA,1,1
911,IVOXOJ,1,1
912,ICEWOD,3,3
913,WOLSOF,3,3
914,PCTHFC,1,1
915,IQAZEF,3,3
916,ANOZEL,1,1
917,ALEBAU,3,3
918,GUSSIZ,1,1
919,HEGZUO,3,3
920,SICLAT,2,2
921,TTAZNP,3,3
922,HIGJIS,3,3
923,CIMBUV,2,2
924,NOXSIF,1,1
925,XABFEM,2,2
926,IMACEG,2,2
927,XOTLAV,2,2
928,BABROO,3,3
929,LOSRET,1,1
930,CENWIC,2,2
931,RAGHEM,3,3
932,KAYSIO,3,3
933,MAYHAV,2,2
934,ORUHUF,3,3
935,OMAZUZ,3,3
936,BAMQOW,1,1
937,ARAMIS,1,1
938,ECIBEY,3,3
939,LUNNEQ,1,1
940,WOSNOH,2,2
941,RIXXUR,3,3
942,MEHHOX,3,3
943,VUWBAS,3,3
944,FEKKAH,2,2
945,VAVYEA,1,1
946,KILTEE,2,2
947,SEWYUQ,3,3
948,XAHKEA,1,1
949,IYAZIT,2,2
950,VIMQOA,2,2
951,COGDOR,2,2
952,VEVDIL,3,3
953,DAFDEW,3,3
954,DIVZIS,3,3
955,TISLUF,2,2
956,MASKOI,1,1
957,GACLAB,1,1
958,MATLIF,3,3
959,HUPDAX,3,3
960,LELXUY,3,3
961,DAKXIZ,3,3
962,DIXTEM,2,2
963,QIPYET,3,3
964,PSEPNJ,3,3
965,WEJDOI,1,1
966,VAWJAH,3,3
967,VIFWOY,2,2
968,LAMTEY,2,2
969,TIRJIQ,3,3
970,VEMQUA,1,1
971,QOZBEO,3,3
972,PIMTOW,3,3
973,NAHLEO,3,3
974,CUKLEA,3,3
975,VEQDIE,3,3
976,JENWAD,3,3
977,LUWSUS,2,2
978,KAJXOL,3,3
979,NRACRH,2,2
980,HOTJUX,3,3
981,LADJOR,3,3
982,GACRIM,2,2
983,YALGOK,3,3
984,KEGYOL,2,2
985,VABMAP,3,3
986,DUHBIR,1,1
987,YILQIW,2,2
988,TAJKUO,1,1
989,SUWNAC,1,1
990,AKOMIX,3,3
991,YAYYAZ,3,3
992,VAYQUH,3,3
993,LEYTEP,3,3
994,XANHEB,3,3
995,ECIJEG,3,3
996,ZUZMEM,2,2
997,MONPIO,1,1
998,YUFJOB,1,1
999,SOBWOZ,1,1
1000,BEPGEK,2,2
1001,VOSYOR,3,3
1002,BEJTEQ,2,2
1003,FEXXAI,1,1
1004,SOQMEQ,3,3
1005,GINXAC,1,1
1006,GIWWOY,2,2
1007,BABTAB,3,3
1008,LOVBOP,3,3
1009,UWOZIQ,3,3
1010,YAKYER,3,3
1011,KAHGAF,1,1
1012,WUWBAS,2,2
1013,DITLOL,1,1
1014,QASTIQ,3,3
1015,UJIKAA,3,3
1016,MOFCOB,1,1
1017,NAVJAV,3,3
1018,XEWTIF,2,2
1019,HINGUK,1,1
1020,HOTQAJ,3,3
1021,NOTJIS,1,1
1022,ZOVBIX,2,2
1023,QOFYUG,1,1
1024,VOZGEY,3,3
1025,JUPCOM,2,2
1026,AFOHUY,3,3
1027,RIQDEB,2,2
1028,FUYYOP,2,2
1029,QUGVET,3,3
1030,OQIHUT,3,3
1031,ADIJAZ,3,3
1032,PIDTOL,2,2
1033,VEGCUI,3,3
1034,NIZDOT,1,1
1035,AYIJUN,3,3
1036,CIJJUA,2,2
1037,QOCJOL,1,1
1038,EFAXEP,3,3
1039,WUTYIU,3,3
1040,LEPCEQ,1,1
1041,WENCUR,1,1
1042,QOCSAE,3,3
1043,DONHEU,1,1
1044,MIZCAA,3,3
1045,WUSGAS,1,1
1046,HUKCAR,2,2
1047,HIHQOI,1,1
1048,KAYRAD,2,2
1049,ZACSEE,2,2
1050,CONZEN,1,1
1051,DUKNAY,2,2
1052,INOZOC,3,3
1053,MOBSUT,3,3
1054,QOWYOS,1,1
1055,TAYMOX,2,2
1056,HERGIY,1,1
1057,TOJFOP,3,3
1058,NITJAB,2,2
1059,MAJJOW,3,3
1060,XITSIC,1,1
1061,FAVLET,1,1
1062,DEWKOI,3,3
1063,KOJBUI,1,1
1064,KATWAH,1,1
1065,ZOBXAR,3,3
1066,WALCOF,1,1
1067,CIZWEO,2,2
1068,MIXRAO,1,1
1069,AXENUO,3,3
1070,IDAXES,3,3
1071,NAPPOK,3,3
1072,BEGMUV,1,1
1073,XIWVIJ,1,1
1074,YUQLIH,3,3
1075,MALWED,2,2
1076,NAJCOQ,1,1
1077,ZIZJOK,2,2
1078,IGUDET,1,1
1079,HUFQAD,1,1
1080,NIKXEK,1,1
1081,ETUCOM,3,3
1082,LALGAG,3,3
1083,ECUZEI,3,3
