,index_in_df,id,size,cluster
10,1773,(w2-gp(w5-gp(w14-gp(w14-gp(w15-gp(w14-gp(w2-gp(w3-gp(w3-gp(w14-gp(w1-gp55-tp3-num1)-tp9-num1)-tp19-num1)-tp3-num1)-tp3-num1)-tp15-num1)-tp6-num2)-tp6-num1)-tp6-num2)-tp6-num2)-tp17-num1),12,1
11,1811,(w3-gp(w6-gp(w7-gp(w10-gp(w8-gp(w14-gp(w2-gp(w3-gp(w3-gp(w14-gp(w1-gp55-tp3-num1)-tp9-num1)-tp19-num1)-tp3-num1)-tp3-num1)-tp9-num1)-tp6-num2)-tp6-num1)-tp17-num1)-tp6-num1)-tp6-num1),12,1
12,1876,(w5-gp(w4-gp(w7-gp(w10-gp(w8-gp(w14-gp(w2-gp(w3-gp(w3-gp(w14-gp(w1-gp55-tp3-num1)-tp9-num1)-tp19-num1)-tp3-num1)-tp3-num1)-tp9-num1)-tp6-num2)-tp6-num1)-tp6-num2)-tp6-num2)-tp17-num1),12,1
13,1877,(w5-gp(w4-gp(w7-gp(w10-gp(w8-gp(w14-gp(w2-gp(w3-gp(w3-gp(w14-gp(w1-gp55-tp3-num1)-tp9-num1)-tp19-num1)-tp3-num1)-tp3-num1)-tp9-num1)-tp6-num2)-tp6-num1)-tp6-num2)-tp6-num2)-tp17-num2),12,1
14,1901,(w6-gp(w4-gp(w7-gp(w10-gp(w8-gp(w14-gp(w2-gp(w3-gp(w3-gp(w14-gp(w1-gp55-tp3-num1)-tp9-num1)-tp19-num1)-tp3-num1)-tp3-num1)-tp9-num1)-tp6-num2)-tp6-num1)-tp6-num2)-tp17-num1)-tp6-num1),12,1
15,1930,(w7-gp(w4-gp(w7-gp(w10-gp(w8-gp(w14-gp(w2-gp(w3-gp(w3-gp(w14-gp(w1-gp55-tp3-num1)-tp9-num1)-tp19-num1)-tp3-num1)-tp3-num1)-tp9-num1)-tp6-num2)-tp6-num1)-tp6-num2)-tp6-num1)-tp17-num1),12,1
16,402,(w2-gp(w13-gp(w6-gp(w15-gp(w12-gp(w7-gp(w3-gp(w14-gp(w1-gp55-tp3-num1)-tp9-num1)-tp12-num1)-tp3-num1)-tp3-num1)-tp9-num2)-tp6-num3)-tp6-num1)-tp3242-num1),10,2
17,436,(w2-gp(w4-gp(w3-gp(w11-gp(w12-gp(w7-gp(w3-gp(w14-gp(w1-gp55-tp3-num1)-tp9-num1)-tp12-num1)-tp15-num1)-tp3-num1)-tp3-num1)-tp6-num1)-tp6-num1)-tp3242-num1),10,2
18,576,(w5-gp(w5-gp(w5-gp(w11-gp(w12-gp(w7-gp(w3-gp(w14-gp(w1-gp55-tp3-num1)-tp9-num1)-tp12-num1)-tp15-num1)-tp3-num1)-tp9-num2)-tp6-num1)-tp6-num1)-tp3242-num1),10,2
19,611,(w6-gp(w15-gp(w15-gp(w15-gp(w12-gp(w7-gp(w3-gp(w14-gp(w1-gp55-tp3-num1)-tp9-num1)-tp12-num1)-tp3-num1)-tp3-num1)-tp6-num2)-tp6-num1)-tp6-num1)-tp3242-num1),10,2
20,715,(w8-gp(w15-gp(w6-gp(w15-gp(w12-gp(w7-gp(w3-gp(w14-gp(w1-gp55-tp3-num1)-tp9-num1)-tp12-num1)-tp3-num1)-tp3-num1)-tp9-num2)-tp6-num1)-tp6-num1)-tp3242-num1),10,2
21,726,(w8-gp(w15-gp(w6-gp(w15-gp(w12-gp(w7-gp(w3-gp(w14-gp(w1-gp55-tp3-num1)-tp9-num1)-tp12-num1)-tp3-num1)-tp3-num1)-tp9-num2)-tp6-num1)-tp6-num2)-tp3242-num1),10,2
22,984,(w13-gp(w2-gp(w13-gp(w6-gp(w15-gp(w12-gp(w7-gp(w3-gp(w14-gp(w1-gp55-tp3-num1)-tp9-num1)-tp12-num1)-tp3-num1)-tp3-num1)-tp9-num2)-tp6-num3)-tp6-num1)-tp3242-num1)-tp6-num1),11,2
23,1128,(w2-gp(w2-gp(w13-gp(w6-gp(w15-gp(w12-gp(w7-gp(w3-gp(w14-gp(w1-gp55-tp3-num1)-tp9-num1)-tp12-num1)-tp3-num1)-tp3-num1)-tp9-num2)-tp6-num3)-tp6-num1)-tp6-num2)-tp3242-num1),11,2
24,1467,(w1-gp(w2-gp(w12-gp(w1-gp(w1-gp(w1-gp(w1-gp(w1-gp(w1-gp(w1-gp(w1-gp55-tp13-num1)-tp3-num1)-tp3-num1)-tp3-num1)-tp3-num1)-tp3-num1)-tp9-num1)-tp6-num1)-tp6-num1)-tp9-num1)-tp19-num1),12,3
25,1694,(w14-gp(w8-gp(w12-gp(w1-gp(w1-gp(w1-gp(w1-gp(w1-gp(w1-gp(w1-gp(w1-gp55-tp13-num1)-tp3-num1)-tp3-num1)-tp3-num1)-tp3-num1)-tp3-num1)-tp9-num1)-tp6-num1)-tp6-num2)-tp6-num1)-tp19-num1),12,3
26,1700,(w14-gp(w8-gp(w4-gp(w4-gp(w1-gp(w1-gp(w1-gp(w1-gp(w1-gp(w1-gp(w1-gp55-tp13-num1)-tp3-num1)-tp3-num1)-tp3-num1)-tp3-num1)-tp6-num1)-tp9-num1)-tp6-num1)-tp6-num1)-tp9-num1)-tp19-num1),12,3
27,1905,(w6-gp(w8-gp(w12-gp(w1-gp(w1-gp(w1-gp(w1-gp(w1-gp(w1-gp(w1-gp(w1-gp55-tp13-num1)-tp3-num1)-tp3-num1)-tp3-num1)-tp3-num1)-tp3-num1)-tp9-num1)-tp6-num1)-tp6-num2)-tp6-num2)-tp19-num1),12,3
28,218,(w12-gp(w2-gp(w3-gp(w11-gp(w12-gp(w7-gp(w3-gp(w14-gp(w1-gp55-tp3-num1)-tp9-num1)-tp12-num1)-tp15-num1)-tp3-num1)-tp3-num1)-tp9-num1)-tp6-num1)-tp17-num1),10,4
29,285,(w13-gp(w12-gp(w9-gp(w15-gp(w12-gp(w7-gp(w3-gp(w14-gp(w1-gp55-tp3-num1)-tp9-num1)-tp12-num1)-tp3-num1)-tp3-num1)-tp9-num1)-tp9-num1)-tp6-num1)-tp17-num1),10,4
30,630,(w6-gp(w8-gp(w6-gp(w15-gp(w12-gp(w7-gp(w3-gp(w14-gp(w1-gp55-tp3-num1)-tp9-num1)-tp12-num1)-tp3-num1)-tp3-num1)-tp9-num2)-tp9-num1)-tp6-num2)-tp17-num1),10,4
31,771,(w9-gp(w8-gp(w6-gp(w15-gp(w12-gp(w7-gp(w3-gp(w14-gp(w1-gp55-tp3-num1)-tp9-num1)-tp12-num1)-tp3-num1)-tp3-num1)-tp9-num2)-tp9-num1)-tp6-num1)-tp17-num1),10,4
32,954,(w12-gp(w6-gp(w8-gp(w6-gp(w15-gp(w12-gp(w7-gp(w3-gp(w14-gp(w1-gp55-tp3-num1)-tp9-num1)-tp12-num1)-tp3-num1)-tp3-num1)-tp9-num2)-tp9-num1)-tp6-num2)-tp17-num1)-tp6-num1),11,4
33,1111,(w15-gp(w9-gp(w8-gp(w6-gp(w15-gp(w12-gp(w7-gp(w3-gp(w14-gp(w1-gp55-tp3-num1)-tp9-num1)-tp12-num1)-tp3-num1)-tp3-num1)-tp9-num2)-tp9-num1)-tp6-num1)-tp6-num2)-tp17-num1),11,4
34,1214,(w4-gp(w13-gp(w12-gp(w9-gp(w15-gp(w12-gp(w7-gp(w3-gp(w14-gp(w1-gp55-tp3-num1)-tp9-num1)-tp12-num1)-tp3-num1)-tp3-num1)-tp9-num1)-tp9-num1)-tp6-num1)-tp6-num2)-tp17-num1),11,4
35,1464,(w1-gp(w15-gp(w9-gp(w8-gp(w6-gp(w15-gp(w12-gp(w7-gp(w3-gp(w14-gp(w1-gp55-tp3-num1)-tp9-num1)-tp12-num1)-tp3-num1)-tp3-num1)-tp9-num2)-tp9-num1)-tp6-num1)-tp6-num2)-tp17-num1)-tp6-num1),12,4
36,1530,(w10-gp(w5-gp(w6-gp(w8-gp(w5-gp(w11-gp(w12-gp(w7-gp(w3-gp(w14-gp(w1-gp55-tp3-num1)-tp9-num1)-tp12-num1)-tp15-num1)-tp3-num1)-tp9-num2)-tp9-num1)-tp6-num1)-tp6-num2)-tp17-num1)-tp6-num1),12,4
37,1712,(w15-gp(w12-gp(w6-gp(w8-gp(w6-gp(w15-gp(w12-gp(w7-gp(w3-gp(w14-gp(w1-gp55-tp3-num1)-tp9-num1)-tp12-num1)-tp3-num1)-tp3-num1)-tp9-num2)-tp9-num1)-tp6-num2)-tp17-num1)-tp6-num1)-tp6-num1),12,4
38,396,(w2-gp(w13-gp(w6-gp(w15-gp(w12-gp(w7-gp(w3-gp(w14-gp(w1-gp55-tp3-num1)-tp9-num1)-tp12-num1)-tp3-num1)-tp3-num1)-tp9-num2)-tp6-num3)-tp6-num1)-tp1166-num1),10,5
39,430,(w2-gp(w4-gp(w3-gp(w11-gp(w12-gp(w7-gp(w3-gp(w14-gp(w1-gp55-tp3-num1)-tp9-num1)-tp12-num1)-tp15-num1)-tp3-num1)-tp3-num1)-tp6-num1)-tp6-num1)-tp1166-num1),10,5
40,570,(w5-gp(w5-gp(w5-gp(w11-gp(w12-gp(w7-gp(w3-gp(w14-gp(w1-gp55-tp3-num1)-tp9-num1)-tp12-num1)-tp15-num1)-tp3-num1)-tp9-num2)-tp6-num1)-tp6-num1)-tp1166-num1),10,5
41,605,(w6-gp(w15-gp(w15-gp(w15-gp(w12-gp(w7-gp(w3-gp(w14-gp(w1-gp55-tp3-num1)-tp9-num1)-tp12-num1)-tp3-num1)-tp3-num1)-tp6-num2)-tp6-num1)-tp6-num1)-tp1166-num1),10,5
42,709,(w8-gp(w15-gp(w6-gp(w15-gp(w12-gp(w7-gp(w3-gp(w14-gp(w1-gp55-tp3-num1)-tp9-num1)-tp12-num1)-tp3-num1)-tp3-num1)-tp9-num2)-tp6-num1)-tp6-num1)-tp1166-num1),10,5
43,720,(w8-gp(w15-gp(w6-gp(w15-gp(w12-gp(w7-gp(w3-gp(w14-gp(w1-gp55-tp3-num1)-tp9-num1)-tp12-num1)-tp3-num1)-tp3-num1)-tp9-num2)-tp6-num1)-tp6-num2)-tp1166-num1),10,5
44,1049,(w14-gp(w2-gp(w13-gp(w6-gp(w15-gp(w12-gp(w7-gp(w3-gp(w14-gp(w1-gp55-tp3-num1)-tp9-num1)-tp12-num1)-tp3-num1)-tp3-num1)-tp9-num2)-tp6-num3)-tp6-num1)-tp1166-num1)-tp6-num1),11,5
45,1122,(w2-gp(w2-gp(w13-gp(w6-gp(w15-gp(w12-gp(w7-gp(w3-gp(w14-gp(w1-gp55-tp3-num1)-tp9-num1)-tp12-num1)-tp3-num1)-tp3-num1)-tp9-num2)-tp6-num3)-tp6-num1)-tp6-num2)-tp1166-num1),11,5
46,408,(w2-gp(w13-gp(w6-gp(w15-gp(w12-gp(w7-gp(w3-gp(w14-gp(w1-gp55-tp3-num1)-tp9-num1)-tp12-num1)-tp3-num1)-tp3-num1)-tp9-num2)-tp6-num3)-tp6-num1)-tp6787-num1),10,6
47,440,(w2-gp(w4-gp(w3-gp(w11-gp(w12-gp(w7-gp(w3-gp(w14-gp(w1-gp55-tp3-num1)-tp9-num1)-tp12-num1)-tp15-num1)-tp3-num1)-tp3-num1)-tp6-num1)-tp6-num1)-tp6787-num1),10,6
48,580,(w5-gp(w5-gp(w5-gp(w11-gp(w12-gp(w7-gp(w3-gp(w14-gp(w1-gp55-tp3-num1)-tp9-num1)-tp12-num1)-tp15-num1)-tp3-num1)-tp9-num2)-tp6-num1)-tp6-num1)-tp6787-num1),10,6
49,615,(w6-gp(w15-gp(w15-gp(w15-gp(w12-gp(w7-gp(w3-gp(w14-gp(w1-gp55-tp3-num1)-tp9-num1)-tp12-num1)-tp3-num1)-tp3-num1)-tp6-num2)-tp6-num1)-tp6-num1)-tp6787-num1),10,6
50,719,(w8-gp(w15-gp(w6-gp(w15-gp(w12-gp(w7-gp(w3-gp(w14-gp(w1-gp55-tp3-num1)-tp9-num1)-tp12-num1)-tp3-num1)-tp3-num1)-tp9-num2)-tp6-num1)-tp6-num1)-tp6787-num1),10,6
51,731,(w8-gp(w15-gp(w6-gp(w15-gp(w12-gp(w7-gp(w3-gp(w14-gp(w1-gp55-tp3-num1)-tp9-num1)-tp12-num1)-tp3-num1)-tp3-num1)-tp9-num2)-tp6-num1)-tp6-num2)-tp6787-num1),10,6
52,1133,(w2-gp(w2-gp(w13-gp(w6-gp(w15-gp(w12-gp(w7-gp(w3-gp(w14-gp(w1-gp55-tp3-num1)-tp9-num1)-tp12-num1)-tp3-num1)-tp3-num1)-tp9-num2)-tp6-num3)-tp6-num1)-tp6-num2)-tp6787-num1),11,6
53,1375,(w8-gp(w2-gp(w13-gp(w6-gp(w15-gp(w12-gp(w7-gp(w3-gp(w14-gp(w1-gp55-tp3-num1)-tp9-num1)-tp12-num1)-tp3-num1)-tp3-num1)-tp9-num2)-tp6-num3)-tp6-num1)-tp6787-num1)-tp6-num1),11,6
54,230,(w12-gp(w3-gp(w4-gp(w5-gp(w9-gp(w15-gp(w3-gp(w14-gp(w1-gp55-tp3-num1)-tp9-num1)-tp458-num1)-tp3-num1)-tp3-num1)-tp3-num1)-tp6-num2)-tp6-num1)-tp658-num1),10,7
55,781,(w9-gp(w9-gp(w4-gp(w5-gp(w9-gp(w15-gp(w3-gp(w14-gp(w1-gp55-tp3-num1)-tp9-num1)-tp458-num1)-tp3-num1)-tp3-num1)-tp3-num1)-tp6-num1)-tp6-num1)-tp658-num1),10,7
56,931,(w12-gp(w12-gp(w3-gp(w4-gp(w5-gp(w9-gp(w15-gp(w3-gp(w14-gp(w1-gp55-tp3-num1)-tp9-num1)-tp458-num1)-tp3-num1)-tp3-num1)-tp3-num1)-tp6-num2)-tp6-num1)-tp6-num2)-tp658-num1),11,7
57,1474,(w1-gp(w4-gp(w12-gp(w3-gp(w4-gp(w5-gp(w9-gp(w15-gp(w3-gp(w14-gp(w1-gp55-tp3-num1)-tp9-num1)-tp458-num1)-tp3-num1)-tp3-num1)-tp3-num1)-tp6-num2)-tp6-num1)-tp6-num1)-tp9-num1)-tp658-num1),12,7
58,1501,(w10-gp(w12-gp(w12-gp(w3-gp(w4-gp(w5-gp(w9-gp(w15-gp(w3-gp(w14-gp(w1-gp55-tp3-num1)-tp9-num1)-tp458-num1)-tp3-num1)-tp3-num1)-tp3-num1)-tp6-num2)-tp6-num1)-tp6-num2)-tp6-num1)-tp658-num1),12,7
59,169,(w11-gp(w9-gp(w11-gp(w11-gp(w2-gp(w14-gp(w3-gp(w14-gp(w1-gp55-tp3-num1)-tp9-num1)-tp0-num1)-tp3-num1)-tp6-num1)-tp15-num1)-tp9-num1)-tp6-num1)-tp24-num1),10,8
60,673,(w7-gp(w12-gp(w12-gp(w11-gp(w2-gp(w14-gp(w3-gp(w14-gp(w1-gp55-tp3-num1)-tp9-num1)-tp0-num1)-tp3-num1)-tp6-num1)-tp3-num1)-tp9-num1)-tp6-num1)-tp24-num1),10,8
61,1033,(w14-gp(w11-gp(w9-gp(w11-gp(w11-gp(w2-gp(w14-gp(w3-gp(w14-gp(w1-gp55-tp3-num1)-tp9-num1)-tp0-num1)-tp3-num1)-tp6-num1)-tp15-num1)-tp9-num1)-tp6-num1)-tp24-num1)-tp6-num1),11,8
62,1243,(w4-gp(w7-gp(w12-gp(w12-gp(w11-gp(w2-gp(w14-gp(w3-gp(w14-gp(w1-gp55-tp3-num1)-tp9-num1)-tp0-num1)-tp3-num1)-tp6-num1)-tp3-num1)-tp9-num1)-tp6-num1)-tp24-num1)-tp6-num1),11,8
63,1560,(w11-gp(w14-gp(w11-gp(w9-gp(w11-gp(w11-gp(w2-gp(w14-gp(w3-gp(w14-gp(w1-gp55-tp3-num1)-tp9-num1)-tp0-num1)-tp3-num1)-tp6-num1)-tp15-num1)-tp9-num1)-tp6-num1)-tp24-num1)-tp6-num1)-tp9-num1),12,8
64,1719,(w15-gp(w4-gp(w7-gp(w12-gp(w12-gp(w11-gp(w2-gp(w14-gp(w3-gp(w14-gp(w1-gp55-tp3-num1)-tp9-num1)-tp0-num1)-tp3-num1)-tp6-num1)-tp3-num1)-tp9-num1)-tp6-num1)-tp24-num1)-tp6-num1)-tp9-num1),12,8
65,20,(w1-gp(w11-gp(w14-gp(w7-gp(w6-gp(w10-gp(w3-gp(w14-gp(w1-gp55-tp3-num1)-tp9-num1)-tp68-num1)-tp3-num1)-tp3-num1)-tp9-num2)-tp6-num1)-tp6-num2)-tp2355-num1),10,9
66,68,(w1-gp(w7-gp(w5-gp(w7-gp(w12-gp(w10-gp(w3-gp(w14-gp(w1-gp55-tp3-num1)-tp9-num1)-tp68-num1)-tp15-num1)-tp3-num1)-tp3-num1)-tp6-num1)-tp6-num1)-tp2355-num1),10,9
67,99,(w10-gp(w12-gp(w14-gp(w7-gp(w6-gp(w10-gp(w3-gp(w14-gp(w1-gp55-tp3-num1)-tp9-num1)-tp68-num1)-tp3-num1)-tp3-num1)-tp9-num2)-tp6-num2)-tp6-num1)-tp2355-num1),10,9
68,388,(w2-gp(w11-gp(w14-gp(w7-gp(w6-gp(w10-gp(w3-gp(w14-gp(w1-gp55-tp3-num1)-tp9-num1)-tp68-num1)-tp3-num1)-tp3-num1)-tp9-num2)-tp6-num1)-tp6-num1)-tp2355-num1),10,9
69,643,(w7-gp(w1-gp(w4-gp(w7-gp(w12-gp(w10-gp(w3-gp(w14-gp(w1-gp55-tp3-num1)-tp9-num1)-tp68-num1)-tp15-num1)-tp3-num1)-tp9-num2)-tp6-num1)-tp6-num1)-tp2355-num1),10,9
70,1023,(w14-gp(w10-gp(w12-gp(w14-gp(w7-gp(w6-gp(w10-gp(w3-gp(w14-gp(w1-gp55-tp3-num1)-tp9-num1)-tp68-num1)-tp3-num1)-tp3-num1)-tp9-num2)-tp6-num2)-tp6-num1)-tp6-num2)-tp2355-num1),11,9
71,1359,(w8-gp(w10-gp(w12-gp(w14-gp(w7-gp(w6-gp(w10-gp(w3-gp(w14-gp(w1-gp55-tp3-num1)-tp9-num1)-tp68-num1)-tp3-num1)-tp3-num1)-tp9-num2)-tp6-num2)-tp6-num1)-tp2355-num1)-tp6-num1),11,9
72,227,(w12-gp(w3-gp(w4-gp(w5-gp(w9-gp(w15-gp(w3-gp(w14-gp(w1-gp55-tp3-num1)-tp9-num1)-tp458-num1)-tp3-num1)-tp3-num1)-tp3-num1)-tp6-num2)-tp6-num1)-tp1346-num1),10,10
73,779,(w9-gp(w9-gp(w4-gp(w5-gp(w9-gp(w15-gp(w3-gp(w14-gp(w1-gp55-tp3-num1)-tp9-num1)-tp458-num1)-tp3-num1)-tp3-num1)-tp3-num1)-tp6-num1)-tp6-num1)-tp1346-num1),10,10
74,929,(w12-gp(w12-gp(w3-gp(w4-gp(w5-gp(w9-gp(w15-gp(w3-gp(w14-gp(w1-gp55-tp3-num1)-tp9-num1)-tp458-num1)-tp3-num1)-tp3-num1)-tp3-num1)-tp6-num2)-tp6-num1)-tp6-num2)-tp1346-num1),11,10
75,1473,(w1-gp(w4-gp(w12-gp(w3-gp(w4-gp(w5-gp(w9-gp(w15-gp(w3-gp(w14-gp(w1-gp55-tp3-num1)-tp9-num1)-tp458-num1)-tp3-num1)-tp3-num1)-tp3-num1)-tp6-num2)-tp6-num1)-tp6-num1)-tp9-num1)-tp1346-num1),12,10
76,1500,(w10-gp(w12-gp(w12-gp(w3-gp(w4-gp(w5-gp(w9-gp(w15-gp(w3-gp(w14-gp(w1-gp55-tp3-num1)-tp9-num1)-tp458-num1)-tp3-num1)-tp3-num1)-tp3-num1)-tp6-num2)-tp6-num1)-tp6-num2)-tp6-num1)-tp1346-num1),12,10
77,1051,(w14-gp(w2-gp(w13-gp(w6-gp(w15-gp(w12-gp(w7-gp(w3-gp(w14-gp(w1-gp55-tp3-num1)-tp9-num1)-tp12-num1)-tp3-num1)-tp3-num1)-tp9-num2)-tp6-num3)-tp6-num1)-tp6-num1)-tp6-num1),11,11
78,1077,(w15-gp(w11-gp(w14-gp(w2-gp(w14-gp(w12-gp(w7-gp(w3-gp(w14-gp(w1-gp55-tp3-num1)-tp9-num1)-tp12-num1)-tp3-num1)-tp6-num1)-tp3-num1)-tp9-num1)-tp6-num1)-tp6-num1)-tp6-num1),11,11
79,1245,(w4-gp(w8-gp(w15-gp(w6-gp(w15-gp(w12-gp(w7-gp(w3-gp(w14-gp(w1-gp55-tp3-num1)-tp9-num1)-tp12-num1)-tp3-num1)-tp3-num1)-tp9-num2)-tp6-num1)-tp6-num1)-tp6-num1)-tp6-num1),11,11
80,1311,(w6-gp(w8-gp(w15-gp(w6-gp(w15-gp(w12-gp(w7-gp(w3-gp(w14-gp(w1-gp55-tp3-num1)-tp9-num1)-tp12-num1)-tp3-num1)-tp3-num1)-tp9-num2)-tp6-num1)-tp6-num2)-tp6-num1)-tp6-num1),11,11
81,1540,(w10-gp(w6-gp(w6-gp(w8-gp(w6-gp(w15-gp(w12-gp(w7-gp(w3-gp(w14-gp(w1-gp55-tp3-num1)-tp9-num1)-tp12-num1)-tp3-num1)-tp3-num1)-tp9-num2)-tp9-num1)-tp6-num2)-tp6-num2)-tp6-num1)-tp6-num1),12,11
82,1579,(w11-gp(w6-gp(w2-gp(w4-gp(w3-gp(w11-gp(w12-gp(w7-gp(w3-gp(w14-gp(w1-gp55-tp3-num1)-tp9-num1)-tp12-num1)-tp15-num1)-tp3-num1)-tp3-num1)-tp6-num1)-tp6-num1)-tp6-num1)-tp9-num1)-tp6-num1),12,11
83,1622,(w12-gp(w15-gp(w9-gp(w8-gp(w6-gp(w15-gp(w12-gp(w7-gp(w3-gp(w14-gp(w1-gp55-tp3-num1)-tp9-num1)-tp12-num1)-tp3-num1)-tp3-num1)-tp9-num2)-tp9-num1)-tp6-num1)-tp6-num2)-tp6-num1)-tp6-num1),12,11
84,1650,(w13-gp(w2-gp(w2-gp(w13-gp(w6-gp(w15-gp(w12-gp(w7-gp(w3-gp(w14-gp(w1-gp55-tp3-num1)-tp9-num1)-tp12-num1)-tp3-num1)-tp3-num1)-tp9-num2)-tp6-num3)-tp6-num1)-tp6-num2)-tp6-num1)-tp6-num1),12,11
85,1651,(w13-gp(w2-gp(w2-gp(w13-gp(w6-gp(w15-gp(w12-gp(w7-gp(w3-gp(w14-gp(w1-gp55-tp3-num1)-tp9-num1)-tp12-num1)-tp3-num1)-tp3-num1)-tp9-num2)-tp6-num3)-tp6-num1)-tp6-num2)-tp6-num1)-tp6-num2),12,11
86,1660,(w13-gp(w8-gp(w12-gp(w2-gp(w3-gp(w11-gp(w12-gp(w7-gp(w3-gp(w14-gp(w1-gp55-tp3-num1)-tp9-num1)-tp12-num1)-tp15-num1)-tp3-num1)-tp3-num1)-tp9-num1)-tp6-num1)-tp6-num2)-tp6-num1)-tp6-num1),12,11
87,1662,(w13-gp(w8-gp(w6-gp(w15-gp(w15-gp(w15-gp(w12-gp(w7-gp(w3-gp(w14-gp(w1-gp55-tp3-num1)-tp9-num1)-tp12-num1)-tp3-num1)-tp3-num1)-tp6-num2)-tp6-num1)-tp6-num1)-tp6-num1)-tp9-num1)-tp6-num1),12,11
88,1775,(w2-gp(w6-gp(w8-gp(w15-gp(w6-gp(w15-gp(w12-gp(w7-gp(w3-gp(w14-gp(w1-gp55-tp3-num1)-tp9-num1)-tp12-num1)-tp3-num1)-tp3-num1)-tp9-num2)-tp6-num1)-tp6-num2)-tp6-num1)-tp9-num1)-tp6-num1),12,11
89,1808,(w3-gp(w4-gp(w2-gp(w4-gp(w15-gp(w15-gp(w12-gp(w7-gp(w3-gp(w14-gp(w1-gp55-tp3-num1)-tp9-num1)-tp12-num1)-tp3-num1)-tp3-num1)-tp6-num2)-tp9-num1)-tp6-num1)-tp6-num2)-tp6-num1)-tp6-num1),12,11
90,1957,(w8-gp(w4-gp(w8-gp(w15-gp(w6-gp(w15-gp(w12-gp(w7-gp(w3-gp(w14-gp(w1-gp55-tp3-num1)-tp9-num1)-tp12-num1)-tp3-num1)-tp3-num1)-tp9-num2)-tp6-num1)-tp6-num1)-tp6-num1)-tp9-num1)-tp6-num1),12,11
91,1981,(w9-gp(w15-gp(w11-gp(w14-gp(w2-gp(w14-gp(w12-gp(w7-gp(w3-gp(w14-gp(w1-gp55-tp3-num1)-tp9-num1)-tp12-num1)-tp3-num1)-tp6-num1)-tp3-num1)-tp9-num1)-tp6-num1)-tp6-num1)-tp9-num1)-tp6-num1),12,11
92,249,(w12-gp(w6-gp(w4-gp(w15-gp(w2-gp(w14-gp(w3-gp(w14-gp(w1-gp55-tp3-num1)-tp9-num1)-tp0-num1)-tp3-num1)-tp3-num1)-tp3-num1)-tp6-num2)-tp6-num1)-tp658-num1),10,12
