,v1,v2
321,109,69
322,109,502
323,114,23
324,114,251
325,114,253
326,114,276
327,114,343
328,114,359
329,116,58
330,116,264
331,117,129
332,117,325
333,117,471
334,120,53
335,120,145
336,121,11
337,121,20
338,121,22
339,121,46
340,121,62
341,121,64
342,121,66
343,121,77
344,121,88
345,121,89
346,121,124
347,121,134
348,121,140
349,121,144
350,121,158
351,121,166
352,121,181
353,121,183
354,121,197
355,121,283
356,121,299
357,121,459
358,121,476
359,121,509
360,122,24
361,122,63
362,122,81
363,122,107
364,122,385
365,122,418
366,122,440
367,122,463
368,122,475
369,124,192
370,125,41
371,125,59
372,125,118
373,125,162
374,125,210
375,125,211
376,125,217
377,125,236
378,125,237
379,125,257
380,125,414
381,125,461
382,125,464
383,125,472
384,127,119
385,128,23
386,128,114
387,128,251
388,128,253
389,128,276
390,128,312
391,128,320
392,128,343
393,128,359
394,128,468
395,130,19
396,130,91
397,130,428
398,131,8
399,131,23
400,131,45
401,131,148
402,131,233
403,131,274
404,131,306
405,131,468
406,134,62
407,135,13
408,135,152
409,135,332
410,135,336
411,135,337
412,135,502
413,139,32
414,139,56
415,139,61
416,139,176
417,139,318
418,139,370
419,142,149
420,142,350
421,142,369
422,143,196
423,143,305
424,143,311
425,143,315
426,143,377
427,143,383
428,143,426
429,143,446
430,145,27
431,145,53
432,145,484
433,146,253
434,147,187
435,147,439
436,148,23
437,148,270
438,148,357
439,150,464
440,151,44
441,151,82
442,151,90
443,151,126
444,151,141
445,151,198
446,151,259
447,151,482
448,152,69
449,152,502
450,153,89
451,154,343
452,155,106
453,155,362
454,155,383
455,156,305
456,157,20
457,159,56
458,159,290
459,159,305
460,160,46
461,160,57
462,160,97
463,160,101
464,160,115
465,160,282
466,160,300
467,160,330
468,160,489
469,160,502
470,163,343
471,164,45
472,164,180
473,164,218
474,164,454
475,164,478
476,165,472
477,166,20
478,166,134
479,166,459
480,167,112
481,167,331
482,167,363
483,167,448
484,170,252
485,171,63
486,171,321
487,171,483
488,172,105
489,172,302
490,172,318
491,173,21
492,173,341
493,174,93
494,174,98
495,174,103
496,174,185
497,174,186
498,175,176
499,175,187
500,175,359
501,175,377
502,178,1
503,178,138
504,178,311
505,179,276
506,180,94
507,180,501
508,180,510
509,182,23
510,182,148
511,182,270
512,183,20
513,183,181
514,183,220
515,184,285
516,184,319
517,184,339
518,184,348
519,185,103
520,185,439
521,189,43
522,189,67
523,189,94
524,189,184
525,189,306
526,189,307
527,189,320
528,189,497
529,190,395
530,190,414
531,190,491
532,191,24
533,191,41
534,191,51
535,191,85
536,191,233
537,193,33
538,193,274
539,194,57
540,195,138
541,195,244
542,195,280
543,195,362
544,197,20
545,197,62
546,197,77
547,197,88
548,197,134
549,197,181
550,197,386
551,198,62
552,198,85
553,198,134
554,198,225
555,198,274
556,199,71
557,199,253
558,201,97
559,202,122
560,202,167
561,202,188
562,202,232
563,202,347
564,202,409
565,202,417
566,203,158
567,205,61
568,205,69
569,205,158
570,205,203
571,205,212
572,205,229
573,205,281
574,205,330
575,206,289
576,206,484
577,207,24
578,207,41
579,207,274
580,208,214
581,208,250
582,208,275
583,209,39
584,209,251
585,217,204
586,217,257
587,219,461
588,221,251
589,222,47
590,222,86
591,222,110
592,222,161
593,222,169
594,222,254
595,222,293
596,222,314
597,222,322
598,222,333
599,222,334
600,222,340
601,223,41
602,223,125
603,223,237
604,225,22
605,225,29
606,225,53
607,225,73
608,225,98
609,225,134
610,225,159
611,225,196
612,225,235
613,225,320
614,225,367
615,225,468
616,225,492
617,225,494
618,227,3
619,227,14
620,227,48
621,227,75
622,227,338
623,227,501
624,227,511
625,231,47
626,231,86
627,231,110
628,231,161
629,231,169
630,231,236
631,231,254
632,232,17
633,232,112
634,232,171
635,232,226
636,232,296
637,235,61
638,236,204
639,236,222
640,236,257
641,236,455
642,237,54
643,237,60
644,237,70
645,237,72
646,237,118
647,237,257
648,237,364
649,241,20
650,241,119
651,241,197
652,241,246
653,241,386
654,241,428
655,242,244
656,242,377
657,245,12
658,245,23
659,245,148
660,245,423
661,246,4
662,246,20
663,246,88
664,246,119
665,246,134
666,246,153
667,246,239
668,246,428
669,246,462
670,246,480
671,246,485
672,247,43
673,247,67
674,247,94
675,247,180
676,247,193
677,247,274
678,247,306
679,247,320
680,247,372
681,247,501
682,247,503
683,247,510
684,249,53
685,249,145
686,249,206
687,249,289
688,252,101
689,252,144
690,252,370
691,252,396
692,252,477
693,252,485
694,255,183
695,255,229
696,255,264
697,257,162
698,257,455
699,260,323
700,262,138
701,263,210
702,263,265
703,266,148
704,266,199
705,266,209
706,266,306
707,266,467
708,266,497
709,268,23
710,268,318
711,269,315
712,271,316
713,272,370
714,272,383
715,274,233
716,274,320
717,280,481
718,282,139
719,282,367
720,284,289
721,286,42
722,286,195
723,286,262
724,286,280
725,286,316
726,286,458
727,290,56
728,291,32
729,291,315
730,291,494
731,292,229
732,294,33
733,294,51
734,294,85
735,294,386
736,299,21
737,299,34
738,299,62
739,299,158
740,299,181
741,299,192
742,299,238
743,301,105
744,301,139
745,301,142
746,301,149
747,301,152
748,301,194
749,301,201
750,301,216
751,301,281
752,301,396
753,301,405
754,301,433
755,301,435
756,303,367
757,304,408
758,306,8
759,306,45
760,306,67
761,306,100
762,306,164
763,306,184
764,306,193
765,306,233
766,306,274
767,306,285
768,306,319
769,306,320
770,306,339
771,306,348
772,306,357
773,306,497
774,306,510
775,307,94
776,307,180
777,307,184
778,307,218
779,307,372
780,307,454
781,307,503
782,308,1
783,308,3
784,308,74
785,308,106
786,308,137
787,309,93
788,309,96
789,310,33
790,310,233
791,310,274
792,310,306
793,310,320
794,312,114
795,316,244
796,320,114
797,320,233
798,320,372
799,324,56
800,324,97
801,324,140
802,324,201
803,324,239
804,324,442
805,326,255
806,326,367
807,327,420
808,330,281
809,332,152
810,335,175
811,337,69
812,337,491
813,342,168
814,342,250
815,342,321
816,342,331
817,342,371
818,342,427
819,344,276
820,345,211
821,345,287
822,346,17
823,346,107
824,346,168
825,347,226
826,347,371
827,347,451
828,350,11
829,350,29
830,350,31
831,350,220
832,358,264
833,361,114
834,361,189
835,361,456
836,367,32
837,367,56
838,367,61
839,367,134
840,373,291
841,376,344
842,380,227
843,391,382
844,391,397
845,392,54
846,392,60
847,392,70
848,392,72
849,392,204
850,392,222
851,392,228
852,392,236
853,392,257
854,392,455
855,396,101
856,398,33
857,398,131
858,402,22
859,402,64
860,402,66
861,402,124
862,402,140
863,402,142
864,402,144
865,402,183
866,402,192
867,402,203
868,402,283
869,402,302
870,402,350
871,402,351
872,402,352
873,402,353
874,402,476
875,405,115
876,406,456
877,408,61
878,408,235
879,408,311
880,409,63
881,409,171
882,409,321
883,411,64
884,411,135
885,412,1
886,412,37
887,412,106
888,412,196
889,412,215
890,412,280
891,412,308
892,412,410
893,412,434
894,412,481
895,413,69
896,419,131
897,419,182
898,421,34
899,421,186
900,422,493
901,424,17
902,424,35
903,424,112
904,424,122
905,424,171
906,424,214
907,424,226
908,424,232
909,424,385
910,424,475
911,437,337
912,443,255
913,444,3
914,444,14
915,444,48
916,444,100
917,444,162
918,444,227
919,444,338
920,445,7
921,445,10
922,445,177
923,447,163
924,449,151
925,450,111
926,450,273
927,453,203
928,457,127
929,458,362
930,459,11
931,459,46
932,465,89
933,465,149
934,465,153
935,465,476
936,466,160
937,466,205
938,466,255
939,466,367
940,467,18
941,467,359
942,467,425
943,468,23
944,468,274
945,468,320
946,473,117
947,473,129
948,474,19
949,474,360
950,475,168
951,475,321
952,475,427
953,476,89
954,476,149
955,479,168
956,479,188
957,479,250
958,479,321
959,479,331
960,479,342
961,479,371
962,479,374
963,479,417
964,479,475
965,486,33
966,486,62
967,486,198
968,489,57
969,489,97
970,489,101
971,489,105
972,489,115
973,489,142
974,489,149
975,489,194
976,489,201
977,489,216
978,489,281
979,489,301
980,489,369
981,489,396
982,489,405
983,489,433
984,489,435
985,492,23
986,492,268
987,492,318
988,492,323
989,494,32
990,495,7
991,495,10
992,495,103
993,495,445
994,497,12
995,497,18
996,497,39
997,497,45
998,497,71
999,497,164
1000,497,478
1001,498,25
1002,498,83
1003,498,84
1004,498,116
1005,498,170
1006,498,246
1007,498,429
1008,505,44
1009,505,82
1010,505,90
1011,505,126
1012,505,141
1013,505,151
1014,505,259
1015,505,482
1016,506,354
1017,507,261
1018,509,11
1019,509,14
1020,509,29
1021,509,31
1022,509,220
1023,509,238
1024,509,299
1025,509,402
1026,510,100
