,v1,v2
494,144,280
495,144,764
496,144,1152
497,146,492
498,146,612
499,146,622
500,146,679
501,146,935
502,146,1059
503,146,1066
504,147,1
505,147,267
506,147,348
507,147,397
508,147,448
509,147,461
510,147,469
511,147,472
512,147,476
513,147,506
514,147,536
515,147,615
516,147,643
517,147,648
518,147,673
519,147,690
520,147,704
521,147,735
522,147,820
523,147,902
524,147,946
525,147,1173
526,147,1387
527,147,1390
528,148,465
529,148,913
530,149,745
531,149,950
532,150,211
533,150,467
534,150,666
535,150,742
536,150,768
537,150,953
538,150,966
539,150,1063
540,150,1076
541,152,204
542,152,269
543,152,532
544,152,686
545,155,404
546,155,527
547,155,1217
548,156,274
549,157,766
550,157,913
551,157,1339
552,158,504
553,158,669
554,158,834
555,158,991
556,159,276
557,159,392
558,159,485
559,159,633
560,160,6
561,160,162
562,160,185
563,160,245
564,160,258
565,160,313
566,160,450
567,160,481
568,160,533
569,160,535
570,160,573
571,160,612
572,160,622
573,160,655
574,160,679
575,160,862
576,160,1305
577,160,1340
578,162,373
579,162,497
580,162,698
581,162,712
582,162,824
583,163,414
584,163,1192
585,164,672
586,165,543
587,166,1058
588,166,1400
589,167,89
590,167,290
591,168,57
592,168,115
593,168,118
594,168,156
595,168,239
596,168,241
597,168,242
598,168,348
599,168,487
600,168,704
601,168,735
602,168,820
603,168,831
604,168,1232
605,169,389
606,169,405
607,169,630
608,169,636
609,169,729
610,169,766
611,169,791
612,169,1054
613,170,491
614,170,734
615,171,59
616,171,248
617,171,536
618,171,604
619,171,643
620,171,648
621,171,1308
622,171,1404
623,172,143
624,172,695
625,172,794
626,173,489
627,173,1174
628,174,31
629,174,406
630,174,1380
631,174,1391
632,175,23
633,175,25
634,175,279
635,175,321
636,175,510
637,175,1049
638,175,1062
639,175,1308
640,176,546
641,176,663
642,176,916
643,176,1021
644,176,1294
645,177,780
646,177,988
647,178,345
648,178,359
649,178,1216
650,179,366
651,179,413
652,179,964
653,179,1280
654,180,531
655,180,886
656,181,71
657,181,304
658,181,945
659,181,1238
660,181,1393
661,183,364
662,183,505
663,183,1284
664,183,1501
665,184,329
666,184,493
667,184,638
668,184,693
669,185,17
670,185,106
671,185,245
672,185,698
673,185,837
674,185,1097
675,186,619
676,187,692
677,188,717
678,188,931
679,188,940
680,188,1328
681,189,420
682,189,958
683,189,1037
684,189,1180
685,189,1384
686,190,603
687,190,717
688,190,764
689,191,545
690,191,1060
691,192,776
692,193,151
693,193,757
694,193,798
695,193,996
696,193,1490
697,194,778
698,194,1213
699,195,1254
700,196,564
701,197,371
702,197,614
703,198,79
704,198,545
705,198,596
706,198,608
707,198,771
708,198,1060
709,198,1135
710,199,277
711,199,365
712,199,540
713,199,619
714,199,1078
715,199,1227
716,199,1265
717,200,284
718,200,558
719,200,901
720,201,823
721,201,973
722,201,1402
723,202,615
724,202,638
725,202,659
726,202,1097
727,202,1270
728,202,1325
729,202,1328
730,203,572
731,203,743
732,204,127
733,204,456
734,204,692
735,205,151
736,205,433
737,205,500
738,205,635
739,205,716
740,205,740
741,205,798
742,205,907
743,205,971
744,205,1341
745,205,1372
746,205,1473
747,205,1490
748,206,301
749,206,791
750,207,608
751,207,771
752,208,587
753,208,729
754,209,910
755,209,1182
756,211,56
757,211,467
758,211,1169
759,212,77
760,212,645
761,212,1037
762,212,1053
763,213,57
764,213,259
765,213,459
766,213,706
767,213,770
768,213,784
769,214,342
770,214,898
771,214,1553
772,216,363
773,216,737
774,216,1194
775,216,1325
776,219,840
777,220,344
778,220,693
779,220,841
780,221,186
781,221,199
782,221,287
783,221,580
784,221,781
785,222,555
786,224,23
787,224,183
788,224,364
789,224,447
790,224,505
791,224,546
792,224,640
793,224,656
794,224,657
795,224,663
796,225,264
797,227,23
798,227,32
799,227,382
800,227,640
801,227,670
802,227,916
803,227,989
804,227,1294
805,227,1501
806,228,1267
807,228,1282
808,230,472
809,230,561
810,230,585
811,230,688
812,230,737
813,230,1194
814,230,1265
815,231,245
816,231,1109
817,231,1553
818,232,177
819,232,267
820,232,499
821,232,719
822,232,780
823,232,988
824,232,1170
825,232,1280
826,233,772
827,233,779
828,233,1493
829,234,545
830,234,1060
831,235,991
832,236,233
833,236,1065
834,237,150
835,237,768
836,238,549
837,240,82
838,240,193
839,245,712
840,245,825
841,247,94
842,247,233
843,247,291
844,247,642
845,247,671
846,247,699
847,247,1065
848,250,23
849,250,25
850,250,304
851,250,321
852,250,447
853,250,505
854,250,510
855,250,550
856,250,1027
857,251,371
858,251,614
859,251,975
860,252,1009
861,252,1213
862,253,161
863,253,214
864,253,267
865,253,328
866,253,413
867,253,432
868,253,719
869,253,964
870,253,988
871,253,1170
872,253,1321
873,253,1387
874,253,1553
875,254,1157
876,255,366
877,255,714
878,255,889
879,256,453
880,256,496
881,257,270
882,257,778
883,258,461
884,260,352
885,260,623
886,260,1002
887,261,291
888,261,699
889,262,587
890,262,729
891,263,626
892,263,666
893,264,1094
894,265,608
895,265,771
896,266,23
897,266,640
898,266,879
899,266,891
900,266,1501
901,267,136
902,267,214
903,267,413
904,267,514
905,267,1387
906,268,34
907,268,423
908,268,611
909,269,692
910,269,955
911,269,1090
912,269,1278
913,270,778
914,270,882
915,271,358
916,271,364
917,272,283
918,272,350
919,272,377
920,272,469
921,272,566
922,272,596
923,272,834
924,272,932
925,272,1125
926,272,1289
927,273,655
928,273,817
929,273,1059
930,275,120
931,275,889
932,275,1302
933,277,1265
934,278,276
935,278,426
936,280,356
937,280,764
938,280,1152
939,281,29
940,281,805
941,281,1069
942,284,1484
943,285,462
944,285,777
945,285,1290
946,287,597
947,287,1227
948,288,66
949,288,295
950,288,825
951,288,1001
952,290,1282
953,291,317
954,291,629
955,291,708
956,292,89
957,292,290
958,292,741
959,293,66
960,293,385
961,294,22
962,294,381
963,297,761
964,297,1134
965,297,1180
966,297,1393
967,298,304
968,298,358
969,298,1062
970,299,229
971,299,289
972,299,456
973,300,796
974,300,1483
975,301,405
976,303,558
977,304,321
978,304,447
979,304,510
980,306,88
981,306,286
982,306,351
983,306,1109
984,307,344
985,308,720
986,309,29
987,309,121
988,309,563
989,309,668
990,309,1101
991,309,1402
992,309,1502
993,310,879
994,310,891
995,311,165
996,311,186
997,311,192
998,311,220
999,311,344
1000,311,369
1001,311,393
1002,311,395
1003,311,455
1004,311,577
1005,311,658
1006,311,742
1007,311,942
1008,311,973
1009,311,1064
1010,311,1275
1011,311,1504
1012,312,102
1013,312,357
1014,312,672
1015,312,1400
1016,313,17
1017,313,245
1018,313,288
1019,313,293
1020,313,355
1021,313,378
1022,313,651
1023,313,712
1024,313,825
1025,313,833
1026,315,1125
1027,317,363
1028,317,688
1029,317,720
1030,318,324
1031,318,548
1032,319,358
1033,319,447
1034,319,505
1035,319,536
1036,319,831
1037,319,1232
1038,321,510
1039,322,79
1040,322,1135
1041,323,315
1042,323,348
1043,323,588
1044,323,622
1045,323,636
1046,323,658
1047,323,689
1048,323,749
1049,323,1000
1050,323,1042
1051,323,1147
1052,323,1173
1053,323,1217
1054,323,1282
1055,323,1314
1056,323,1340
1057,323,1541
1058,325,94
1059,325,642
1060,326,873
1061,327,401
1062,327,516
1063,327,635
1064,327,694
1065,327,716
1066,327,748
1067,327,757
1068,327,907
1069,327,996
1070,327,1128
1071,327,1341
1072,327,1372
1073,329,349
1074,329,493
1075,329,638
1076,329,693
1077,330,56
1078,330,58
1079,330,254
1080,331,216
1081,331,230
1082,331,277
1083,331,317
1084,331,363
1085,331,561
1086,331,588
1087,331,688
1088,331,772
1089,332,427
1090,332,759
1091,332,761
1092,332,958
1093,335,231
1094,335,707
1095,336,1090
1096,336,1278
1097,337,576
1098,337,758
1099,338,1293
1100,340,324
1101,340,560
1102,343,380
1103,346,392
1104,346,616
1105,352,437
1106,352,1428
1107,355,66
1108,355,378
1109,355,712
1110,355,755
1111,355,1001
1112,357,746
1113,358,447
1114,358,1232
1115,360,535
1116,360,622
1117,360,655
1118,360,1340
1119,361,341
1120,361,628
1121,361,1254
1122,362,170
1123,362,412
1124,362,476
1125,362,650
1126,362,754
1127,364,447
1128,364,656
1129,364,663
1130,365,853
1131,367,633
1132,367,1441
1133,369,368
1134,369,653
1135,370,506
1136,371,210
1137,371,220
1138,371,527
1139,372,170
1140,372,226
1141,372,362
1142,372,476
1143,372,650
1144,372,734
1145,372,754
1146,372,1110
1147,372,1267
1148,372,1282
1149,374,3
1150,374,403
1151,374,889
1152,374,1317
1153,376,302
1154,376,497
1155,379,170
1156,379,339
1157,379,734
1158,380,442
1159,380,1348
1160,381,597
1161,383,31
1162,384,279
1163,384,316
1164,384,1192
1165,386,150
1166,386,263
1167,386,483
1168,386,742
1169,386,768
1170,386,1409
1171,387,233
1172,387,1065
1173,389,405
1174,389,630
1175,389,636
1176,390,1084
1177,390,1441
1178,391,62
1179,393,1115
1180,394,567
1181,395,282
1182,395,702
1183,396,607
1184,396,650
1185,396,734
1186,397,1
1187,397,75
1188,397,252
1189,397,337
1190,397,537
1191,397,540
1192,397,548
1193,397,557
1194,397,604
1195,397,643
1196,397,662
1197,397,704
1198,397,719
1199,397,735
1200,397,820
1201,397,922
1202,397,988
1203,397,1390
1204,397,1404
1205,398,326
1206,398,426
1207,398,468
1208,398,477
1209,398,490
1210,398,728
1211,398,873
1212,398,1167
1213,398,1230
1214,399,244
1215,399,471
1216,400,39
1217,400,54
1218,400,437
1219,400,813
1220,400,819
1221,400,845
1222,402,535
1223,402,862
1224,402,1172
1225,402,1343
1226,404,638
1227,404,700
1228,405,1328
1229,406,153
1230,407,337
1231,408,238
1232,408,634
1233,408,830
1234,408,1292
1235,409,914
1236,409,1085
1237,409,1164
1238,409,1308
1239,410,398
1240,410,1167
1241,411,562
1242,411,635
1243,411,716
1244,411,904
1245,411,907
1246,411,1128
1247,411,1341
1248,411,1372
1249,411,1427
1250,412,491
1251,412,647
1252,412,650
1253,412,754
1254,413,1321
1255,414,879
1256,414,891
1257,415,32
1258,415,382
1259,415,427
1260,415,645
1261,416,291
1262,416,699
1263,417,217
1264,417,406
1265,417,471
1266,417,769
1267,417,1380
1268,418,404
1269,418,473
1270,418,1504
1271,420,941
1272,422,120
1273,422,231
1274,422,245
1275,422,432
1276,422,664
1277,422,1160
1278,423,813
1279,423,1450
1280,424,282
1281,424,349
1282,424,554
1283,424,568
1284,424,606
1285,424,619
1286,424,700
1287,424,841
1288,424,1143
1289,424,1293
1290,425,746
1291,426,395
1292,426,687
1293,426,728
1294,426,1088
1295,427,539
1296,427,759
1297,427,1153
1298,427,1348
1299,428,974
1300,428,1096
1301,430,290
1302,430,372
1303,430,910
1304,430,1110
1305,430,1267
1306,430,1282
1307,431,104
1308,431,123
1309,431,141
1310,431,176
1311,431,183
1312,431,227
1313,431,364
1314,431,382
1315,432,988
1316,432,1321
1317,432,1387
1318,432,1553
1319,436,271
1320,436,532
1321,436,857
1322,436,1281
1323,437,1428
1324,439,1144
1325,440,32
1326,440,382
1327,441,347
1328,441,921
1329,441,940
1330,441,1480
1331,442,1136
1332,442,1234
1333,443,83
1334,443,88
1335,443,117
1336,443,801
1337,443,1109
1338,443,1270
1339,444,327
1340,444,516
1341,444,657
1342,444,874
1343,444,912
1344,444,1027
1345,445,668
1346,449,239
1347,449,272
1348,449,350
1349,449,723
1350,449,1125
1351,451,180
1352,451,531
1353,452,775
1354,452,925
1355,454,3
1356,454,88
1357,454,120
1358,454,161
1359,454,378
1360,454,403
1361,454,504
1362,454,760
1363,454,853
1364,454,1109
1365,454,1140
1366,454,1239
1367,454,1358
1368,454,1508
1369,455,220
1370,455,282
1371,455,329
1372,455,368
1373,455,424
1374,455,543
1375,455,568
1376,455,606
1377,455,619
1378,455,693
1379,455,700
1380,455,776
1381,455,841
1382,455,1115
1383,455,1143
1384,455,1293
1385,455,1406
1386,455,1504
1387,457,606
1388,458,254
1389,458,1401
1390,458,1456
1391,458,1479
1392,459,0
1393,459,249
1394,459,259
1395,459,320
1396,459,324
1397,459,375
1398,459,448
1399,459,531
1400,459,626
1401,459,770
1402,459,778
1403,459,784
1404,459,1227
1405,459,1357
1406,459,1422
1407,460,348
1408,460,623
1409,460,1173
1410,460,1286
1411,462,1217
1412,463,10
1413,463,94
1414,463,233
1415,463,291
1416,463,305
1417,463,317
1418,463,331
1419,463,450
1420,463,474
1421,463,507
1422,463,588
1423,463,629
1424,463,642
1425,463,671
1426,463,675
1427,463,699
1428,463,708
1429,463,772
1430,463,779
1431,463,854
1432,463,1008
1433,463,1010
1434,463,1042
1435,463,1065
1436,463,1493
1437,465,940
1438,466,29
1439,466,121
1440,466,309
1441,466,445
1442,466,1402
1443,467,56
1444,467,557
1445,467,1169
1446,468,477
1447,470,79
1448,470,985
1449,470,1135
1450,471,153
1451,471,217
1452,471,244
1453,471,769
1454,475,373
1455,475,926
1456,475,1001
1457,475,1078
1458,475,1377
1459,478,447
1460,478,604
1461,478,831
1462,478,1049
1463,478,1232
1464,479,296
1465,479,659
1466,479,710
1467,479,747
1468,479,991
1469,479,1158
1470,480,39
1471,480,54
1472,480,300
1473,480,352
1474,480,423
1475,480,741
1476,480,773
1477,480,817
1478,480,818
1479,480,985
1480,480,1382
1481,480,1428
1482,480,1450
1483,480,1452
1484,480,1466
1485,480,1483
1486,481,378
1487,482,214
1488,482,342
1489,482,898
1490,482,1553
1491,483,557
1492,483,583
1493,483,626
1494,483,926
1495,483,1143
1496,489,201
1497,489,281
1498,489,309
1499,489,509
1500,489,589
1501,489,674
1502,489,805
1503,489,973
1504,489,1174
1505,489,1262
1506,492,679
1507,494,375
1508,494,522
1509,494,542
1510,494,568
1511,494,922
1512,494,1152
1513,495,21
1514,495,89
1515,495,226
1516,495,341
1517,495,372
1518,495,379
1519,495,396
1520,495,464
1521,495,571
1522,495,628
1523,495,1182
1524,495,1267
1525,495,1282
1526,495,1541
1527,496,1419
1528,499,177
1529,499,514
1530,499,900
1531,499,1353
1532,500,151
1533,500,433
1534,500,635
1535,500,716
1536,500,740
1537,500,798
1538,500,907
1539,500,971
1540,500,1341
1541,500,1372
1542,500,1473
1543,500,1490
1544,501,5
1545,501,15
1546,501,30
1547,501,46
1548,501,68
1549,501,113
1550,501,128
1551,501,184
1552,501,210
1553,501,220
1554,501,226
1555,501,334
1556,501,353
1557,501,371
1558,501,404
1559,501,418
1560,501,446
1561,501,455
1562,501,462
1563,501,473
1564,501,474
1565,501,527
1566,501,533
1567,501,543
1568,501,614
1569,501,658
1570,501,756
1571,501,856
1572,501,1006
1573,501,1017
1574,501,1064
1575,501,1115
1576,501,1217
1577,501,1290
1578,501,1504
1579,502,395
1580,502,451
1581,502,508
1582,502,745
1583,502,950
1584,502,1200
1585,503,154
1586,503,175
1587,503,274
1588,503,279
1589,503,515
1590,503,794
1591,503,1062
1592,503,1224
1593,503,1274
1594,503,1286
1595,506,643
1596,506,735
1597,506,1387
1598,507,216
1599,507,363
1600,507,1542
1601,508,180
1602,508,282
1603,508,337
1604,508,531
1605,508,576
1606,508,644
1607,508,647
1608,509,445
1609,509,665
1610,509,668
1611,509,1488
1612,511,690
1613,512,94
1614,512,300
1615,512,642
1616,513,731
1617,516,401
1618,516,635
1619,516,694
1620,516,716
1621,516,748
1622,516,757
1623,516,907
1624,516,996
1625,516,1341
1626,516,1372
1627,517,71
1628,517,364
1629,517,945
1630,517,1281
1631,518,365
1632,518,580
1633,518,597
1634,518,1368
1635,520,659
1636,521,910
1637,521,1182
1638,522,375
1639,522,1312
1640,523,246
1641,523,706
1642,524,259
1643,524,801
1644,524,1358
1645,525,85
1646,525,117
1647,525,120
1648,525,129
1649,525,180
1650,525,259
1651,525,270
1652,525,324
1653,525,459
1654,525,522
1655,525,549
1656,525,555
1657,525,567
1658,525,626
1659,525,770
1660,525,784
1661,525,801
1662,525,1227
1663,525,1239
1664,525,1314
1665,525,1495
1666,527,693
1667,527,841
1668,528,1115
1669,529,425
1670,529,1459
1671,530,255
1672,530,366
1673,530,714
1674,530,846
1675,530,889
1676,530,1160
1677,532,686
1678,534,40
1679,534,457
1680,534,942
1681,536,218
1682,538,462
1683,538,1290
1684,538,1382
1685,542,1152
1686,543,1345
1687,544,255
1688,544,664
1689,544,1302
1690,545,520
1691,545,1538
1692,546,183
1693,546,333
1694,546,565
1695,546,663
1696,546,733
1697,546,1011
1698,547,47
1699,547,489
1700,547,494
1701,547,589
1702,547,973
1703,547,1052
1704,547,1174
1705,550,333
1706,550,447
1707,550,565
1708,550,570
1709,551,130
1710,551,442
1711,553,107
1712,553,266
1713,553,1499
1714,556,1230
1715,556,1360
1716,557,583
1717,558,1026
1718,559,284
1719,559,1484
1720,562,635
1721,562,716
1722,562,904
1723,562,907
1724,562,1128
1725,562,1341
1726,562,1372
1727,562,1427
1728,564,524
1729,571,170
1730,571,362
1731,571,396
1732,571,412
1733,571,464
1734,571,644
1735,571,650
1736,571,734
1737,571,754
1738,571,1541
1739,572,743
1740,572,1119
1741,572,1144
1742,573,162
1743,573,245
1744,573,612
1745,573,862
1746,574,922
1747,575,91
1748,577,1119
1749,577,1293
1750,578,504
1751,580,22
1752,580,294
1753,580,381
1754,580,597
1755,582,75
1756,582,154
1757,582,370
1758,582,432
1759,582,506
1760,586,66
1761,587,190
1762,587,347
1763,587,630
1764,588,561
1765,589,121
1766,589,542
1767,589,609
1768,589,1152
1769,590,347
1770,590,620
1771,590,921
1772,591,47
1773,591,52
1774,591,85
1775,591,129
1776,591,238
1777,591,257
1778,591,263
1779,591,287
1780,591,340
1781,591,451
1782,591,488
1783,591,525
1784,591,632
1785,591,646
1786,591,876
1787,591,1012
1788,591,1302
1789,591,1314
1790,591,1495
1791,592,378
1792,593,723
1793,593,1216
1794,594,82
1795,594,145
1796,594,193
1797,594,205
1798,594,243
1799,594,327
1800,594,500
1801,594,516
1802,594,598
1803,594,670
1804,594,989
1805,594,1334
1806,594,1398
1807,594,1473
1808,596,315
1809,596,520
1810,596,1276
1811,597,853
1812,597,1368
1813,598,151
1814,598,205
1815,598,433
1816,598,500
1817,598,635
1818,598,716
1819,598,740
1820,598,798
1821,598,907
1822,598,971
1823,598,1341
1824,598,1372
1825,598,1473
1826,598,1490
1827,599,326
1828,599,1430
1829,600,662
1830,601,1485
1831,602,504
1832,604,218
1833,604,248
1834,604,541
1835,604,631
1836,604,643
1837,605,22
1838,608,359
1839,608,711
1840,609,121
1841,609,1502
1842,610,264
1843,610,753
1844,610,1094
1845,610,1495
1846,611,34
1847,611,1000
1848,612,373
1849,612,698
1850,612,825
1851,614,371
1852,614,527
1853,616,451
1854,616,468
1855,616,477
1856,616,990
1857,616,1016
1858,617,742
1859,617,1063
1860,618,403
1861,618,454
1862,618,760
1863,618,835
1864,618,1508
1865,622,1340
1866,624,954
1867,625,464
1868,627,607
1869,629,363
1870,629,688
1871,630,717
1872,630,764
1873,632,19
1874,632,249
1875,632,259
1876,632,263
1877,632,287
1878,632,340
1879,632,375
1880,632,531
1881,632,770
1882,632,778
1883,632,784
1884,632,1529
1885,634,549
1886,634,662
1887,634,1247
1888,636,689
1889,637,2
1890,637,26
1891,637,34
1892,637,51
1893,637,85
1894,637,114
1895,637,120
1896,637,180
1897,637,246
1898,637,264
1899,637,270
1900,637,305
1901,637,443
1902,637,446
1903,637,454
1904,637,464
1905,637,481
1906,637,486
1907,637,522
1908,637,523
1909,637,524
1910,637,525
1911,637,549
1912,637,555
1913,637,564
1914,637,578
1915,637,610
1916,637,618
1917,637,753
1918,637,977
1919,637,999
1920,637,1000
1921,637,1012
1922,637,1094
1923,637,1197
1924,637,1208
1925,637,1314
1926,637,1397
1927,637,1495
1928,637,1497
1929,639,59
1930,639,536
1931,640,333
1932,640,401
1933,640,694
1934,640,1011
1935,640,1501
1936,641,72
1937,641,272
1938,641,315
1939,641,377
1940,641,520
1941,641,711
1942,641,749
1943,641,890
1944,641,932
1945,641,1124
1946,641,1538
1947,642,94
1948,642,1042
1949,644,647
1950,645,388
1951,645,804
1952,645,1153
1953,646,555
1954,649,828
1955,651,17
1956,651,245
1957,651,288
1958,651,355
1959,651,712
1960,651,825
1961,652,897
1962,653,1333
1963,654,246
1964,654,681
1965,654,753
1966,654,977
1967,654,1197
1968,654,1298
1969,654,1310
1970,654,1342
1971,657,401
1972,657,569
1973,657,656
1974,657,694
1975,657,733
1976,657,1284
1977,657,1472
1978,660,120
1979,660,275
1980,660,454
1981,660,876
1982,660,889
1983,660,1302
1984,661,193
1985,661,240
1986,661,1472
1987,664,120
1988,664,712
1989,664,825
1990,664,988
1991,664,1358
1992,664,1387
1993,665,445
1994,665,668
1995,666,1127
1996,666,1229
1997,666,1401
1998,666,1492
1999,669,834
2000,669,991
2001,670,145
2002,670,193
2003,670,243
2004,670,401
2005,670,694
2006,670,989
2007,671,216
2008,671,230
2009,671,331
2010,671,363
2011,671,472
2012,671,561
2013,671,585
2014,671,629
2015,671,688
2016,671,1042
2017,671,1325
2018,671,1493
2019,671,1542
2020,674,121
2021,674,589
2022,674,609
2023,676,267
2024,676,348
2025,676,448
2026,676,461
2027,676,469
2028,676,472
2029,676,476
2030,676,604
2031,676,615
2032,676,643
2033,676,648
2034,676,704
2035,676,735
2036,676,820
2037,676,902
2038,676,946
2039,676,988
2040,676,1170
2041,676,1387
2042,677,560
2043,678,222
2044,678,646
2045,678,713
2046,679,667
2047,679,1097
2048,680,434
2049,680,884
2050,682,158
2051,682,235
2052,683,17
2053,683,245
2054,683,313
2055,683,651
2056,684,407
2057,684,490
2058,684,556
2059,684,995
2060,684,1230
2061,685,113
2062,686,1278
2063,687,697
2064,687,728
2065,690,615
2066,690,704
2067,690,1390
2068,692,229
2069,692,289
2070,692,456
2071,695,419
